V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
2045.9122,2037.433,2021.9884,2004.4937,2007.4596,2007.8666,2044.9714,2003.0819,2017.1471,2009.5449,1996.7529,2032.5194,2017.8599,2024.9136
3039.7424,3029.2017,3003.836,2973.197,2976.3196,2978.0369,3032.4702,2969.5405,2993.6875,2983.0771,2966.0508,3020.3718,2998.6653,3009.2483
1153.9529,1151.4559,1140.3862,1126.9521,1131.1768,1133.5409,1151.6941,1128.0071,1139.7294,1133.074,1125.4122,1148.1532,1137.1678,1142.4026
1366.5618,1364.226,1339.5798,1320.9485,1331.9877,1344.9163,1363.1606,1323.9169,1337.645,1331.4926,1332.6332,1357.1149,1347.8972,1355.778
5905.729,5883.1284,5840.0547,5789.247,5799.001,5802.4346,5907.3496,5788.7563,5829.484,5805.6724,5767.372,5865.8438,5827.322,5847.1973
3226.5603,3214.0146,3193.09,3162.0208,3167.592,3181.1406,3227.6309,3167.986,3187.8218,3176.4265,3159.4995,3204.8904,3190.441,3201.5657
4704.185,4720.216,4700.386,4626.221,4725.5254,4711.224,4825.9673,4669.3193,4617.824,4688.565,4589.858,4730.8896,4677.777,4651.7944
1755.0065,1748.5858,1735.0552,1720.0386,1722.7373,1723.2731,1754.9446,1719.4475,1732.2056,1724.5063,1713.8846,1742.5828,1731.175,1737.7157
1606.6705,1600.7433,1588.3029,1574.5725,1576.9987,1577.4697,1606.4482,1573.9818,1585.6808,1578.6857,1568.9954,1595.3086,1584.846,1590.7816
2638.5674,2625.9363,2609.8298,2586.2566,2593.831,2592.169,2640.511,2589.0706,2606.0425,2595.989,2576.98,2619.7,2602.2834,2612.489
2467.8193,2458.115,2437.9514,2417.7947,2420.9094,2422.7776,2465.8955,2417.5078,2435.5923,2425.364,2409.6677,2449.9124,2434.7385,2441.8953
3647.7854,3630.6216,3607.7053,3577.801,3586.105,3582.9375,3651.9497,3579.9333,3601.2383,3587.24,3561.2937,3622.623,3596.829,3610.8523
7156.9546,7125.448,7083.215,7019.392,7038.1157,7036.0107,7167.6743,7026.9556,7072.0513,7040.487,6986.249,7108.657,7056.5464,7085.1807
5783.7964,5767.931,5719.793,5664.697,5677.244,5689.912,5789.612,5663.549,5707.762,5683.946,5649.984,5743.0835,5704.969,5724.2637
7080.581,7075.265,7049.3853,7004.216,7065.369,7066.4644,7210.231,7039.0977,7049.6675,7014.7646,6929.4067,7031.5645,6980.263,7009.211
3134.0586,3122.9443,3096.8398,3069.084,3073.0874,3076.2217,3129.985,3066.9355,3091.103,3078.8872,3058.4248,3112.9543,3091.3198,3100.358
4022.1257,4002.2256,3977.198,3944.714,3953.8816,3953.8845,4026.5627,3949.1511,3971.7795,3957.003,3929.0151,3994.9744,3967.61,3980.7424
9663.877,9622.974,9540.633,9472.367,9477.568,9466.729,9651.314,9456.406,9524.432,9486.6455,9430.399,9596.077,9529.181,9561.998
2694.7532,2683.177,2667.3018,2643.4163,2652.3945,2655.9475,2702.64,2649.4219,2665.6787,2652.7983,2636.1733,2679.105,2658.6313,2672.0676
10990.58,10939.196,10855.544,10760.621,10773.36,10770.084,10968.062,10752.392,10827.624,10795.5205,10719.143,10914.059,10838.381,10868.411
2683.2888,2671.894,2656.0173,2632.1208,2641.1912,2644.8008,2691.1943,2638.2178,2654.489,2641.5723,2625.0005,2667.8223,2647.377,2660.7825
2942.4456,2934.8135,2913.342,2887.7522,2890.6172,2891.3906,2946.2542,2884.8604,2907.7732,2891.2095,2877.8726,2921.7092,2901.515,2919.155
1960.4941,1954.4764,1939.4178,1922.6963,1922.3855,1921.0803,1958.1592,1918.9865,1934.696,1924.4591,1916.6488,1948.1581,1933.7876,1944.8691
2630.885,2624.1694,2604.4941,2581.703,2584.0825,2584.9714,2633.8418,2578.9155,2599.6504,2584.7812,2573.1184,2612.2417,2594.248,2609.8584
1626.1201,1620.934,1608.4126,1594.3503,1594.0139,1593.5803,1624.0079,1591.0392,1604.1499,1595.7584,1589.1771,1615.5762,1603.5234,1612.6052
2444.4148,2437.7344,2419.8977,2398.4,2400.732,2402.2134,2447.4001,2395.7173,2414.8083,2401.226,2389.9243,2426.7295,2409.7058,2424.26
1752.8568,1747.5282,1733.7639,1718.8676,1718.4764,1717.4456,1750.4679,1715.4302,1729.6213,1720.4425,1713.622,1741.7633,1728.95,1738.7488
424.548,421.4842,418.54037,415.87466,415.96432,414.3004,422.96942,415.31836,416.08096,416.65207,413.982,421.4262,419.20477,419.4762
6473.2837,6451.007,6401.671,6346.827,6360.566,6365.8457,6479.264,6348.5938,6392.986,6367.798,6326.1304,6429.9077,6392.2295,6410.247
610.12274,605.73926,601.5269,597.6902,597.79395,595.4057,607.89575,596.8527,597.9468,598.78125,594.9366,605.64575,602.47565,602.86334
