V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48
676.8125,647.8929,660.93,662.7741,670.76373,667.0217,650.07336,664.8336,681.60364,712.5732,698.58984,707.1856,717.1856,694.958,679.9617,702.4377,697.53973,698.3414,703.3833,687.7652,672.1168,675.70386,675.66095,677.3263,681.0487,668.3335,661.5244,660.0065,647.1597,641.7041,649.01074,673.4118,682.5049,696.64136,710.79376,735.3723,718.863,723.5685,726.2232,703.7593,723.47125,721.5635,715.4818,720.30615,721.46954,695.3629,700.95044,695.73755
2984.1143,2856.8909,2908.872,2918.9985,2956.5737,2932.3528,2856.9407,2929.3672,2993.5024,3128.858,3076.0862,3107.9106,3159.5808,3056.7595,2991.422,3086.294,3061.3303,3063.5344,3095.8813,3029.1323,2967.1519,2975.0332,2978.4805,2985.2285,3001.5645,2949.4395,2916.7703,2911.6592,2855.038,2829.0776,2862.6987,2960.0405,3001.0034,3060.7246,3118.5706,3232.0386,3166.7192,3171.6565,3189.4802,3102.8054,3182.717,3167.6777,3147.1128,3178.6697,3176.8406,3065.4907,3084.3457,3066.8823
1137.3575,1095.8157,1113.2297,1118.7318,1128.2778,1118.4402,1093.5989,1123.8835,1136.8981,1189.6924,1172.8289,1183.256,1205.4001,1163.333,1145.6183,1174.3712,1160.9333,1165.9812,1175.3623,1153.3167,1131.4043,1132.2773,1135.3801,1138.0725,1143.9832,1127.5944,1114.6116,1116.133,1097.3225,1084.9005,1097.7501,1127.2167,1147.5916,1167.9001,1186.1947,1228.3943,1207.4626,1205.0505,1211.927,1185.3318,1206.8428,1199.476,1196.1543,1209.9023,1207.6482,1169.5999,1175.6409,1167.8518
4885.669,4706.117,4748.8027,4787.554,4845.8574,4780.0815,4654.9375,4795.9355,4854.5977,5069.3315,5019.74,5043.6387,5162.086,4966.5215,4882.2075,5011.713,4944.954,4952.1113,5044.3867,4944.415,4868.2,4844.7305,4887.691,4886.0522,4926.5864,4856.3965,4792.9634,4793.241,4698.488,4659.5483,4714.0415,4809.8237,4889.04,4967.8555,5040.9614,5246.873,5173.7993,5116.7085,5169.722,5084.0757,5171.5835,5115.2285,5121.0464,5209.292,5188.759,5028.4043,5050.7314,5003.3174
2578.7688,2466.5684,2472.4517,2501.211,2536.811,2497.8928,2418.0122,2496.4404,2537.8853,2646.0205,2635.195,2626.8984,2698.2136,2604.367,2541.7039,2619.045,2593.5444,2577.6494,2652.3816,2592.8813,2562.6768,2538.3499,2573.728,2565.6938,2600.937,2556.0378,2512.591,2499.1914,2447.7659,2426.925,2456.1843,2502.2446,2540.555,2586.0012,2627.9583,2755.4058,2704.2925,2666.7563,2695.5923,2659.5867,2727.8713,2679.795,2692.9739,2759.4238,2728.9136,2646.2725,2657.3462,2620.7449
6158.766,6022.6123,6209.5146,6196.0483,6194.0664,6212.1035,6147.4927,6265.7515,6304.9707,6631.665,6434.7114,6609.785,6651.68,6411.0674,6396.5146,6517.079,6431.303,6560.8706,6424.0005,6326.7114,6144.255,6235.6123,6164.2935,6220.292,6186.282,6127.789,6090.065,6172.2446,6078.0283,6013.146,6082.2812,6294.119,6435.3496,6539.8457,6640.5386,6762.157,6659.7246,6771.23,6745.524,6519.332,6577.6836,6635.3022,6545.998,6488.1265,6576.747,6363.378,6422.1885,6413.249
38462.98,37096.99,37405.812,37733.656,38118.184,37629.863,36675.574,37820.305,38170.71,39873.75,39521.26,39666.29,40616.98,39091.992,38479.027,39442.188,38894.625,38979.4,39666.457,38911.98,38319.277,38117.04,38453.656,38454.047,38777.707,38248.83,37711.875,37740.76,37046.113,36696.36,37131.87,37820.42,38512.645,39124.945,39669.6,41285.15,40690.137,40257.125,40628.35,40007.086,40672.55,40196.395,40285.188,41025.016,40788.137,39584.76,39736.53,39374.562
30616.34,29401.45,30086.344,30122.992,30404.184,30297.184,29618.258,30268.297,30916.54,32376.838,31677.746,32168.234,32550.996,31534.438,30950.871,31873.219,31656.562,31801.98,31817.25,31159.512,30419.41,30651.09,30548.334,30676.238,30770.455,30245.04,29965.035,29985.988,29433.367,29146.965,29492.746,30615.088,31066.643,31708.855,32322.25,33345.723,32629.395,32926.17,32982.164,31937.424,32728.66,32723.404,32404.02,32491.377,32628.05,31462.678,31732.457,31546.402
36457.977,35093.84,35747.04,35865.91,36234.04,35961.812,35134.805,36033.766,36618.65,38316.14,37644.53,38106.977,38729.297,37386.992,36768.605,37787.336,37398.574,37567.97,37805.656,37063.035,36300.137,36405.344,36426.133,36532.156,36685.61,36130.61,35747.7,35810.406,35136.438,34812.688,35230.473,36298.027,36880.42,37561.414,38199.4,39498.113,38813.53,38850.617,39044.15,38048.07,38820.402,38670.812,38444.21,38754.977,38811.887,37511.793,37740.89,37534.406
421.778,409.57098,416.8859,418.65567,420.893,417.90955,410.52463,421.4415,423.95444,444.33084,436.5781,442.68915,449.97568,433.19916,429.2643,438.22815,431.97742,436.65808,436.73148,429.38187,420.758,421.85306,421.83884,423.6311,424.19897,419.70425,415.3424,418.1707,411.16916,406.96323,411.55685,421.974,430.69376,437.0514,443.46216,456.8775,451.00024,450.66922,452.55847,442.49408,447.60648,446.22766,444.19885,447.32376,448.42255,434.79095,437.03662,435.15182
