V1,V2,V3,V4,V5,V6
7100.182,7584.2646,5920.6353,5354.6157,4585.137,4930.474
1215.5432,1278.6235,984.46967,865.19507,759.0259,814.3473
7828.2246,8329.472,6506.0864,5930.3037,4930.78,5598.9727
9004.38,9579.003,7478.5986,6813.801,5671.523,6431.0947
6370.387,6773.0166,5255.2817,4788.573,3905.9426,4592.543
3536.5142,3750.23,2902.696,2618.0813,2141.9407,2532.917
3139.747,3324.7922,2576.9045,2308.1394,1906.9662,2241.4558
2277.2322,2431.5388,1897.7861,1711.4462,1470.9711,1573.879
2132.0916,2272.74,1774.2991,1605.5089,1362.3815,1492.9032
2127.058,2266.9458,1769.1586,1596.6515,1360.4271,1481.3639
1380.0076,1471.3069,1148.3053,1038.1273,883.4135,963.76294
1804.2108,1919.7395,1499.0898,1363.4067,1138.7319,1285.3909
4534.916,4824.0005,3771.0168,3449.6184,2854.7783,3265.0085
4861.61,5178.5254,4050.2185,3690.7139,3082.8015,3462.0474
5044.913,5364.519,4196.735,3829.8416,3171.8918,3619.1157
2605.8557,2781.415,2174.8657,1985.7893,1664.4343,1855.5077
3688.1216,3929.6348,3074.6675,2808.719,2333.658,2645.584
3146.7375,3357.4133,2625.9973,2394.0144,2007.8765,2236.4468
2596.5706,2747.847,2064.4333,1851.8258,1439.8223,1919.8477
5849.4653,6217.508,4845.769,4391.699,3694.5942,4128.176
8174.563,8641.472,6678.341,5973.3774,4919.6885,5870.0786
3698.4814,3908.1643,3006.5361,2669.0613,2194.6423,2629.119
8289.226,8793.791,6839.6724,6130.506,5235.0195,5735.065
7492.697,7931.4707,6160.675,5512.1724,4633.7314,5271.029
2052.465,2171.34,1682.1163,1504.0626,1248.1802,1469.3741
6146.854,6484.6655,4993.411,4413.7803,3654.2292,4354.684
1493.2754,1576.8849,1218.8417,1080.3062,898.15137,1064.5834
1458.372,1541.8274,1194.4802,1063.939,887.87067,1033.5084
3783.9314,4027.578,3142.5562,2839.097,2406.7886,2647.335
4068.9216,4330.463,3383.7385,3077.8909,2569.9824,2899.2883
3482.45,3716.8708,2902.1694,2616.4885,2240.5107,2415.106
4955.1147,5277.3203,4119.4087,3727.7878,3154.934,3476.735
1173.449,1250.977,977.08936,886.5839,747.7416,828.3274
1558.253,1661.0853,1297.2092,1175.3715,993.8071,1096.2814
3064.8926,3261.5618,2546.322,2309.1501,1940.5278,2166.2864
1070.0754,1140.6881,890.3732,805.2129,683.6635,748.85486
3572.8198,3800.4097,2966.2554,2687.5862,2260.139,2521.8125
5576.0464,6131.7847,4824.8403,4509.5654,3911.1719,3702.2534
3593.2092,3830.3083,2990.9111,2752.0137,2243.2837,2644.213
4504.2344,4792.1445,3743.8674,3430.0413,2827.6992,3259.4863
14120.399,15050.459,11759.672,10726.443,8962.055,10074.495
5224.94,5547.1157,4255.648,3874.9487,3089.2117,3763.2441
2669.9946,2836.6309,2190.5032,1999.4774,1610.0167,1927.7173
9432.716,10024.395,7822.1187,7137.8135,5872.514,6842.1436
9417.354,10017.615,7824.56,7144.6826,5923.9,6768.2007
5878.781,6244.128,4769.8413,4351.8687,3431.891,4253.1826
5886.145,6251.9746,4775.799,4357.3335,3436.1375,4258.4976
6800.443,7272.778,5674.6504,5096.884,4450.3457,4609.4795
2378.1812,2536.8225,1981.2715,1794.5919,1523.6658,1666.1276
17612.186,18780.744,14669.717,13300.795,11261.444,12370.73
7794.703,8314.38,6494.574,5888.365,4990.69,5470.695
15605.843,16582.486,12648.893,11550.293,9083.771,11136.413
15964.908,17024.533,13991.206,12891.962,11109.195,13696.913
7876.687,8390.542,6403.7764,5948.301,4657.445,6096.5586
2389.2588,2541.3723,1932.5558,1789.467,1392.0732,1812.087
10291.94,11029.318,8894.02,8343.473,7007.384,8741.313
1879.6582,1995.3247,1526.7117,1387.7897,1102.0533,1352.1884
9658.883,10274.515,8025.1147,7349.3604,6063.866,6994.295
9434.856,10051.729,7843.158,7103.5186,6017.64,6613.4175
9402.291,10001.042,7807.7397,7115.9014,5926.479,6719.959
9351.132,9941.855,7739.269,6972.158,5952.1543,6461.7544
11143.31,11926.376,9437.608,9152.935,7359.1357,9535.689
9786.256,10408.352,8022.3496,7386.509,5864.1206,7086.8516
11897.43,12616.964,9843.146,8933.663,7398.8154,8508.329
9508.951,10049.846,7708.52,6959.6963,5598.499,6813.1494
9057.333,9585.94,7432.739,6694.082,5540.59,6517.5244
9853.511,10516.203,8215.872,7480.777,6301.256,6978.3164
9983.497,10670.309,8330.54,7554.009,6444.4497,6973.4473
9533.287,10148.6,7935.374,7263.187,6002.941,6893.095
9551.766,10192.211,7936.789,7119.04,6197.9966,6486.3975
10053.834,10707.496,8366.769,7625.247,6425.243,7105.3496
9297.574,9871.142,7671.285,6966.193,5699.506,6736.267
9420.485,10048.141,7864.556,7129.926,6038.588,6675.0127
9810.87,10514.747,8247.263,7493.9854,6351.4053,6916.302
9656.036,10327.145,8080.4624,7309.203,6244.5703,6715.5073
9485.235,10121.914,7920.1763,7174.808,6083.83,6649.8164
9146.936,9720.552,7588.2476,6901.0986,5748.0757,6516.72
9352.153,9933.513,7716.515,7051.036,5734.7314,6812.65
5926.6357,6404.169,5031.23,4687.7627,3894.26,4369.8613
4880.09,5372.665,4261.2417,3831.4294,3494.8645,3190.7437
4121.274,4379.1465,3379.5571,3082.22,2480.3755,2989.073
11674.024,12459.957,9716.706,8879.686,7495.612,8219.564
9035.162,9599.099,7442.7334,6808.0464,5512.2197,6575.3965
3559.6438,3798.907,2963.188,2670.638,2298.0137,2452.317
1400.5288,1489.115,1162.2742,1060.1482,880.2629,1006.82404
2560.9622,2731.1453,2137.022,1966.476,1612.0245,1861.2836
9583.37,10147.753,7882.2817,7173.6084,6020.709,6748.844
9880.561,10651.9,8372.619,7564.207,6561.3706,6755.2534
1307.8721,1416.8726,1261.3364,1284.8815,987.9528,1285.2455
5921.9424,6338.885,4972.2227,4518.7886,3846.4302,4134.7666
7155.8853,7602.794,5919.197,5355.51,4530.184,5021.2485
1950.6578,2077.0771,1604.9006,1449.1774,1289.2408,1301.8282
7780.512,8304.706,6470.346,5832.7153,5033.1035,5359.532
6508.7705,6957.95,5432.989,4898.669,4225.6387,4481.875
6153.0903,6568.2793,5121.018,4597.4795,3994.3867,4194.513
6983.9097,7451.0874,5820.4634,5262.8135,4486.711,4871.8965
6154.7817,6568.9863,5126.566,4637.286,3958.4077,4284.511
8537.741,9123.976,7134.4253,6474.7646,5491.7905,5976.6436
7769.8066,8289.161,6466.49,5855.2217,4985.942,5435.181
8263.093,8865.557,6939.382,6255.6426,5408.0884,5641.376
1390.441,1481.5682,1151.6241,1001.72485,920.39386,853.3556
8743.393,9327.085,7275.3335,6600.3936,5614.4194,6113.28
3258.074,3465.3772,2703.1199,2424.1516,2085.257,2244.1152
1673.9945,1786.9377,1397.016,1269.1007,1065.4727,1188.2489
2039.2721,2183.4119,1704.0798,1531.9401,1331.7688,1386.4552
2006.7952,2133.6628,1662.2848,1518.3074,1262.5304,1443.0044
3111.52,3341.601,2624.2073,2347.6616,2065.7688,2076.6245
1289.8678,1386.4424,1079.4507,964.1566,854.21985,806.86505
2525.7441,2704.6301,2113.3503,1944.8141,1589.8716,1795.6959
2022.943,2168.5425,1697.28,1540.8154,1315.9446,1416.559
2556.7808,2748.618,2149.1782,1915.3175,1701.5303,1708.3995
1121.1046,1200.157,935.1337,824.4661,746.06793,725.1402
1752.6335,1872.3203,1461.6841,1320.3125,1133.0183,1213.1003
1871.6879,2005.7234,1562.0791,1387.506,1248.3787,1234.2301
1553.1776,1659.6683,1293.5574,1165.3743,1005.0903,1065.6328
2086.8706,2227.4048,1730.5663,1549.5533,1365.5048,1413.3063
1989.4895,2137.1472,1661.5547,1455.4998,1327.6267,1239.1083
1648.6937,1772.4467,1386.729,1230.8546,1096.4473,1087.667
2380.5981,2548.5144,1991.1873,1790.6268,1554.9728,1631.0802
1739.6567,1861.5542,1459.0643,1336.6963,1106.9364,1270.8722
3072.8137,3276.5583,2541.1863,2202.9993,2044.2358,1916.861
1940.104,2062.563,1599.9066,1421.8528,1261.75,1310.2426
2130.4631,2269.2363,1771.3871,1600.953,1354.147,1490.851
2142.0579,2284.9038,1791.4551,1613.0597,1365.6257,1481.0436
7732.6157,8267.604,6451.438,5790.718,5046.7812,5253.2397
4199.884,4493.7305,3515.7793,3149.0842,2742.539,2811.274
6809.0913,7282.3813,5692.1235,5100.437,4467.6074,4626.9478
8891.918,9480.747,7395.3184,6661.803,5719.528,6141.073
3603.1055,3876.715,3026.0015,2691.6912,2429.358,2345.2725
6493.3657,6928.1553,5399.2124,4863.594,4196.79,4466.3994
8016.166,8559.252,6675.254,6043.658,5162.638,5574.2705
6946.345,7417.99,5789.9004,5218.5225,4494.5938,4789.753
4468.4585,4854.253,3878.8467,3780.32,3126.6865,3917.5134
9589.123,10164.915,7882.895,7136.443,5836.573,6910.373
7344.2036,7761.1445,5966.4214,5340.011,4357.053,5233.8945
3102.0227,3288.8516,2505.891,2284.1565,1801.013,2221.844
3014.156,3202.4846,2498.216,2274.7708,1869.2799,2184.3318
10822.053,11501.9,8957.745,8171.6084,6803.744,7733.297
8963.052,9521.699,7382.8784,6725.996,5468.582,6437.915
5550.565,5904.3047,4611.6416,4206.8354,3484.4749,3993.5889
4104.6987,4358.853,3349.773,3058.0715,2436.4658,2967.8188
4311.3325,4591.262,3583.9458,3206.6223,2794.943,2958.563
4072.1433,4328.334,3345.5857,3054.5383,2462.6387,2945.7256
4552.313,4838.3525,3776.3862,3438.1921,2826.747,3264.8442
11678.56,12422.194,9578.639,8761.175,7016.1353,8431.913
6836.214,7228.6777,5618.5796,5015.9526,4319.9263,4793.2183
2017.8009,2145.1997,1651.0731,1509.2842,1206.1954,1454.5267
6210.335,6618.3384,5181.0435,4711.456,3942.359,4411.3438
2625.0044,2787.4192,2153.672,1959.7216,1585.112,1899.722
7673.562,8151.686,6359.7363,5782.004,4816.447,5480.175
1858.037,1980.7417,1543.8789,1415.5809,1153.4299,1352.7399
6679.3203,7099.8438,5561.013,5011.089,4239.8315,4644.57
8319.727,8768.057,6739.271,5992.22,4911.0464,5907.9414
3125.4426,3352.3274,2622.0476,2334.119,2071.6616,2078.5579
11181.55,11919.287,9277.336,8547.407,6962.4824,7991.6797
2970.9778,3156.2827,2462.5737,2241.7056,1848.9404,2145.3997
2878.472,3053.078,2329.7312,2125.7485,1679.1805,2064.7883
3012.6187,3200.9048,2497.0818,2274.0198,1868.6149,2183.2932
4589.926,4861.8076,3737.7322,3371.2644,2728.128,3292.3792
2755.5156,2931.7292,2289.791,2079.4136,1742.9622,1953.2971
8481.627,9028.472,7038.4395,6332.2324,5466.2827,5857.511
