V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
2017.0933,2021.1029,2022.8263,2023.6713,2028.9016,2028.3555,2025.3134,2025.8064,2026.8954,2025.6008,2026.3556,2026.461,2021.7345,2024.0869
2996.4482,3002.6301,3004.181,3003.1726,3008.5476,3007.4023,3000.955,3003.3467,3008.8232,3008.9155,3013.1611,3006.9597,3003.0173,3004.8857
1138.8789,1138.9359,1140.96,1139.1415,1144.2899,1143.3702,1143.2609,1138.1255,1141.7101,1143.8452,1145.0289,1141.9619,1138.6494,1140.2156
1352.7284,1342.2598,1341.4337,1337.5193,1350.5634,1354.1665,1360.359,1331.4388,1334.3558,1348.1199,1357.1869,1351.3328,1351.4557,1350.9833
5820.5894,5837.2876,5844.0435,5844.528,5858.6577,5861.6304,5851.576,5853.467,5855.598,5848.83,5850.3604,5850.5547,5840.5596,5847.099
3181.0928,3181.365,3188.953,3191.8452,3197.3552,3206.7532,3195.705,3197.5332,3198.706,3197.714,3201.4531,3192.3455,3195.8435,3200.3862
4603.239,4705.391,4721.971,4658.1274,4794.251,4730.27,4780.821,4735.2217,4654.8325,4720.272,4653.787,4746.1885,4672.7964,4688.651
1729.7579,1734.2454,1736.1685,1736.3936,1739.9331,1740.8292,1738.2681,1737.9778,1739.6401,1737.3243,1738.3575,1737.6797,1735.1062,1737.5599
1583.5751,1587.5878,1589.2972,1589.5529,1592.7849,1593.5436,1591.1498,1590.9619,1592.5137,1590.4818,1591.4327,1590.7633,1588.3888,1590.5592
2600.4526,2606.7673,2611.6096,2609.9092,2618.793,2619.5466,2615.8757,2617.1619,2617.1055,2613.5427,2611.616,2614.9385,2608.5881,2612.9937
2432.0605,2439.1233,2439.5867,2440.6777,2445.5454,2447.7048,2442.2285,2443.9504,2446.3274,2443.1082,2443.0125,2443.7146,2439.5974,2440.6313
3593.9177,3605.3596,3612.4778,3611.437,3621.7393,3621.2937,3618.8438,3620.4607,3617.2693,3613.247,3611.583,3616.695,3605.6248,3611.084
7052.481,7078.1963,7092.807,7086.363,7108.856,7112.0586,7104.541,7107.01,7101.642,7090.0654,7086.831,7096.731,7075.1777,7086.5903
5701.098,5723.6646,5728.2104,5722.857,5737.821,5746.448,5737.086,5726.66,5731.4033,5724.744,5733.043,5726.901,5724.4463,5728.4194
6959.1997,7042.859,7074.3076,7047.1255,7116.0737,7127.407,7183.847,7108.167,7057.328,7019.35,6982.493,7078.708,7023.126,7063.029
3090.0542,3097.3052,3097.3333,3098.3535,3105.8413,3107.173,3098.7185,3100.615,3105.3467,3102.3838,3102.432,3101.9055,3096.5276,3098.544
3963.9832,3975.3538,3984.0823,3983.3586,3995.747,3997.2546,3991.9165,3994.5579,3987.9744,3986.6064,3985.3274,3988.164,3978.226,3980.694
9525.213,9544.88,9546.694,9561.7295,9577.733,9569.111,9555.669,9562.961,9570.547,9565.245,9568.41,9567.132,9545.234,9554.896
2659.035,2662.3718,2670.7922,2669.6616,2680.8977,2683.066,2681.4504,2677.7388,2674.5361,2671.913,2673.2932,2673.9873,2667.5283,2674.3623
10830.057,10851.121,10858.087,10862.046,10889.935,10880.379,10855.501,10875.07,10880.569,10884.437,10876.509,10875.049,10850.232,10855.506
2647.765,2651.078,2659.435,2658.247,2669.583,2671.7278,2670.1414,2666.3118,2663.2341,2660.6294,2661.9978,2662.673,2656.1782,2663.0615
2901.5303,2906.6165,2911.7627,2913.7979,2916.72,2918.412,2917.1355,2912.8845,2919.461,2910.7722,2917.283,2911.6062,2909.3005,2921.2356
1933.1058,1934.4661,1937.2633,1940.369,1940.9574,1938.9064,1936.9475,1938.5381,1944.1229,1940.1515,1945.046,1939.187,1935.8763,1943.2926
2594.3965,2598.8152,2603.0315,2605.066,2607.494,2609.1328,2607.6858,2603.8704,2610.105,2602.3723,2608.4346,2602.9521,2601.1545,2611.5874
1603.762,1604.5911,1606.7362,1609.2059,1609.8658,1608.5013,1606.68,1607.4468,1612.0038,1608.85,1612.9618,1608.1405,1605.6927,1611.5844
2410.8237,2414.631,2418.73,2420.2866,2423.0461,2424.843,2423.5168,2419.2495,2424.5178,2417.5476,2422.9836,2418.319,2416.7585,2426.356
1728.4454,1729.5435,1731.7936,1734.7296,1735.1361,1733.3845,1731.4336,1732.8475,1738.0597,1734.5486,1739.0726,1733.5667,1730.7882,1737.2445
417.42267,418.87796,418.34872,419.2203,420.5671,419.08392,416.9992,420.99405,419.96365,420.51636,419.40906,420.31497,418.76767,418.7614
6379.4536,6399.8423,6405.7363,6405.944,6424.2793,6429.386,6417.243,6418.0317,6421.5664,6412.2026,6412.375,6415.0337,6407.135,6413.7583
599.88666,601.9964,601.24475,602.5047,604.41187,602.28906,599.31506,605.0208,603.51904,604.34045,602.73694,604.0474,601.8497,601.84247
2045.2166,2048.7961,2057.1855,2055.9688,2061.6697,2057.0042,2057.2312,2062.651,2058.0215,2058.8015,2055.4077,2059.831,2050.5366,2055.2197
1854.9502,1858.1914,1865.8033,1864.6947,1869.8752,1865.6417,1865.8446,1870.766,1866.568,1867.2709,1864.1932,1868.206,1859.7665,1864.0146
