V1,V2,V3,V4,V5,V6,V7,V8
5947.218,6211.2896,5586.474,5632.92,5463.259,5515.7725,5212.198,5048.1245
6138.3525,6420.819,5770.4814,5815.009,5636.9385,5700.154,5387.1226,5211.818
6318.4204,6609.3086,5923.108,5962.2188,5788.745,5862.1016,5526.223,5325.7925
6702.733,7014.5938,6304.1826,6362.201,6172.0596,6243.226,5894.1772,5700.913
1048.077,1049.6101,976.5803,1018.2776,958.7944,956.42957,931.11725,919.45087
8615.071,8943.008,8078.3857,8256.334,7999.084,8086.9307,7652.93,7379.39
2955.631,3073.859,2773.6355,2829.6416,2743.896,2773.3699,2620.5073,2530.2388
2279.5068,2363.6252,2136.6406,2185.0151,2115.3647,2137.0378,2023.8556,1953.8829
2193.6768,2279.2356,2058.0327,2100.585,2035.6105,2056.9458,1945.1808,1878.5104
2256.7812,2348.0515,2118.1873,2156.4558,2089.914,2113.4465,1999.2544,1928.8553
1023.6813,1066.4973,960.9558,977.5365,948.51654,958.96954,905.79553,874.3497
2877.8389,2950.6858,2689.203,2763.975,2661.3352,2675.5007,2551.044,2479.0688
1557.0638,1613.797,1458.8073,1497.6183,1451.3877,1469.1873,1390.8417,1336.0917
10723.091,11075.444,10029.727,10339.502,10016.161,10123.713,9591.48,9224.219
1149.8705,1188.147,1078.2467,1103.8256,1063.9401,1076.596,1025.1981,988.0234
1804.9198,1852.0576,1686.8448,1745.2103,1682.9708,1700.8638,1622.1526,1559.9526
2147.8186,2229.4524,2014.3596,2066.0747,2002.2139,2024.6654,1913.243,1844.9951
4257.9106,4401.841,3987.9304,4049.9622,3911.2034,3952.3206,3773.7334,3636.2124
4939.102,5109.816,4624.202,4750.9077,4597.1934,4649.426,4408.211,4240.863
5506.23,5709.3413,5160.758,5289.843,5123.925,5177.5347,4897.835,4726.9204
8474.52,8779.671,7940.88,8139.3706,7877.2637,7959.295,7537.951,7274.053
4535.0957,4698.9526,4256.3403,4373.585,4232.3906,4282.388,4051.3452,3905.85
5288.662,5477.605,4956.287,5071.2173,4905.113,4955.4014,4698.002,4534.4854
2077.9734,2161.429,1950.6174,1985.7169,1924.1294,1946.5867,1842.7045,1776.835
1221.9503,1272.1514,1147.4252,1166.2296,1129.9473,1144.0743,1083.7332,1044.1721
7109.2827,7264.9106,6656.5625,6905.9243,6596.4697,6554.8247,6192.2114,6190.204
8186.774,8511.394,7685.2964,7823.4873,7582.6357,7670.597,7259.2417,6997.482
