V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48
700.6924,672.8624,655.7385,630.994,632.7751,652.89557,643.88525,650.76227,645.68207,670.02264,677.10077,683.2976,692.58795,689.4336,715.5477,706.0513,676.51263,717.4065,690.4049,707.0407,710.17163,710.2013,677.4535,698.9276,688.7588,650.8675,652.48193,644.06726,651.24817,646.8736,643.0445,614.6762,640.1909,660.88434,638.52094,675.23804,698.88196,681.156,673.4949,710.0105,706.6093,707.2541,730.215,705.6147,714.8263,691.34406,713.6975,663.15704
3105.2573,2964.475,2921.1135,2747.6443,2760.7485,2845.2485,2779.0303,2865.8625,2841.764,3008.228,2963.129,2984.769,3048.0278,2969.3503,3106.8093,3099.2666,3019.1226,3180.2039,2969.6816,3127.731,3118.0972,3114.7893,2935.456,3076.5693,3070.8638,2916.5347,2912.0728,2861.876,2860.2964,2818.814,2868.508,2689.0474,2789.124,2878.4402,2825.3965,2950.73,3083.3655,2993.56,2952.727,3114.6025,3072.1084,3065.1353,3209.2266,3142.3298,3178.455,3059.8662,3137.2383,2871.9292
1170.1456,1125.2273,1116.4196,1064.3586,1054.2954,1065.2661,1047.698,1088.4832,1088.4036,1148.2505,1124.691,1134.6292,1154.5933,1121.0659,1159.7571,1167.1194,1172.4333,1188.3564,1123.5801,1175.134,1166.5908,1156.17,1114.8113,1151.944,1162.8015,1125.8414,1096.9006,1077.9231,1072.0413,1050.7966,1086.4958,1037.0931,1050.6262,1074.35,1088.3386,1107.7854,1164.974,1141.3191,1133.7084,1165.4443,1150.6583,1152.752,1192.4377,1191.5913,1194.763,1159.0181,1164.8257,1095.8699
5081.0293,4805.455,4892.071,4436.8867,4419.71,4445.1216,4269.974,4641.5747,4648.367,5133.9756,4737.431,4763.21,4932.4834,4557.4395,4786.8086,4954.903,5177.997,5151.5317,4561.6484,5068.558,4944.328,4896.6396,4596.4536,4916.908,5119.5967,4997.368,4842.37,4695.8086,4539.454,4376.875,4778.965,4364.5693,4371.2485,4457.6094,4713.2817,4646.35,5014.5923,4862.703,4811.181,4937.8604,4775.328,4746.9224,5076.999,5227.258,5222.164,5015.326,4959.1797,4505.6704
2690.3796,2521.152,2556.4092,2296.5107,2306.74,2337.7002,2245.8047,2429.151,2414.726,2684.406,2496.6335,2481.792,2597.2104,2389.858,2533.666,2606.4238,2688.4124,2712.246,2387.8962,2666.5288,2620.276,2597.4343,2410.6558,2601.4773,2708.3223,2610.763,2556.2935,2476.9243,2399.6714,2301.693,2500.5981,2255.151,2300.9905,2335.7988,2445.401,2435.7795,2642.797,2519.7622,2494.262,2603.5762,2526.8477,2494.1978,2703.8906,2747.8687,2768.9958,2643.874,2644.478,2345.4224
6160.6157,6158.452,5949.2637,6226.5044,6020.2803,5974.106,6103.1406,5987.493,6085.0356,5934.3057,6263.4883,6457.867,6312.4395,6588.8174,6522.758,6409.385,6328.91,6273.7983,6654.681,6279.7803,6316.47,6242.892,6447.2104,6190.5474,5999.3164,5916.432,5648.949,5653.8506,5819.103,5875.4814,5707.7803,5981.748,5922.4277,6064.4346,6014.5596,6201.255,6263.908,6413.4126,6443.622,6365.9297,6452.336,6617.3926,6346.6973,6253.894,6184.295,6192.1416,6183.0137,6434.012
39823.97,37830.625,38321.64,35241.18,34942.938,35054.164,33903.797,36541.594,36619.59,40037.586,37433.992,37583.277,38817.844,36198.78,37828.797,38980.258,40606.562,40270.742,36251.586,39724.484,38894.062,38434.254,36457.375,38619.344,40065.727,39159.477,37794.996,36775.746,35724.293,34484.207,37347.723,34543.844,34575.586,35150.566,37047.273,36600.406,39371.34,38243.07,37933.434,38788.51,37742.266,37563.605,39859.816,40902.766,40864.473,39365.043,38929.215,35772.9
31461.283,30455.516,29586.65,29018.344,28906.795,29592.64,29452.254,29487.781,29379.049,30031.15,30761.035,31176.93,31346.582,31588.096,32464.904,31930.297,30687.832,32171.543,31685.926,31814.098,32012.146,31943.375,30985.926,31455.902,30818.941,29330.432,29170.215,28876.799,29375.422,29276.865,28867.498,28165.793,29079.324,29981.52,29029.139,30632.295,31498.244,30997.01,30774.156,32058.754,32039.574,32254.947,32755.402,31688.117,31973.473,31150.574,32002.98,30454.89
37660.734,36153.984,35846.83,34032.516,33867.383,34395.715,33738.848,34987.33,34950.03,36908.63,36112.938,36533.77,37137.543,36116.4,37428.77,37627.438,37521.49,38417.477,36211.094,37912.812,37612.793,37403.715,35834.113,37139.484,37337.746,35997.254,35341.453,34703.3,34531.668,33975.9,34996.57,33233.65,33814.016,34743.195,34915.46,35770.086,37485.08,36762.76,36415.418,37635.07,37095.863,37181.84,38502.055,38321.83,38449.258,37261.91,37614.055,35224.06
430.51038,417.9383,416.36023,402.90466,394.81207,393.1549,388.96512,404.6949,408.38956,427.492,417.36908,424.2444,428.0298,417.2692,426.04956,431.57977,442.4826,436.82538,419.33374,433.35495,428.07977,422.55502,415.66248,422.90796,428.06424,421.5267,403.75473,396.82767,393.74475,386.8578,402.9293,391.9666,388.9164,396.52698,409.90936,410.2132,430.37946,428.10754,426.885,428.94727,423.59537,427.25385,434.41632,441.09174,437.9967,428.78143,423.88232,411.23
31336.469,30886.94,29633.441,30428.477,29911.23,30306.975,30731.021,29968.365,30086.61,29626.838,31483.412,32170.121,31779.457,33076.17,33292.65,32400.406,30969.273,31995.205,33302.305,31853.453,32274.84,32129.588,32246.893,31600.133,30424.275,29229.336,28726.143,28695.977,29654.738,29904.229,28667.6,29295.36,29895.52,30753.691,29586.383,31325.184,31677.465,31780.545,31764.967,32420.172,32839.94,33397.656,32755.736,31500.867,31600.492,31246.723,31977.889,31908.078
8735.912,8453.004,8185.5083,8049.5254,8033.6553,8241.728,8218.014,8183.507,8140.3994,8292.954,8555.965,8663.666,8709.022,8812.686,9060.3,8878.446,8470.719,8930.135,8842.4795,8831.869,8910.496,8900.592,8632.277,8748.846,8540.514,8093.9033,8083.704,8008.353,8172.87,8155.8667,7986.8223,7804.5996,8097.1567,8349.923,8030.617,8523.101,8746.185,8594.3125,8533.707,8921.3545,8935.598,8992.754,9124.582,8776.852,8872.613,8644.691,8917.816,8474.995
603.6174,586.75354,569.2369,558.632,554.6843,571.07745,565.8662,567.7091,566.7969,577.3109,590.698,598.95166,601.841,606.7673,623.6985,613.27155,586.5593,622.168,605.6316,613.8971,616.9592,614.8325,594.2509,606.9149,592.139,565.2517,561.3883,556.8935,567.5486,565.65857,557.69305,544.6029,561.48615,580.6249,557.441,591.41895,605.6879,596.3088,591.14966,617.7095,615.6944,620.1908,631.05554,609.5112,615.82184,598.3337,615.3463,585.77246
168.45114,162.3,161.18213,154.50807,152.73242,153.42744,151.42624,156.94302,157.41556,165.6762,162.39969,164.0188,166.65112,162.12381,166.9389,168.23792,169.96188,170.7028,162.76266,169.00722,167.75122,166.0693,161.34903,165.65762,167.40169,162.68607,157.90155,154.92023,154.04314,151.07294,156.41364,150.284,151.53017,154.44685,157.68929,159.61487,167.96906,165.0415,164.34618,167.72687,165.82462,166.38602,171.18295,171.73166,171.74957,167.12695,167.18982,158.75513
