V1,V2,V3,V4,V5,V6
7288.0283,7628.9487,5949.247,5475.524,4878.5273,4887.104
1303.356,1323.7344,1007.97363,891.68915,743.54584,773.3905
8213.536,8592.825,6716.2344,6177.3096,5216.8496,5586.196
9442.7,9872.436,7711.7456,7090.5137,5991.9556,6409.729
6591.1426,6889.304,5450.1035,5009.4604,4151.529,4608.7124
3698.2212,3852.5972,3007.9053,2746.7954,2216.1128,2481.161
3311.6975,3441.6284,2681.5564,2439.0347,1972.3804,2186.6213
2346.867,2452.1816,1909.7145,1751.108,1556.8936,1553.7363
2218.8176,2317.8083,1806.8763,1656.3098,1437.8071,1478.0641
2217.465,2312.7056,1800.6388,1645.7804,1429.368,1461.0309
1434.3268,1497.8809,1167.0349,1069.42,931.7184,953.27466
1894.8915,1980.6135,1546.5205,1419.437,1200.9347,1279.6625
4750.104,4979.1953,3898.9324,3602.4531,3046.8203,3279.8306
5082.0845,5324.121,4166.1514,3839.6157,3283.6685,3460.9846
5321.031,5567.9897,4358.163,4010.6147,3366.2278,3621.2854
2690.096,2827.0273,2214.1196,2051.6943,1787.5387,1861.4459
3848.5137,4040.4805,3166.212,2924.5989,2494.372,2655.2566
3256.3572,3420.129,2678.211,2476.5142,2152.382,2241.017
2675.4812,2709.9395,2179.1816,2067.2324,1636.6403,1878.6954
6138.013,6392.929,4976.448,4553.8193,3867.7803,4086.937
8567.292,8900.005,6929.964,6325.047,5105.17,5731.0947
3876.5264,4012.2695,3117.9426,2821.3706,2230.2478,2527.1729
8802.852,9098.396,7040.319,6354.97,5355.8296,5585.1895
7983.978,8259.609,6406.3276,5790.672,4747.06,5133.892
2162.238,2245.9792,1747.495,1591.7802,1295.6804,1435.9755
6493.288,6702.397,5198.958,4692.822,3711.9907,4175.07
1578.9991,1635.0182,1269.8239,1150.69,924.8187,1030.0344
1549.7942,1603.6083,1244.5983,1126.6417,911.7526,1002.1901
3966.077,4132.008,3216.759,2937.8872,2521.5144,2612.3752
4272.7173,4468.7173,3491.791,3205.788,2714.9639,2888.5918
3606.7478,3767.948,2935.5146,2685.5732,2363.075,2382.3354
5176.0264,5402.0464,4210.343,3854.828,3320.788,3441.058
1222.3754,1279.073,998.5149,917.102,791.2093,823.27045
1623.7047,1697.6858,1324.5111,1214.8693,1049.702,1087.4299
3217.619,3358.2065,2619.022,2398.354,2040.3378,2147.9934
1114.9797,1164.2705,907.2195,830.85834,720.1093,740.55365
3758.0037,3918.237,3053.8735,2792.7773,2370.093,2496.7964
5854.6,6038.7554,4773.3086,4663.1055,3984.9177,3803.7732
3720.289,3926.1353,3086.3235,2871.3677,2412.0532,2673.712
4716.798,4947.318,3874.6912,3581.812,3012.429,3276.2712
14669.772,15387.253,12039.422,11116.504,9556.978,10083.086
5315.2505,5551.4316,4449.2544,4133.241,3366.957,3774.9966
2739.2139,2861.23,2279.6826,2107.3853,1732.5997,1940.3921
9878.109,10356.655,8110.83,7485.449,6245.746,6857.078
9870.66,10336.725,8084.937,7449.9985,6283.4517,6777.016
5898.063,6174.8174,4997.8647,4679.0283,3823.2603,4297.76
5905.356,6182.4517,5004.217,4685.025,3828.2173,4303.2124
6950.9,7247.8975,5631.4756,5164.718,4712.486,4521.03
2463.301,2577.4062,2011.1034,1848.0889,1616.065,1654.1526
18263.443,19111.043,14918.706,13715.973,11951.745,12294.828
8072.6045,8449.647,6596.5625,6067.2607,5302.136,5437.4014
15824.129,16534.549,13407.769,12552.125,10149.296,11176.787
16969.104,17020.395,14716.932,14402.524,12479.049,13481.799
8093.3027,8283.105,6898.9053,6636.0347,5508.0405,6154.8755
2453.8518,2516.4795,2072.39,1980.1473,1616.9052,1808.587
10717.0205,10866.443,9416.253,9223.193,8005.05,8741.046
1907.706,1992.7737,1597.7477,1485.9225,1202.2775,1350.5035
10082.31,10582.657,8288.223,7663.617,6467.4253,7037.7705
9811.54,10244.592,7984.3887,7326.347,6352.881,6552.3306
9848.658,10300.44,8047.24,7405.668,6272.441,6710.1494
9793.045,10157.1455,7878.534,7184.6475,6200.2754,6328.947
11235.065,11693.748,10128.048,9972.891,8909.832,9946.73
10043.208,10519.767,8378.825,7813.1055,6349.2075,7121.8916
12628.046,13151.198,10260.544,9390.389,7753.115,8442.952
9877.744,10258.289,7983.6587,7339.6133,5759.853,6610.864
9477.249,9869.712,7689.4277,7050.707,5812.1924,6435.0864
10150.95,10656.751,8335.569,7705.262,6738.5825,6980.036
10249.92,10739.869,8381.1455,7729.54,6862.935,6924.392
9961.2,10462.294,8200.438,7579.236,6410.218,6938.94
9817.606,10209.676,7916.866,7233.626,6511.7104,6344.2827
10414.476,10902.679,8524.322,7891.6387,6887.819,7126.1255
9682.852,10139.425,7940.5254,7311.533,6018.2476,6702.683
9739.901,10240.929,8017.372,7377.0137,6457.183,6701.3345
10131.835,10672.537,8373.516,7725.358,6818.146,6904.2983
9942.46,10428.815,8151.0034,7497.537,6664.7866,6661.223
9864.659,10331.192,8074.9785,7417.765,6473.4175,6611.4927
9674.826,10089.626,7872.201,7211.9185,6041.5005,6471.436
9673.525,10139.393,7984.0063,7389.04,6122.2827,6849.9795
6172.0845,6539.282,5160.4434,4856.8936,4189.6514,4406.101
5174.308,5432.518,4306.6123,4042.3457,3618.0613,3315.2769
4198.491,4392.5903,3504.1133,3243.0261,2676.4192,3016.5483
12024.259,12578.323,9820.267,9127.043,8025.544,8194.297
9301.417,9737.048,7703.6787,7127.388,5897.1846,6629.3438
3670.9177,3829.6243,2979.2695,2730.3752,2427.67,2415.9368
1474.5178,1542.0271,1204.7251,1107.2109,928.98236,1005.88293
2663.0564,2797.8003,2218.4668,2060.026,1760.6786,1891.0992
9956.709,10321.308,8015.062,7387.176,6301.057,6698.5923
10172.256,10696.913,8385.431,7716.7695,7023.235,6622.6323
1484.7847,1551.1337,1372.2249,1330.9613,1185.192,1349.3749
6129.3794,6435.738,5046.9824,4668.6006,4130.4824,4136.14
7489.097,7788.017,6052.8623,5535.952,4736.1616,4962.5903
1985.7848,2032.919,1561.2028,1451.2137,1324.6924,1286.7859
7957.012,8308.334,6460.129,5933.0537,5328.153,5292.7305
6670.2036,6978.471,5437.683,4994.908,4491.186,4426.827
6322.596,6587.565,5116.5293,4678.9688,4210.9004,4116.9043
7239.158,7570.632,5905.329,5419.4077,4755.7725,4828.9194
6345.4126,6635.321,5171.9473,4753.2017,4197.131,4242.363
8782.48,9211.946,7201.9517,6642.9707,5863.318,5945.159
8008.2607,8379.657,6533.0234,6007.9414,5286.2656,5393.702
8467.434,8865.988,6919.452,6356.2617,5753.443,5533.592
1490.9551,1512.3391,1166.3845,1058.8016,910.7513,858.6133
8990.1875,9404.556,7333.4277,6764.1523,5970.351,6074.2446
3433.9426,3565.0066,2767.438,2510.4907,2172.6206,2196.8652
1745.9028,1831.2609,1432.2925,1315.543,1130.2759,1181.9045
2083.054,2175.8777,1692.2294,1551.8226,1410.7501,1358.0331
2074.4473,2173.8853,1697.1106,1569.0416,1336.0594,1449.3978
3193.299,3339.8643,2606.6838,2385.6118,2203.5793,2029.4364
1332.3868,1361.2728,1060.8468,996.93964,860.13165,826.44635
2623.1404,2746.524,2151.325,1997.8575,1686.9684,1764.5035
2081.3762,2186.7764,1710.584,1578.5436,1404.005,1406.7052
2606.0288,2724.6753,2117.2742,1928.0973,1792.3141,1660.8644
1155.8619,1195.5979,925.02356,841.3395,769.8542,715.3879
1796.1808,1879.4346,1465.0521,1347.1198,1203.0059,1199.9672
1909.7279,1983.8427,1535.1503,1400.6694,1305.1798,1208.0615
1597.925,1666.3105,1295.1653,1186.8622,1059.8602,1045.6705
2123.5823,2208.0566,1707.7485,1561.8834,1431.4464,1385.3024
2087.718,2139.5564,1657.5225,1519.449,1328.5946,1256.8544
1682.455,1755.6304,1365.4222,1242.2338,1149.1066,1060.9486
2438.465,2552.3452,1988.7032,1822.8077,1649.7881,1607.6138
1800.6152,1907.2781,1502.806,1390.699,1188.2217,1287.1704
3283.307,3343.9263,2570.8687,2312.3518,2021.2096,1912.7684
1993.4141,2065.2322,1592.8108,1442.0046,1308.6447,1281.9406
2243.8777,2337.4358,1820.1945,1660.6577,1418.2822,1466.6786
2302.1416,2392.2651,1865.8633,1691.3147,1418.4534,1439.0941
7908.3325,8253.693,6417.0303,5876.3467,5343.738,5155.474
4335.503,4511.4966,3506.9487,3202.2124,2887.453,2719.1667
6976.2583,7294.3027,5678.17,5194.9023,4745.2505,4558.06
9205.675,9598.231,7465.212,6829.485,6024.9575,6052.626
3707.1265,3845.4001,2987.9397,2752.9658,2519.7905,2339.769
6663.436,6950.834,5403.19,4955.299,4433.7295,4403.491
8232.532,8608.671,6708.5176,6176.866,5481.272,5518.0513
7136.546,7458.62,5808.4873,5328.733,4762.8423,4730.442
4573.216,4781.7085,4263.1416,4122.4727,3748.1582,3984.4048
10021.797,10456.404,8170.5757,7498.8975,6105.844,6827.774
7653.331,7928.572,6167.407,5613.249,4445.413,5063.904
3136.174,3271.3271,2643.687,2477.6768,2007.8287,2233.2903
3166.493,3316.788,2597.3718,2392.5479,1982.3196,2181.1182
