V1,V2,V3,V4,V5,V6,V7,V8
6384.8306,6380.4995,5967.841,5979.4043,5798.057,5686.868,5296.245,5294.0796
6578.01,6590.3286,6162.7695,6172.453,5975.8735,5870.4946,5468.6025,5457.258
6758.598,6777.478,6331.158,6335.0527,6122.387,6009.616,5590.849,5560.963
7183.8027,7203.025,6730.002,6744.5767,6540.9062,6433.4688,5986.548,5979.714
1103.6827,1084.6688,1050.6996,1062.6493,1002.36646,979.9052,946.619,965.2193
9189.294,9188.794,8600.241,8643.703,8434.354,8313.748,7748.709,7793.8564
3156.3672,3158.8008,2953.0708,2967.478,2895.823,2853.4395,2655.3362,2670.3186
2432.5237,2429.9014,2275.4111,2287.612,2231.7236,2198.1235,2049.7595,2064.5125
2341.2212,2341.8335,2191.261,2202.1472,2147.274,2115.4465,1970.5541,1981.7196
2409.3667,2411.107,2257.0935,2266.2874,2205.0703,2172.8503,2026.046,2031.4678
1094.579,1095.5189,1023.61096,1027.918,1001.9996,986.89966,918.3218,921.45483
3070.6602,3042.7224,2871.2239,2890.6594,2810.1748,2755.464,2587.8728,2624.9246
1657.6295,1658.0963,1550.7916,1559.9133,1527.7286,1508.8164,1405.8285,1416.0864
11403.849,11384.543,10650.013,10724.066,10534.953,10398.074,9682.8955,9795.68
1216.7742,1217.7274,1149.3561,1155.0492,1114.4358,1100.2803,1036.2803,1036.6589
1915.2969,1906.2426,1792.9601,1805.0967,1768.0671,1745.7239,1637.8251,1660.9214
2287.6191,2290.8594,2140.7786,2154.175,2108.1155,2080.7522,1934.9501,1951.8795
4537.228,4512.6465,4255.0054,4260.567,4118.644,4055.404,3822.672,3816.3362
5261.354,5254.057,4920.9854,4950.5786,4843.452,4778.129,4457.2393,4497.19
5876.7573,5873.26,5493.043,5526.8535,5404.254,5328.73,4961.367,5005.8154
9043.94,9032.701,8456.599,8507.142,8310.357,8190.7,7635.371,7703.2866
4815.491,4828.2393,4529.9385,4559.219,4442.2485,4393.246,4100.248,4128.008
5637.6094,5629.8203,5280.378,5308.7217,5170.272,5092.867,4757.5703,4788.225
2217.6516,2219.0984,2077.66,2084.9602,2029.9463,2001.2032,1866.4653,1872.0338
1303.6051,1305.1464,1222.3412,1225.5762,1191.7692,1175.603,1097.159,1098.6124
7591.536,7549.051,7159.6025,7294.2397,6977.828,6778.3057,6346.134,6518.0947
8737.781,8739.311,8188.372,8214.557,8000.987,7884.206,7352.0635,7375.251
4648.295,4656.482,4338.2373,4364.6816,4286.4585,4228.535,3920.2224,3947.744
1786.0411,1784.7787,1664.7548,1673.6152,1636.6547,1609.0713,1494.1045,1505.4156
2935.8296,2946.1194,2747.5667,2759.9849,2691.6655,2652.8513,2462.377,2469.022
2362.9153,2372.047,2217.2385,2225.7207,2167.246,2139.2039,1990.6298,1996.1962
4394.9717,4381.0728,4091.874,4118.172,4035.9048,3967.3171,3690.691,3729.8572
7789.0977,7808.3936,7297.434,7330.4243,7156.0894,7063.591,6573.316,6596.9966
6794.2324,6813.2007,6371.9375,6395.609,6232.554,6154.254,5733.27,5747.098
9534.993,9571.273,8938.058,8974.11,8754.424,8646.591,8044.964,8051.86
8535.505,8541.939,7986.931,8027.6577,7846.56,7731.0396,7190.825,7235.726
4175.419,4178.3525,3903.2595,3928.4658,3842.7195,3788.1062,3521.484,3547.739
5999.1094,6013.507,5619.8193,5651.514,5524.8267,5450.758,5060.1465,5097.41
5455.9927,5461.6963,5176.1636,5176.9355,4973.5103,4929.3687,4670.2236,4655.815
4912.8535,4925.4707,4603.1484,4625.779,4512.724,4451.2373,4141.788,4159.5854
1802.5779,1804.448,1687.6449,1695.3419,1655.1649,1633.0533,1520.5209,1526.4907
1991.0411,1990.4164,1860.6678,1869.5903,1830.0052,1805.8567,1680.5645,1690.8785
5077.854,5091.5645,4757.5933,4784.279,4669.952,4605.602,4283.033,4307.388
1208.3398,1211.7421,1130.6705,1136.5913,1112.1624,1097.7671,1019.4716,1024.2668
1814.8671,1816.3177,1698.7262,1705.9398,1664.3496,1641.2822,1528.506,1533.8922
3178.2554,3183.6428,2978.9587,2992.3767,2912.3872,2871.4285,2679.8982,2688.5132
9158.981,9190.895,8586.715,8628.427,8417.246,8313.248,7731.1924,7761.512
1315.3636,1313.0919,1229.8575,1238.1305,1208.5948,1192.0178,1112.7161,1119.791
8384.502,8414.95,7861.663,7892.61,7706.668,7618.6265,7091.291,7114.6177
8741.034,8780.402,8201.627,8235.338,8035.4976,7943.915,7389.9395,7410.847
1380.8566,1384.0765,1290.7257,1294.241,1269.9115,1256.9028,1170.4414,1171.2518
5495.602,5508.2734,5151.078,5172.615,5039.2505,4968.158,4627.0957,4644.403
2497.2666,2499.5571,2337.8337,2346.1458,2291.8516,2264.306,2111.768,2116.6606
1563.4469,1564.4401,1463.4003,1470.219,1435.1315,1415.7946,1318.8456,1325.8387
6513.0117,6530.8486,6099.8716,6133.0547,5987.776,5903.715,5486.9287,5517.638
2833.0374,2837.3855,2652.9724,2660.9507,2596.922,2564.426,2390.203,2393.0967
1383.2167,1386.1407,1295.0135,1301.0771,1271.9735,1255.7388,1167.9342,1173.0952
6997.508,7018.518,6552.914,6577.594,6417.637,6333.7373,5892.1904,5905.901
9072.946,9112.446,8502.813,8537.374,8334.818,8236.025,7657.748,7669.4976
1327.2408,1330.9467,1244.361,1250.4631,1220.0067,1205.5273,1123.8282,1127.5057
2580.9587,2579.6924,2418.3855,2435.4873,2387.8237,2359.3694,2202.14,2224.8677
1922.6417,1929.4703,1806.6322,1819.4614,1776.9371,1754.8682,1634.1802,1638.4841
2552.979,2547.669,2389.9138,2416.661,2388.9385,2360.6904,2201.1519,2245.1345
2925.3877,2915.2239,2733.5955,2756.4373,2711.0752,2676.1228,2498.1067,2537.7527
4417.6714,4414.91,4143.635,4175.6025,4089.958,4038.974,3773.3054,3814.7898
