V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
38296.42,38385.85,38105.727,38247.543,38538.816,38352.406,38504.53,38335.05,38462.668,38325.59,38480.81,38260.703,38208.06
3820.4053,3841.644,3804.5796,3817.437,3856.8635,3829.841,3850.8206,3828.8384,3845.494,3827.3516,3849.2805,3819.5632,3816.363
9736.418,9710.454,9681.081,9723.654,9750.29,9717.556,9766.728,9738.501,9805.697,9749.474,9750.028,9725.323,9698.272
2386.3005,2335.072,2357.2969,2364.108,2379.376,2384.5396,2353.863,2378.18,2339.923,2361.5522,2373.8887,2361.385,2364.0532
1679.812,1676.7784,1737.3962,1695.8517,1724.5273,1712.4476,1681.1115,1669.0896,1668.7303,1715.0497,1680.4442,1746.3512,1694.1847
592.47577,601.4131,583.3501,570.4821,624.923,578.08057,608.0277,602.5963,586.5582,585.4536,592.65283,577.01526,580.5836
2916.3538,2795.6807,2923.9126,2907.102,2893.39,2830.4414,2862.4727,2921.039,2804.923,2908.5686,2813.259,2881.3308,2926.529
2330.0796,2381.678,2416.0596,2361.442,2426.39,2389.1475,2273.1038,2290.7458,2302.7124,2250.476,2313.5732,2322.4253,2363.0408
6251.178,6138.924,6293.0923,6182.039,6260.458,6257.6577,6093.448,6189.0815,6190.5947,6171.091,6083.598,6157.52,6151.174
5033.07,4987.0815,4985.9644,5016.2773,4987.092,4981.4805,5026.428,5023.0605,5064.1655,5036.9067,5032.3843,5015.995,4990.1514
404.2311,409.4848,401.59933,406.72275,420.396,413.53558,404.1975,401.43076,396.32608,400.20355,400.98367,400.95663,407.827
1065.1161,1059.7349,1062.0059,1064.8774,1063.6638,1063.0205,1063.4402,1064.7831,1066.3463,1070.5463,1063.1307,1066.8711,1058.4114
2244.2468,2208.4204,2235.9392,2242.8774,2214.2092,2223.0713,2227.2544,2238.7212,2252.7969,2247.0347,2222.5793,2249.8127,2226.867
2251.396,2214.226,2243.314,2249.2808,2222.0837,2226.0508,2243.4814,2250.5361,2264.0872,2256.6958,2229.5776,2255.4827,2229.949
3668.0088,3403.6084,3666.1748,3671.9863,3394.9773,3457.697,3545.4143,3653.168,3636.9568,3669.2588,3437.3188,3677.914,3554.3787
3668.0088,3403.6084,3666.1748,3671.9863,3394.9773,3457.697,3545.4143,3653.168,3636.9568,3669.2588,3437.3188,3677.914,3554.3787
12165.421,12127.853,12116.511,12145.22,12155.22,12120.598,12196.725,12171.184,12252.075,12196.02,12196.021,12176.869,12111.89
4489.19,4502.599,4498.4087,4492.9346,4529.6826,4509.838,4510.2627,4502.5244,4516.4297,4502.024,4499.1704,4514.892,4487.2236
2976.1545,3013.065,3046.6187,3052.5312,2996.413,2998.7793,3086.685,3089.67,2978.627,3052.7676,3037.7134,3092.9714,3127.9822
4540.404,4436.3145,4534.9546,4497.869,4553.3633,4484.302,4538.6274,4573.706,4500.668,4553.623,4529.9316,4516.187,4538.936
2085.3962,1994.744,2109.0317,2066.8042,2060.0615,2053.1423,2044.4447,2094.3503,2038.7231,2100.359,2020.2836,2090.14,2100.7722
3643.0984,3676.3472,3692.2566,3529.8594,3732.403,3581.6318,3714.6848,3676.7441,3757.243,3702.4448,3725.0032,3752.119,3561.132
828.3879,824.2111,839.6931,820.0337,834.9055,832.6076,837.04877,835.21643,828.6287,836.5853,833.51074,835.73804,829.9966
6664.5273,6496.7056,6724.776,6766.4175,6469.3564,6540.128,6763.0415,6748.5156,6691.7427,6800.1226,6582.02,6868.105,6747.6147
1043.8743,1008.85626,1042.7327,1041.6447,1020.7099,1022.1417,1020.7645,1023.5057,1048.1354,1037.9779,1006.18066,1043.7151,1031.0878
2971.588,2953.6465,3006.854,2977.399,3014.304,2987.373,3029.7683,3018.6082,3039.7156,3086.1829,3023.3477,3055.1199,2974.3806
2336.3044,2104.789,2203.19,2283.1729,2287.665,2196.403,2233.4087,2385.4626,2146.5579,2293.3364,2146.1763,2169.9846,2279.8647
3488.2698,3342.2236,3802.2512,3617.932,3428.698,3397.6348,3411.2334,3674.3213,3250.6125,3397.448,3219.0322,3611.0525,3627.7952
671.99384,655.6344,660.77277,666.04016,669.51355,652.2328,668.2597,679.34015,651.14655,650.3808,650.407,652.6804,663.13904
3736.7822,3854.5596,3810.244,3651.0288,3881.6118,3728.8557,3853.1426,3770.3726,3894.851,3787.5237,3869.901,3841.4966,3691.256
772.77045,721.4364,794.5619,778.5626,744.771,766.3478,726.12726,750.9804,757.05774,781.0357,721.44006,804.6338,749.74634
3986.7083,3815.8914,3963.9268,3925.3828,3937.8062,3837.8672,3955.9866,3995.6504,3951.2637,3981.2551,3875.9849,3914.5303,3968.5842
1520.9951,1528.797,1528.824,1520.6847,1569.3468,1559.5725,1504.914,1476.5565,1485.3104,1501.0951,1492.7777,1498.4248,1524.537
1126.2537,1111.1255,1136.8591,1130.8534,1124.7267,1133.5303,1098.3124,1110.4248,1103.5842,1114.2484,1089.1375,1120.9915,1118.3232
