V1,V2,V3,V4,V5,V6,V7,V8
5881.739,6131.609,5492.816,5707.9243,5665.55,5633.44,4880.733,5052.1733
6064.2397,6334.325,5668.4717,5888.1045,5843.372,5817.666,5038.172,5211.3604
6253.636,6527.673,5812.931,6030.8496,5986.157,5977.545,5164.3315,5337.876
6619.2407,6924.1987,6201.032,6444.9204,6397.0884,6369.33,5518.726,5705.6094
1009.3579,1036.4816,972.55,1019.2714,999.5993,963.29675,857.2933,909.49457
8439.007,8830.856,8001.266,8342.754,8282.915,8194.932,7146.303,7392.7427
2900.699,3036.7593,2745.1135,2861.6956,2841.391,2814.2827,2450.797,2536.0466
2231.993,2333.4426,2115.7976,2207.0715,2190.479,2165.2085,1889.0637,1956.0651
2151.685,2251.3528,2036.9707,2123.5837,2108.1355,2086.7217,1818.0796,1882.024
2217.3936,2319.6626,2094.8464,2181.6423,2165.6846,2147.2231,1869.4026,1933.0697
1006.92377,1053.6183,949.77563,989.3987,982.49524,974.81696,847.8655,876.45685
2805.5847,2911.7654,2666.1775,2785.2947,2759.161,2705.2332,2373.6272,2472.4941
1519.9368,1593.0233,1448.6625,1511.9758,1502.0146,1484.2577,1296.9711,1339.3597
10417.167,10917.622,9961.416,10407.189,10344.283,10187.186,8912.7705,9226.698
1126.498,1175.5277,1071.7501,1116.4172,1105.9862,1092.2668,957.6011,990.87836
1743.5286,1822.0859,1676.4877,1753.1812,1740.0269,1707.745,1501.8862,1553.6039
2098.6577,2201.302,1997.5421,2085.644,2070.7598,2046.9773,1785.71,1848.5815
4179.2515,4343.4653,3940.3052,4094.6604,4064.2153,4022.8455,3517.001,3630.6577
4810.845,5037.4756,4586.0366,4787.143,4753.2134,4689.926,4099.236,4241.8726
5381.403,5636.3423,5114.3027,5339.067,5299.716,5236.8267,4569.724,4732.4414
8276.816,8662.404,7866.202,8210.991,8148.3975,8047.8564,7025.263,7276.56
4425.4463,4647.4756,4232.5693,4415.4355,4380.999,4326.521,3781.7925,3918.6606
5175.3086,5408.1943,4910.455,5121.0474,5080.993,5019.1396,4382.489,4539.257
2040.1143,2134.7312,1929.1888,2008.6608,1994.3818,1977.2736,1722.05,1779.8988
1200.0172,1255.964,1133.7557,1179.5166,1171.2512,1162.5555,1012.0741,1045.4807
6957.9375,7215.219,6609.7437,6954.4575,6827.802,6630.333,5807.686,6189.6543
8043.8486,8412.34,7609.8223,7919.6543,7864.3457,7793.3203,6788.7725,7019.69
4260.225,4470.1406,4043.8616,4220.105,4196.042,4155.5693,3619.3713,3735.0054
1636.1143,1710.131,1542.1034,1608.8302,1597.8344,1582.8947,1376.5103,1423.9528
2706.5103,2836.8982,2551.552,2658.3743,2640.336,2623.3857,2278.383,2354.471
2175.8037,2283.5935,2059.6792,2144.411,2129.3125,2113.3408,1838.047,1901.1532
4012.3376,4190.248,3798.4412,3967.8284,3940.3716,3890.6084,3393.3433,3511.3188
7166.4546,7514.1973,6794.649,7080.279,7032.6675,6972.0615,6072.4263,6271.791
6252.396,6558.1514,5925.465,6169.892,6126.9785,6078.3623,5292.4478,5467.315
8782.32,9215.326,8315.529,8659.83,8602.637,8544.573,7435.309,7665.43
7845.111,8213.417,7436.6772,7751.7607,7701.4805,7620.5854,6641.668,6870.9937
3829.8943,4014.471,3635.5256,3793.876,3767.7673,3724.7617,3247.23,3363.2478
5515.9644,5786.963,5237.318,5460.979,5424.3174,5370.82,4678.7534,4843.3975
5017.344,5253.6733,4794.1567,4974.546,4930.107,4878.449,4275.7812,4419.316
4518.777,4737.044,4281.572,4462.8467,4431.5264,4391.8936,3824.3125,3953.189
1659.0798,1737.3885,1572.3895,1638.5021,1627.6821,1612.7184,1405.2831,1452.0038
1828.6296,1914.8928,1735.5016,1809.4382,1798.3048,1779.8767,1552.228,1604.0782
4666.028,4893.519,4426.344,4616.595,4583.0547,4538.845,3952.9136,4088.8396
1111.8645,1166.316,1054.3364,1099.3501,1092.4346,1083.0206,943.0933,973.72107
