V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
1984.8915,2057.6567,2014.5463,2035.5753,2053.5232,2061.998,2028.3655,2055.8723,2041.5336,2042.7411,2055.984,2034.593,2067.9644,2058.1982
2956.0186,3064.7896,2997.819,3026.533,3047.9844,3064.8193,3010.2556,3051.7063,3036.0857,3038.9895,3063.587,3026.6897,3080.8394,3063.2
1123.4558,1165.4803,1138.2139,1146.5026,1157.0255,1165.0165,1145.5797,1156.3748,1154.3733,1152.613,1164.117,1149.5021,1166.4036,1161.604
1334.4519,1383.6881,1340.855,1346.4521,1366.8888,1385.3872,1369.9028,1360.1943,1353.3857,1357.965,1382.562,1362.7739,1384.6931,1377.0143
5721.0015,5935.1255,5812.9062,5873.182,5926.559,5951.731,5855.5537,5937.1187,5891.54,5893.5,5929.51,5865.4106,5965.198,5936.767
3126.394,3239.2158,3173.6978,3208.9746,3239.4846,3260.7974,3203.4946,3250.0671,3219.6191,3224.757,3246.5366,3202.6155,3264.6792,3249.5012
4453.785,4688.5093,4621.4272,4621.947,4793.7646,4732.2827,4723.655,4747.0425,4607.8247,4696.5083,4642.4814,4667.3135,4700.413,4685.0537
1700.8016,1764.2352,1727.3209,1745.46,1760.7845,1768.2495,1740.3103,1763.6946,1750.7241,1751.0674,1762.4576,1742.5895,1772.4927,1764.3486
1557.2363,1615.2377,1581.3909,1598.0328,1611.9863,1618.8436,1593.1318,1614.6072,1602.8241,1603.2286,1613.6964,1595.4856,1622.8851,1615.3397
2554.7485,2647.8647,2596.8167,2621.6365,2649.7085,2658.229,2617.5076,2654.1501,2631.1978,2633.221,2645.2449,2620.006,2662.1714,2651.0122
2391.3608,2480.957,2428.651,2454.7998,2476.0044,2487.751,2445.2095,2480.7349,2461.9775,2464.4258,2478.517,2451.8523,2494.9634,2480.6846
3529.8044,3660.5244,3591.3633,3626.609,3662.3213,3673.0735,3619.7256,3669.0154,3636.002,3638.8184,3657.3074,3622.9397,3679.2092,3663.1924
6923.8066,7180.838,7045.86,7110.3643,7181.201,7207.2446,7101.0474,7196.044,7135.1016,7133.039,7169.731,7102.9507,7212.5903,7182.5923
5598.401,5817.76,5688.9175,5744.793,5798.4536,5830.1655,5736.961,5807.6846,5763.023,5761.151,5805.193,5733.392,5837.488,5806.6934
6698.337,7005.735,6897.7505,6954.377,7116.807,7083.22,7089.16,7127.387,6976.1597,6960.041,6938.95,6926.68,6981.783,6993.9727
3041.7998,3154.495,3085.539,3118.6956,3145.208,3161.082,3103.6501,3148.7737,3128.525,3130.8162,3150.1055,3115.4814,3170.232,3152.6875
3892.8086,4037.3694,3961.5332,4000.8042,4039.8264,4054.4412,3991.6797,4048.069,4010.6904,4014.8403,4037.2048,3995.9067,4060.4233,4039.9492
9382.405,9723.844,9515.694,9629.119,9704.362,9736.603,9576.112,9711.92,9644.572,9657.5205,9719.331,9613.923,9776.884,9726.847
2606.5261,2703.4482,2651.421,2676.136,2707.7686,2717.9922,2679.9312,2713.1558,2688.3445,2686.0845,2703.2524,2674.9148,2714.6487,2707.999
10674.5205,11058.786,10830.7295,10945.772,11033.962,11078.694,10879.275,11044.478,10970.789,10994.682,11055.942,10938.231,11128.19,11063.145
2595.4622,2692.0256,2640.1182,2664.63,2696.2444,2706.491,2668.6086,2701.5596,2676.9958,2674.643,2691.7744,2663.5623,2703.029,2696.5024
2852.1946,2956.8403,2893.3306,2925.51,2951.6514,2962.522,2922.4019,2956.6365,2935.7273,2930.7107,2953.1985,2916.9116,2965.2222,2959.6528
1905.861,1973.3007,1931.7408,1953.7997,1967.696,1974.3782,1944.397,1970.2188,1959.8813,1958.7578,1974.9583,1950.2898,1982.0654,1977.2954
2550.731,2644.3164,2586.9612,2615.9956,2639.0552,2649.1255,2612.7222,2643.4087,2625.0771,2620.604,2641.0625,2608.2126,2651.757,2646.481
1581.2084,1637.0338,1601.9807,1620.1683,1631.7175,1637.9027,1612.6084,1633.6451,1625.2518,1623.9835,1637.7327,1617.267,1643.843,1639.7122
2369.9255,2456.7014,2403.1716,2429.798,2451.6228,2461.4458,2427.566,2455.485,2438.3167,2433.7104,2452.7485,2422.6362,2463.0122,2458.1763
1704.3824,1764.672,1727.1415,1747.0475,1759.2688,1765.478,1738.3162,1761.456,1752.4431,1751.4639,1766.1702,1743.851,1772.4983,1768.0234
412.12918,426.17715,418.52026,424.36365,427.9573,427.79675,419.1574,428.22162,423.06787,427.06845,427.46335,423.8508,431.9077,428.5217
6264.166,6502.799,6366.2153,6434.889,6499.6084,6524.5337,6419.1006,6511.2305,6456.5894,6460.2754,6495.83,6424.6016,6537.527,6506.077
592.2802,612.48,601.4929,609.8986,615.0325,614.8122,602.41943,615.40784,607.9868,613.75055,614.31415,609.1296,620.73553,615.86414
2011.1615,2081.5469,2048.7085,2067.5525,2086.3135,2088.3203,2059.4785,2089.913,2070.918,2076.076,2084.0933,2067.476,2097.0132,2089.2007
1824.0585,1887.8912,1858.1119,1875.1974,1892.2246,1894.0398,1867.8796,1895.489,1878.2596,1882.9366,1890.2063,1875.1359,1901.9137,1894.8308
6529.433,6765.6,6632.959,6702.378,6751.543,6777.319,6667.3887,6765.1606,6717.0156,6723.1035,6760.5273,6681.6816,6804.746,6765.5303
2245.6943,2331.0945,2280.2031,2301.263,2314.8506,2327.182,2293.3389,2320.2642,2308.3582,2301.3972,2325.454,2293.5337,2333.5686,2329.5227
1623.0859,1683.5619,1651.2736,1667.0306,1679.0704,1685.6365,1658.1454,1683.8135,1671.5399,1674.363,1683.4432,1666.7559,1694.4949,1684.0181
3681.2354,3812.5344,3739.7312,3775.8591,3810.0132,3820.646,3757.9578,3813.6584,3785.0835,3794.506,3813.0088,3776.6667,3838.4126,3819.7158
2480.8396,2565.9126,2507.6338,2535.0105,2559.057,2570.62,2525.5247,2559.5627,2541.1118,2543.4766,2562.9404,2536.6013,2581.1284,2568.4863
