V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
2037.1661,2031.5796,2027.0842,2015.9114,2050.215,2043.4352,2048.9504,2022.3729,2066.381,2011.9869,2046.4629,2027.1611,2051.9177,2049.8552
3031.7693,3022.388,3013.935,2994.085,3042.8286,3036.5771,3039.238,2999.4421,3072.6184,2991.3457,3045.2092,3014.089,3051.4722,3046.7693
1153.4784,1145.6373,1141.4308,1132.5457,1156.9288,1154.7456,1157.7417,1137.5844,1165.2883,1134.9412,1152.8735,1143.9661,1154.0222,1155.4652
1371.3457,1357.5435,1340.8265,1327.8477,1365.8407,1371.5767,1381.3282,1339.0967,1363.3706,1335.3851,1363.852,1357.6648,1367.801,1373.397
5873.352,5862.6597,5852.126,5819.62,5918.12,5898.33,5916.522,5842.9883,5964.2554,5806.784,5905.8765,5845.4897,5923.612,5917.1987
3209.8145,3201.9924,3196.8047,3179.083,3232.0334,3228.9512,3235.2935,3197.3884,3260.8152,3176.623,3234.2244,3193.4895,3243.2915,3242.0857
4593.554,4651.96,4669.634,4613.9326,4814.4497,4705.0728,4806.6377,4706.7266,4666.542,4655.4614,4653.1704,4670.4526,4704.5137,4686.926
1745.8813,1742.8121,1738.981,1729.5103,1757.993,1752.0618,1758.0063,1735.5187,1772.4073,1725.0923,1755.3752,1736.6816,1760.0526,1758.767
1598.4653,1595.5533,1592.0065,1583.3306,1609.3997,1604.0056,1609.3005,1588.7167,1622.6597,1579.3926,1607.1128,1590.0353,1611.3534,1610.0939
2622.3887,2617.4546,2615.4219,2599.1853,2645.249,2633.5044,2644.292,2612.2278,2664.6726,2594.9834,2637.0227,2611.2432,2645.2314,2643.5945
2454.7336,2450.808,2444.967,2431.5276,2471.8352,2464.6643,2470.3171,2439.6667,2492.4993,2427.5437,2468.122,2443.3298,2476.0718,2470.9626
3623.4727,3618.5613,3616.7417,3596.3347,3656.8574,3640.2764,3657.451,3611.966,3682.4983,3586.2817,3646.3035,3610.7124,3656.2944,3652.452
7107.6216,7097.6562,7095.7837,7052.258,7173.1157,7144.2944,7176.8076,7087.0537,7225.3896,7032.0625,7148.8374,7079.178,7169.516,7163.0034
5750.349,5744.761,5726.898,5692.841,5793.655,5778.9165,5798.405,5719.1855,5831.048,5677.5796,5778.693,5715.2485,5798.2485,5792.381
6922.2314,6972.901,6984.042,6964.002,7130.793,7035.864,7197.6787,7079.8555,7069.036,6897.639,6979.2437,6930.208,7033.1685,7054.8335
3121.8323,3113.427,3104.5444,3086.7175,3140.3362,3131.772,3135.513,3095.5798,3165.4749,3083.2544,3133.5566,3103.844,3143.4062,3137.9636
3996.988,3989.652,3988.8203,3965.879,4034.7444,4018.7856,4034.7754,3984.7595,4060.6091,3957.058,4022.977,3982.1511,4034.0977,4027.0852
9625.944,9600.626,9574.916,9532.808,9683.952,9645.53,9668.859,9546.743,9763.469,9508.029,9673.791,9576.606,9694.785,9681.338
2678.5754,2671.8665,2670.1233,2654.2612,2705.0566,2694.8994,2709.5823,2674.171,2720.8467,2648.4675,2694.555,2667.354,2701.0273,2704.6228
10948.931,10913.197,10894.281,10830.871,11013.713,10975.278,10987.1875,10852.28,11104.788,10824.739,10997.418,10892.819,11025.884,11001.061
2667.2336,2660.5056,2658.693,2642.844,2693.596,2683.503,2698.1694,2662.7893,2709.305,2637.2144,2683.062,2656.0366,2689.471,2693.1638
2927.7712,2922.418,2913.9648,2901.185,2945.5876,2934.181,2950.1313,2911.3723,2972.784,2887.1785,2943.6868,2907.672,2947.9329,2955.1482
1954.5862,1948.9569,1943.902,1935.1731,1962.2319,1955.1696,1961.8123,1937.1167,1985.1082,1927.9641,1966.7697,1942.8884,1966.6683,1969.9061
2618.246,2613.2776,2605.2417,2593.9248,2633.5784,2623.6738,2637.4265,2602.6682,2658.0547,2581.5205,2632.1738,2599.8538,2635.893,2642.171
1621.753,1616.2737,1611.7544,1604.3816,1627.4542,1622.0734,1627.097,1606.2996,1645.7129,1598.4343,1630.2671,1611.008,1630.74,1633.4751
2432.888,2427.3142,2419.8518,2409.0942,2446.964,2438.015,2450.6787,2417.991,2468.4246,2397.527,2443.883,2414.8044,2448.15,2454.2578
1747.9058,1742.7319,1737.9038,1730.1776,1754.3491,1748.2296,1753.8365,1731.6804,1774.8927,1723.8276,1758.59,1737.1697,1758.461,1761.2223
421.79526,422.37595,422.14346,420.29666,425.77695,423.0454,422.55652,419.43918,429.64816,419.9579,427.0951,422.18924,427.85495,425.2219
6433.283,6427.2236,6413.182,6378.362,6489.871,6465.6045,6486.9375,6409.3975,6537.221,6366.3516,6473.9287,6405.4087,6496.6646,6489.6167
606.17303,607.0203,606.69165,604.0518,611.89624,607.98474,607.30084,602.78644,617.43524,603.53186,613.78186,606.73975,614.9082,611.1263
2062.9314,2058.2822,2063.1494,2049.9492,2081.735,2069.5088,2079.835,2055.9028,2099.0007,2045.3113,2078.7786,2059.7117,2082.7466,2080.765
1871.0134,1866.7921,1871.2108,1859.2341,1888.0726,1876.9783,1886.3438,1864.6438,1903.7319,1855.0353,1885.388,1868.0938,1888.9777,1887.1807
6698.248,6681.2773,6676.551,6640.6704,6742.026,6715.8296,6734.882,6654.9,6802.0454,6623.289,6733.517,6654.6035,6752.1514,6736.276
2304.4065,2300.7156,2294.3738,2280.8657,2311.1995,2306.0527,2314.262,2284.8284,2337.0574,2265.9553,2314.6753,2285.036,2316.5798,2323.4517
1664.5208,1664.7087,1662.7842,1652.074,1674.714,1669.0073,1673.8607,1654.4473,1694.1982,1648.5228,1678.1431,1660.3647,1681.2721,1676.32
3776.095,3765.2026,3763.4497,3739.0483,3802.4941,3785.7915,3795.0242,3749.4377,3833.44,3736.6062,3796.8025,3762.1365,3806.6904,3801.042
2545.4612,2530.8035,2522.237,2507.2112,2553.7483,2546.3818,2548.6724,2516.0027,2569.9841,2503.2126,2547.8635,2526.361,2557.5962,2556.8474
2372.422,2365.22,2356.396,2340.546,2369.5793,2366.015,2370.1887,2336.969,2404.2876,2331.9763,2380.514,2356.3494,2382.3726,2384.4373
