V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
38082.94,38332.516,37933.465,38107.28,38276.156,38165.043,38270.848,38182.08,38324.03,38160.887,38233.375,38088.055,38021.934
3801.158,3833.3376,3785.7847,3802.6624,3829.1743,3812.1914,3823.6975,3813.4443,3830.7668,3811.7712,3820.764,3801.1523,3793.7434
9688.323,9713.992,9659.438,9668.12,9734.856,9707.735,9724.573,9732.292,9755.105,9730.867,9724.963,9689.75,9683.16
2354.579,2323.7112,2312.8628,2353.3132,2335.7664,2339.791,2333.2205,2357.8174,2336.0515,2326.8303,2335.2444,2350.9512,2336.8027
1705.1401,1656.694,1712.2539,1685.625,1696.3262,1666.9557,1642.1356,1583.4757,1643.2723,1679.434,1611.3513,1661.9971,1650.8405
568.8948,592.71454,549.8231,569.65906,599.7817,557.1927,601.8723,590.968,584.4343,567.45294,574.8397,569.7461,559.95984
2886.6604,2796.2234,2807.6567,2846.005,2874.3057,2808.4368,2889.411,2886.2927,2811.5537,2837.0315,2783.9714,2833.6504,2906.4001
2382.6152,2327.028,2356.0981,2372.2598,2465.9226,2319.124,2288.9822,2226.7463,2247.3145,2300.7405,2245.1392,2212.016,2342.236
6191.8696,6173.1133,6204.3115,6178.9233,6319.254,6216.0605,6143.102,6192.5,6168.6294,6162.893,6101.5303,6142.526,6130.2246
4997.4507,4986.5884,4969.878,4976.691,4985.599,4996.608,5033.714,5048.016,5049.812,5037.458,5033.9565,5015.0073,5003.387
406.30536,405.13406,396.9056,407.97455,411.9608,402.8602,393.54785,389.0961,390.62753,394.21292,389.4096,390.37735,396.60266
1059.0796,1061.3849,1057.6796,1059.8114,1060.4344,1061.4741,1061.6935,1062.8673,1064.7208,1065.4355,1059.9354,1063.4531,1055.1666
2226.7952,2217.8433,2231.9497,2226.7966,2219.5984,2224.6926,2230.4358,2249.3582,2242.901,2241.1758,2229.339,2252.1763,2233.8699
2237.888,2224.4832,2241.455,2231.1707,2233.2974,2232.4565,2242.319,2257.9692,2251.8157,2252.0452,2235.9126,2255.3047,2235.6155
3615.9294,3487.4119,3669.8271,3601.6133,3512.7632,3560.8672,3623.8572,3732.9324,3623.3765,3658.1482,3549.5613,3734.0225,3635.95
3615.9294,3487.4119,3669.8271,3601.6133,3512.7632,3560.8672,3623.8572,3732.9324,3623.3765,3658.1482,3549.5613,3734.0225,3635.95
12083.46,12118.7705,12062.309,12070.012,12114.591,12102.945,12169.601,12186.775,12209.693,12168.22,12159.516,12156.77,12098.677
4461.679,4507.5117,4479.66,4483.5044,4502.418,4475.4595,4475.131,4478.5044,4493.933,4472.998,4471.5063,4496.563,4457.804
