V1,V2,V3,V4,V5,V6,V7,V8
6134.23,6100.1094,5879.2837,5820.9287,5434.851,5202.981,4913.863,4761.471
6314.336,6308.647,6075.9683,6006.8745,5602.2573,5381.479,5074.938,4915.095
6511.805,6475.381,6239.0854,6155.419,5753.1006,5501.704,5184.88,5018.2065
6883.664,6900.029,6637.0454,6570.4243,6125.7754,5898.4224,5556.392,5386.5347
1042.9014,1033.1202,1023.3245,1041.9114,931.0846,891.22815,884.82996,857.82874
8726.452,8800.708,8470.638,8441.383,7840.6797,7595.511,7179.958,6975.9443
2999.327,3024.7693,2906.1052,2896.6775,2693.353,2607.4043,2459.941,2391.9424
2308.3252,2325.5876,2238.9922,2233.3428,2072.862,2006.994,1898.2477,1845.3406
2224.9084,2242.2769,2156.5366,2149.7314,1997.378,1933.0565,1825.8894,1774.9585
2294.8162,2309.2024,2224.5977,2211.9749,2056.0532,1987.2404,1878.5645,1822.8842
1042.8949,1048.8796,1008.5852,1003.23096,934.0421,902.2001,851.3547,826.7905
2908.371,2894.7756,2818.5874,2820.5325,2599.8804,2501.4136,2392.8835,2327.717
1569.6849,1590.2091,1530.2793,1526.0063,1417.153,1378.0272,1303.2795,1266.083
10797.687,10945.356,10514.216,10522.439,9768.942,9517.732,8999.177,8761.551
1154.8309,1163.1635,1132.911,1126.0325,1036.0581,1002.96423,958.11053,927.10236
1794.8959,1821.5726,1766.5681,1762.3931,1626.9302,1586.3868,1514.1221,1469.5153
2164.9153,2198.9353,2106.4692,2107.39,1955.6465,1903.7836,1793.427,1747.2712
4325.726,4296.39,4204.4736,4147.0454,3848.0796,3686.4229,3539.1724,3407.7761
4984.3545,5048.0356,4855.7017,4848.788,4497.1416,4375.3857,4138.015,4022.6672
5571.1855,5636.1416,5410.9346,5411.1636,5020.1387,4875.9927,4602.6265,4481.679
8571.595,8665.097,8329.511,8323.514,7717.784,7493.7954,7081.4297,6890.61
4565.1294,4649.9185,4474.0728,4477.4624,4136.083,4034.3918,3814.7776,3713.676
5353.107,5390.264,5199.53,5185.1675,4805.67,4652.698,4408.355,4282.356
2108.6057,2122.742,2047.0149,2032.966,1890.4004,1827.7023,1728.7083,1676.2772
1240.6193,1249.4514,1205.765,1195.3496,1111.8458,1075.1146,1016.9932,985.1144
7239.3594,7237.981,6936.9517,7160.1943,6450.4824,6244.058,5895.7305,5857.4634
8314.66,8356.694,8065.603,8009.5825,7452.332,7196.314,6807.8096,6600.289
4418.89,4470.977,4283.275,4269.5913,3980.575,3868.763,3639.5518,3540.2986
1699.5168,1704.7803,1637.7452,1630.5428,1520.4954,1466.3956,1383.9824,1346.407
2795.2769,2818.699,2701.7976,2688.6624,2505.5542,2423.2375,2279.616,2216.4792
2247.2034,2276.2637,2184.609,2173.5903,2020.4893,1961.0775,1846.287,1793.9336
4169.683,4186.9688,4025.7942,4015.6628,3737.947,3613.9077,3416.9758,3324.3623
7400.0747,7486.5728,7192.3145,7156.826,6657.343,6460.161,6091.562,5915.147
6457.0674,6538.314,6282.8384,6246.5825,5807.117,5637.9663,5315.239,5157.6045
9068.457,9179.94,8816.292,8752.639,8149.8994,7912.974,7453.2827,7226.602
8117.0166,8179.4624,7868.701,7838.654,7292.0806,7061.463,6665.0776,6479.405
3978.5518,4024.7485,3854.2896,3856.6501,3580.4995,3482.1313,3276.5046,3191.7815
5701.98,5757.934,5542.693,5529.656,5134.04,4980.287,4697.2847,4573.6646
5168.151,5254.352,5136.276,5063.4634,4656.587,4537.613,4342.7163,4178.4834
4666.471,4719.0625,4532.2227,4512.081,4194.543,4069.7722,3836.3088,3727.746
1714.1011,1729.257,1663.7897,1656.4923,1541.3975,1492.3451,1409.9967,1369.1174
1891.4706,1907.9867,1835.5311,1829.6808,1703.1652,1649.7249,1559.3865,1515.1914
4817.8423,4880.806,4680.976,4667.344,4335.422,4213.0767,3966.8252,3858.598
1148.2335,1161.6914,1114.6359,1110.3784,1034.013,1003.2654,945.10895,918.7589
1726.9713,1739.8053,1674.3956,1666.0623,1550.7179,1499.7352,1417.1248,1375.7463
3015.9055,3048.5142,2931.1616,2911.9636,2705.8982,2624.6025,2479.276,2405.0068
8696.935,8810.566,8457.808,8426.289,7828.755,7605.1953,7163.8477,6963.9326
1251.3495,1260.1348,1215.37,1213.3912,1124.8264,1090.4757,1034.165,1004.695
7954.8984,8078.5205,7760.152,7713.2236,7168.641,6979.7305,6574.45,6380.159
8296.672,8433.165,8090.9863,8049.8286,7476.8447,7283.4673,6850.942,6652.6343
1311.1188,1329.0919,1278.7792,1264.2257,1181.5541,1149.7025,1085.4528,1048.8153
5219.2173,5265.6343,5068.322,5036.6797,4682.4375,4533.6724,4280.7397,4156.222
2372.2197,2393.6448,2309.627,2290.107,2133.7039,2066.4656,1957.8044,1895.9384
1484.0975,1497.4891,1441.5956,1435.5153,1334.5083,1292.6086,1222.052,1187.1431
6182.1987,6249.011,5999.004,5978.566,5557.3027,5389.4624,5078.5415,4940.531
2694.5476,2714.3406,2621.495,2595.4036,2419.1711,2338.8486,2215.1084,2144.0662
1314.403,1329.3768,1277.4701,1271.5568,1183.5881,1148.3608,1083.2825,1052.1998
6644.425,6711.6665,6451.028,6403.7866,5965.618,5778.2524,5449.397,5287.1567
8615.069,8719.529,8382.829,8317.948,7746.749,7515.0103,7086.488,6874.016
1258.6615,1275.9674,1227.8368,1220.9805,1133.8735,1101.8754,1041.511,1010.55536
2439.1052,2482.2927,2389.2422,2389.8354,2212.8123,2159.7725,2045.6498,1989.4746
1832.7479,1859.3378,1786.4751,1784.145,1653.7383,1611.2318,1518.7266,1474.8612
2462.144,2466.0305,2377.4368,2381.817,2220.7354,2140.3896,2021.3722,1952.9467
2754.3591,2801.0305,2697.0854,2705.6501,2502.7192,2443.1594,2318.2056,2258.6086
4164.477,4246.479,4086.3577,4089.3452,3780.815,3694.8445,3498.7083,3401.8428
5360.232,5499.7676,5282.7397,5299.219,4893.449,4810.623,4554.297,4437.853
9273.67,9456.295,9082.075,9089.975,8417.351,8235.01,7775.2827,7567.138
2900.4465,2948.1917,2839.1348,2822.8965,2621.7083,2554.4048,2418.0852,2344.1619
969.79443,986.00037,945.0865,943.7851,875.68414,853.51166,804.63464,784.705
9609.837,9705.866,9332.761,9289.444,8629.979,8366.13,7894.941,7668.9897
4424.517,4488.9395,4291.803,4291.692,3988.61,3881.255,3653.6765,3566.7483
3456.014,3493.439,3347.231,3350.6482,3115.7886,3026.8303,2848.2444,2775.4678
4574.395,4638.9775,4457.2134,4452.8315,4130.0146,4020.2373,3796.6086,3694.2717
2653.6426,2692.8828,2587.7485,2585.7483,2397.2104,2334.571,2204.6172,2144.907
1426.2957,1441.6437,1386.0042,1381.7137,1283.028,1244.7113,1175.2727,1142.4567
12006.253,12132.6045,11665.675,11632.839,10800.354,10477.677,9895.465,9620.533
15532.668,15747.104,15137.087,15116.529,14014.746,13638.157,12883.906,12532.579
15140.389,15349.743,14755.241,14735.748,13661.291,13294.604,12559.6,12217.254
1489.091,1510.5786,1454.5768,1451.0181,1346.3958,1309.9019,1240.1538,1204.5197
6153.1978,6198.3535,5958.7075,5921.6724,5510.0034,5328.383,5023.083,4876.3433
4085.5278,4114.5522,3955.7656,3932.2297,3658.3027,3537.1475,3335.1172,3238.4497
2011.3202,2014.8663,1938.3489,1920.3287,1791.3661,1723.681,1624.1145,1573.7152
