V1,V2,V3,V4,V5,V6
7157.682,7622.4995,5902.457,5331.959,4752.356,5014.044
1179.8312,1240.8536,943.4849,837.0558,763.71893,792.47876
7905.1157,8433.466,6577.9443,5969.768,5191.8545,5704.3706
9085.516,9689.007,7551.34,6851.509,5964.6377,6545.874
6349.779,6755.683,5293.4707,4863.9517,4193.3853,4653.245
3486.5137,3708.9045,2901.4077,2651.8586,2283.231,2541.0103
3092.1484,3295.3767,2573.8123,2331.632,2014.9899,2239.6763
2288.7913,2436.4495,1885.6389,1700.0956,1518.5084,1596.9083
2145.104,2285.5,1774.3003,1602.911,1416.8502,1515.9447
2135.0354,2273.7297,1763.262,1590.1504,1409.7518,1501.0278
1387.6395,1478.1272,1146.4724,1035.1838,917.29047,977.9402
1818.4327,1939.581,1511.5613,1369.7849,1195.2168,1307.4283
4600.663,4907.3105,3834.0088,3488.6995,3024.8513,3340.5322
4924.4004,5252.6216,4098.2,3719.557,3246.4512,3539.3633
5110.5757,5451.8145,4262.6772,3872.0676,3355.9934,3700.2607
2643.6187,2820.6128,2197.6633,1997.4744,1749.3761,1899.4064
3736.9167,3989.877,3118.07,2833.5244,2461.7827,2706.5176
3188.9832,3402.632,2652.1377,2407.714,2108.8804,2287.6758
2561.0684,2698.9243,2047.117,1908.5795,1627.632,1892.6254
5877.84,6256.7944,4856.921,4392.7983,3859.1416,4182.0596
8048.173,8560.694,6674.4976,6069.484,5240.8403,5853.8755
3581.962,3808.1873,2970.0554,2700.809,2330.2253,2592.671
8246.128,8761.082,6769.7266,6075.305,5404.2646,5746.5527
7418.328,7891.7456,6128.0825,5518.017,4832.302,5268.8228
2027.4116,2160.3018,1682.604,1523.3943,1320.0696,1465.911
5957.373,6336.0874,4933.588,4458.2666,3858.313,4287.3745
1462.9292,1557.8873,1212.9468,1095.9948,950.0275,1053.9924
1437.0406,1529.5658,1189.4171,1073.7024,934.14545,1028.4585
3798.9297,4044.9895,3139.684,2833.3293,2501.9602,2682.338
4103.5337,4377.9663,3414.56,3094.0461,2698.4175,2951.7415
3494.0127,3722.5876,2885.5552,2599.6575,2313.6785,2446.9067
4982.504,5307.7954,4122.7734,3724.3057,3284.7852,3528.2134
1182.1531,1260.8636,980.7434,887.4544,780.3622,842.4175
