V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48
702.55347,671.34125,658.1291,611.48145,640.9153,678.94025,648.68115,673.6739,651.6461,722.29663,674.3422,659.93835,686.9521,651.3055,681.2119,695.0393,649.96625,723.97534,647.1904,688.7714,677.68384,710.1987,628.1602,682.73584,675.8533,674.32166,686.7076,667.20135,656.97363,652.9489,679.3207,629.70764,665.9509,688.3463,653.9927,691.77625,682.8486,653.65344,648.25745,687.73364,674.4483,667.2665,707.36145,665.3866,702.71484,659.8652,698.4518,612.8539
3111.4163,2976.1785,2904.5771,2681.2354,2817.21,3017.4023,2861.2827,2974.9014,2871.2856,3193.4575,2973.0146,2909.4644,3028.8367,2867.5752,3012.6133,3073.0337,2849.6436,3216.5615,2843.2715,3054.1157,3001.478,3158.9048,2762.1133,3034.0962,2998.4746,2984.5115,3041.7668,2963.2144,2914.4717,2897.045,3015.7573,2772.875,2947.858,3055.828,2873.0237,3056.982,3019.6929,2874.878,2840.997,3045.4849,2977.5615,2948.2563,3143.5479,2940.6074,3119.7432,2917.5012,3113.059,2693.5515
1144.1759,1137.8013,1074.6434,1057.1267,1096.5137,1131.4932,1097.6799,1117.0555,1098.8503,1179.95,1137.8281,1110.685,1141.5391,1110.206,1140.7498,1157.9133,1076.6753,1185.1737,1109.4553,1122.3982,1118.5323,1169.4343,1084.5005,1128.4502,1094.005,1109.9462,1117.9865,1102.4915,1084.7352,1092.6954,1118.9755,1064.8475,1119.1189,1148.7389,1090.0518,1153.6809,1114.8842,1079.8943,1096.3405,1118.5432,1131.9375,1124.7039,1166.695,1080.5724,1145.1306,1079.1802,1143.3083,1063.9061
4950.867,4891.2314,4620.359,4397.379,4635.957,4932.959,4649.5576,4750.7266,4653.59,5122.966,4794.376,4765.2437,4881.0166,4743.3564,4879.6064,4986.606,4557.819,5177.1353,4649.903,4845.3916,4771.5127,5101.397,4580.2627,4884.994,4761.965,4789.958,4866.7227,4781.9844,4652.997,4719.239,4891.379,4491.7764,4753.274,4938.073,4610.965,4907.0566,4825.0737,4590.522,4586.248,4838.1724,4802.6226,4800.8438,5053.292,4651.818,4962.0767,4667.931,4990.185,4460.53
2556.3896,2614.7534,2361.0298,2188.1824,2439.6216,2577.8064,2339.982,2416.338,2371.021,2702.7866,2408.5234,2478.7627,2529.2495,2432.8232,2503.413,2653.6702,2299.171,2799.1086,2366.3408,2528.52,2456.9282,2728.3237,2386.0679,2573.535,2434.4514,2478.824,2627.1052,2558.011,2362.2021,2448.9866,2645.6292,2225.021,2402.551,2563.019,2333.4797,2549.3179,2471.1594,2318.8586,2290.43,2504.0151,2491.462,2446.361,2712.6267,2418.851,2627.3906,2395.9956,2642.8262,2324.3547
6191.259,5953.634,5982.731,6473.9727,6123.501,6045.9893,6469.1104,6318.425,6301.3203,6165.1396,6684.397,6186.1855,6342.4365,6424.9844,6427.62,6105.0215,6281.188,5867.5894,6557.232,5939.712,6151.5605,5937.789,6195.1445,5891.461,5918.3096,6002.4316,5565.038,5600.3037,6059.801,5953.199,5551.8896,6391.4976,6423.4546,6247.039,6324.5186,6356.3896,6139.5586,6236.47,6590.164,6042.935,6320.7295,6439.6836,5903.4224,5785.5747,5870.2026,5941.816,5819.603,6107.174
38199.72,38769.277,35669.305,34888.992,36970.434,38459.7,36457.133,37002.414,36557.035,39794.176,37595.73,37450.383,38180.336,37386.203,38171.094,39225.555,35472.92,40435.562,36903.242,37565.57,37168.07,39820.105,36549.258,38108.277,36482.582,37157.94,37949.71,37450.176,36044.566,36902.734,38290.555,35144.066,37181.17,38631.188,36024.758,38544.03,37203.992,35669.117,36058.113,37370.72,37836.383,37599.164,39605.047,35992.953,38546.65,36038.566,38717.67,35761.277
31625.33,30198.828,29804.291,28534.73,29259.121,30544.854,29897.328,30684.734,29838.902,32281.719,31063.463,30020.18,31182.736,29908.414,31043.285,31228.062,29788.926,32062.451,29919.047,30878.584,30691.709,31623.742,28852.39,30592.393,30361.47,30390.832,30425.197,29724.896,29826.246,29524.273,30103.77,29117.555,30478.559,31123.223,29960.004,31383.203,30830.986,29864.094,30012.299,30935.91,30699.307,30549.006,31501.46,29877.23,31314.22,29803.748,31099.727,28235.207
37526.52,36151.773,35260.043,33778.633,34759.89,36673.67,35513.9,36324.45,35389.95,38362.242,36779.137,35766.914,36964.81,35701.53,36956.504,37189.19,35072.652,38273.656,35453.336,36632.39,36342.473,37817.676,34361.906,36495.637,36109.46,36125.035,36153.727,35489.438,35450.117,35332.855,36019.508,34526.28,36234.953,37144.14,35362.42,37186.62,36614.16,35261.08,35372.6,36692.33,36406.086,36376.094,37550.54,35319.312,37204.58,35395.16,37167.617,33557.992
424.25183,417.08185,401.93958,411.60498,410.4035,420.69675,422.3823,420.4443,416.31866,430.41174,435.74432,417.06006,426.78458,424.93997,431.07056,424.5752,408.78564,424.65503,425.68652,411.6346,416.69012,424.36853,411.1398,413.37497,406.5506,411.29712,399.87357,398.78662,408.19705,408.35745,401.40353,412.0521,425.78372,428.01935,413.77097,429.72095,416.8861,409.4591,422.11438,414.48035,424.48724,427.9908,421.44543,397.14255,414.9085,403.25995,415.56934,403.20258
31624.453,30076.516,30210.496,30607.5,30110.842,30473.557,31286.32,31402.791,30881.25,31887.016,32466.54,30646.592,31730.715,31125.42,31743.895,31105.375,31005.66,30933.111,31527.176,30575.17,30983.795,30838.438,30042.945,30209.951,30284.03,30488.172,29441.059,29045.357,30259.428,29723.04,29111.008,30700.293,31450.152,31302.355,31102.656,31806.852,31047.586,30848.111,31746.201,30862.57,31361.014,31522.988,30715.314,29776.723,30636.041,30060.928,30318.045,29503.123
8783.865,8375.455,8275.95,7853.256,8102.4297,8462.019,8246.709,8494.938,8248.4795,8987.783,8572.852,8318.812,8649.508,8262.019,8585.303,8677.382,8258.514,8934.302,8253.75,8579.173,8500.94,8792.055,7973.6523,8490.853,8429.425,8436.08,8488.693,8265.387,8250.129,8169.8516,8387.119,8023.5244,8410.711,8613.544,8293.8125,8692.83,8553.546,8272.865,8285.021,8589.947,8495.59,8439.186,8757.566,8309.471,8710.848,8273.548,8641.433,7797.8027
604.10406,587.74585,567.74097,565.2175,571.106,589.5066,587.2772,595.67535,582.67426,611.42633,611.2314,577.6294,600.59235,580.42004,604.7043,600.7864,568.8376,613.03986,590.2474,594.8812,600.4012,608.8253,565.46765,592.80774,577.4473,581.9128,577.67566,572.30383,581.94415,574.143,572.9133,572.7549,601.64026,608.48486,579.03186,614.76855,589.49634,574.5216,588.11945,594.6529,602.9789,596.68726,611.1876,570.3408,602.40485,567.84973,599.56287,558.026
164.37024,163.68599,154.79237,153.74365,158.80984,162.88246,159.04807,160.80154,158.84038,169.53128,164.51622,160.62027,164.73868,161.22057,164.6019,166.6109,155.85744,169.55025,160.99808,160.70729,160.59914,167.52689,157.4255,161.80475,157.08191,159.61359,160.11148,157.83826,155.84322,157.25722,160.23859,154.28935,161.44319,165.02905,157.68347,165.99982,160.53638,156.02138,159.06511,160.61346,163.21239,162.6183,166.96297,155.10834,163.82967,155.46118,163.5222,154.31354
14862.489,14168.92,14014.583,13446.188,13741.355,14347.58,14077.006,14436.733,14039.404,15150.788,14626.515,14104.615,14653.083,14064.77,14597.768,14651.832,14019.506,15025.498,14079.147,14502.488,14429.403,14831.994,13559.143,14363.195,14276.535,14282.377,14259.361,13942.442,14033.043,13874.39,14108.119,13720.985,14347.525,14626.775,14099.087,14747.447,14495.406,14053.066,14135.167,14534.574,14428.484,14371.126,14772.712,14035.513,14696.363,14010.218,14596.593,13270.748
1327.4108,1283.71,1240.385,1159.8082,1215.741,1299.1804,1231.2959,1273.3458,1235.3536,1365.8774,1277.3948,1253.7498,1297.953,1239.9229,1293.8937,1318.443,1220.7281,1374.7928,1225.9362,1302.1338,1280.7106,1352.0087,1195.1624,1299.0582,1279.4126,1278.0576,1297.2246,1269.4121,1246.6173,1246.5499,1293.596,1194.7919,1266.2319,1311.7568,1231.8223,1308.1976,1290.4113,1230.2744,1221.4174,1297.5312,1275.9158,1269.4246,1342.7789,1251.7983,1329.6129,1247.6067,1329.8726,1166.1335
54913.61,53126.996,51355.453,48496.918,50625.875,53813.67,51415.19,52862.742,51328.453,56315.793,53220.13,52095.78,53892.586,51743.21,53873.664,54627.344,50637.965,56728.742,51259.24,53864.31,53206.383,55915.426,49868.363,53711.74,52794.4,52785.473,53463.285,52387.4,51759.188,51731.11,53277.387,49787.035,52701.273,54460.668,51203.062,54422.37,53464.047,51112.73,50955.395,53835.844,53192.914,52862.31,55586.793,51743.367,54895.043,51628.18,54914.508,48687.055
31599.074,30034.145,29887.496,28954.066,29339.39,30401.25,30156.459,30821.25,30020.592,32120.193,31334.363,30072.99,31247.775,30100.719,31133.707,31091.309,30068.062,31668.203,30210.139,30746.094,30704.72,31315.045,29030.51,30405.156,30336.31,30378.326,30100.852,29462.244,29879.857,29474.326,29759.148,29430.008,30625.635,31059.113,30199.375,31383.93,30854.836,30080.885,30369.117,30872.512,30764.746,30687.441,31184.63,29835.594,31069.533,29846.83,30819.863,28401.582
