V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48
660.5594,649.08215,665.00867,666.89417,664.02905,660.59937,676.72687,692.0777,691.2717,716.84576,725.275,721.2502,721.38806,692.6983,693.2262,705.7544,686.0093,674.88214,698.8844,679.25793,684.865,680.55817,681.57355,652.975,655.0635,670.84766,674.8146,676.44867,676.4246,676.47754,701.0552,689.94617,698.70386,705.7395,728.11597,743.4901,740.5595,721.32635,723.39307,715.8399,706.9485,684.06824,683.986,683.80756,669.7246,660.1714,663.9457,659.81274
2911.6487,2861.5605,2926.3447,2935.3745,2924.8315,2901.609,2977.3918,3049.7173,3040.0293,3158.622,3190.5461,3171.9314,3173.3916,3047.039,3052.3875,3104.6191,3017.318,2972.2344,3075.046,2990.0205,3019.7036,2993.478,2998.8108,2878.8315,2886.5073,2956.5708,2969.7957,2980.5962,2984.5383,2977.4507,3088.6084,3038.3872,3075.8496,3108.8208,3202.2456,3266.3667,3255.4814,3172.444,3184.1655,3146.2544,3110.0762,3005.8462,3005.0525,3014.7734,2940.2932,2909.4932,2928.427,2910.9639
1106.7095,1094.3538,1118.3538,1122.4231,1119.4558,1110.9192,1135.85,1166.543,1159.9358,1203.4651,1216.2087,1207.3755,1209.7014,1160.6298,1168.8079,1180.5044,1149.5361,1129.6892,1165.8173,1138.3967,1147.744,1133.7322,1138.0862,1099.862,1102.7797,1127.2881,1132.5515,1138.0085,1141.2021,1136.8442,1183.9049,1166.4126,1174.4884,1190.3458,1221.2831,1241.6942,1240.8809,1208.2189,1212.6626,1194.8843,1182.7202,1143.4355,1143.7559,1147.7825,1118.5154,1107.6423,1118.7156,1111.5376
4757.341,4697.8877,4767.986,4799.778,4793.708,4735.1484,4850.521,4990.63,4953.751,5170.961,5191.705,5155.9307,5169.074,4964.2607,4987.7456,5044.684,4915.424,4842.292,4997.546,4874.1074,4932.2163,4848.562,4874.3086,4722.9507,4742.059,4836.6123,4854.3994,4878.089,4892.092,4864.1226,5066.3965,4994.7026,5024.655,5086.977,5225.215,5298.954,5305.0356,5165.1367,5199.782,5096.948,5057.134,4879.768,4882.8423,4930.9175,4768.171,4753.8813,4820.0054,4773.7324
2514.4934,2465.6846,2478.4844,2510.1782,2498.37,2457.9292,2529.356,2606.1436,2580.0571,2714.6316,2716.0088,2688.3584,2707.4749,2596.5015,2597.121,2641.1497,2568.9802,2546.455,2625.858,2555.5745,2602.6938,2544.2485,2568.8923,2474.4834,2498.8499,2539.978,2550.8037,2556.4243,2556.6768,2530.4155,2637.7153,2593.9473,2624.949,2646.8298,2732.2295,2775.3965,2774.9219,2703.6958,2723.0728,2674.0264,2649.2925,2544.4854,2558.5933,2599.1506,2494.5305,2499.8115,2541.061,2504.4543
5981.161,5992.075,6246.327,6214.6904,6212.9385,6256.373,6320.66,6452.1416,6464.552,6588.0254,6729.217,6714.2114,6691.9277,6418.1924,6509.6953,6510.3296,6366.0557,6177.1846,6383.778,6263.7197,6218.0137,6226.1133,6203.122,6036.607,5993.5083,6165.8813,6204.178,6257.536,6274.75,6332.336,6586.933,6523.553,6508.202,6639.095,6765.0713,6873.366,6867.1357,6674.5547,6668.2627,6583.0933,6519.6514,6367.747,6327.3994,6227.608,6209.424,6038.276,6062.882,6082.3613
37433.5,37016.645,37529.445,37822.848,37746.03,37299.285,38177.93,39310.242,38981.46,40676.58,40883.086,40539.156,40707.8,39059.75,39295.566,39681.76,38672.105,38101.36,39274.797,38359.008,38804.29,38096.242,38348.164,37171.555,37354.94,38068.14,38217.51,38416.008,38517.375,38258.11,39921.836,39342.844,39569.09,40066.18,41121.965,41699.977,41740.582,40648.566,40885.18,40095.93,39785.89,38364.383,38437.45,38812.13,37519.1,37404.992,37951.812,37589.434
29850.129,29417.521,30265.64,30290.176,30170.506,30094.36,30755.834,31446.016,31425.748,32464.523,32931.086,32772.973,32744.336,31434.152,31546.992,32009.752,31138.984,30560.793,31634.096,30809.32,30961.508,30822.734,30826.504,29617.555,29635.895,30396.066,30570.34,30680.373,30694.787,30756.018,31883.736,31412.994,31725.25,32123.754,33052.152,33735.43,33615.426,32721.938,32790.19,32464.662,32050.436,31089.059,31031.68,30922.195,30407.344,29878.627,30023.492,29917.662
35524.87,35080.555,35938.445,36021.914,35937.9,35713.395,36521.59,37437.266,37308.28,38660.586,39079.113,38873.875,38869.56,37323.168,37512.156,37975.79,36972.562,36311.137,37539.54,36595.758,36854.543,36522.816,36579.094,35294.51,35333.83,36186.945,36345.23,36532.395,36603.414,36571.812,37995.74,37440.164,37727.742,38228.54,39260.41,39954.07,39891.125,38845.18,38980.766,38431.73,38042.543,36832.145,36771.59,36827.79,35988.734,35563.945,35840.094,35671.87
409.9735,407.92017,418.8467,419.54538,419.22833,417.3985,424.98947,436.02185,434.17303,448.2897,453.70886,451.25018,451.38028,433.23608,437.83182,439.6498,429.1737,419.84656,433.19843,424.02048,425.6062,421.22067,422.0173,410.3504,409.73346,419.63104,421.42606,424.37827,426.03247,425.9591,443.84308,438.4474,439.2066,446.37915,456.28815,462.67822,463.1123,450.43762,451.8767,444.19165,440.7259,427.3036,426.24768,425.97876,417.0754,411.66425,415.50882,414.26532
