V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
38122.227,38399.812,37871.844,38105.188,38401.918,38220.203,38553.742,38188.844,38360.195,38289.152,38359.69,38197.652,38116.812
3803.135,3842.7605,3782.4036,3804.2048,3842.745,3817.1433,3853.4194,3811.6458,3833.0457,3825.981,3835.8599,3815.043,3804.0366
9687.662,9713.687,9626.301,9679.874,9727.671,9687.408,9774.886,9744.929,9795.154,9738.283,9747.379,9705.561,9700.011
2370.964,2352.5366,2342.0586,2368.2869,2369.7812,2374.8193,2347.4336,2353.8838,2344.0803,2355.7268,2359.5703,2376.5894,2351.8474
1670.9924,1706.3975,1681.6438,1697.7051,1714.1737,1698.9084,1683.0475,1641.4113,1655.6931,1675.7869,1655.4551,1738.9651,1664.8528
591.4539,611.1636,581.5925,567.5345,629.5577,577.64844,609.91547,592.402,589.84235,583.33264,588.916,581.0685,577.0145
2888.7393,2829.7822,2882.7341,2897.7578,2873.867,2807.3672,2863.1758,2922.8289,2835.3132,2895.8984,2834.8315,2901.424,2913.216
2318.5737,2357.2976,2413.2126,2341.551,2385.668,2381.2646,2272.877,2253.031,2318.0386,2303.5947,2302.7139,2347.9653,2307.4204
6238.406,6106.319,6286.1797,6133.6484,6248.3643,6236.64,6104.2065,6192.7812,6217.9263,6228.8823,6091.64,6148.58,6133.931
5002.7856,4975.645,4975.3613,4993.857,4963.5327,4948.817,5027.442,5050.849,5069.068,5046.1836,5044.7944,5014.3984,4999.5493
403.45074,412.03027,395.53717,405.08978,419.8592,417.52612,405.79068,386.6147,390.48618,399.13025,393.23608,399.84714,399.55618
1059.9178,1058.3256,1055.4427,1060.022,1058.7501,1055.2365,1064.9642,1065.2335,1063.7134,1069.8776,1060.7404,1063.887,1056.2974
2230.592,2210.7407,2224.3088,2233.0525,2211.3506,2212.6575,2229.4412,2251.74,2257.0757,2239.5203,2228.9087,2245.4546,2237.5344
2237.882,2215.6528,2232.2827,2237.1284,2218.5205,2215.938,2245.0156,2264.5322,2269.6885,2251.6147,2237.3896,2251.6782,2239.331
3624.7134,3400.0356,3681.859,3621.7903,3395.4277,3430.5093,3547.6565,3754.4934,3691.4192,3673.558,3528.7837,3673.978,3620.469
