V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
38226.04,38340.293,37944.348,38160.734,38397.145,38151.87,38368.895,38200.37,38293.83,38244.3,38405.133,38101.266,38193.3
3811.4102,3834.4878,3789.0715,3809.4324,3843.914,3812.44,3834.7078,3812.725,3827.0466,3823.591,3840.1272,3802.085,3810.9734
9732.101,9724.426,9663.247,9707.285,9721.564,9656.429,9733.106,9749.032,9785.655,9717.688,9766.738,9711.332,9726.907
2372.4478,2335.5073,2335.9275,2356.603,2371.1514,2369.24,2343.5464,2361.5615,2344.2966,2359.2273,2348.4092,2348.7847,2354.5056
1651.8091,1679.7139,1702.5043,1675.4803,1713.2253,1722.2412,1703.3452,1657.9703,1674.1758,1695.9746,1658.9612,1716.4276,1653.3182
580.8571,593.8793,571.1024,556.84314,614.84845,572.6489,596.5261,589.26965,576.35754,587.76886,590.13556,569.458,567.2034
2890.2104,2802.6123,2893.5166,2885.7844,2860.1367,2783.0737,2884.813,2958.395,2848.5657,2893.388,2834.7085,2869.4539,2912.7297
2311.4902,2337.8352,2356.2197,2391.8818,2407.3765,2366.0461,2252.4497,2261.936,2316.3887,2303.3013,2266.4072,2289.377,2316.4773
6265.5195,6126.549,6256.664,6235.5117,6230.545,6166.3164,6066.0215,6208.307,6242.2666,6213.3047,6066.853,6161.5493,6187.928
5038.1265,4983.6235,4983.7056,5011.2,4971.297,4932.9575,5006.06,5038.2407,5068.981,5032.765,5055.8794,5010.0596,5012.2163
399.27515,410.07208,396.44293,405.6186,420.1458,416.50818,405.25824,393.8676,389.1051,399.4933,391.6763,395.57993,402.45865
1063.8959,1058.2308,1058.8567,1062.679,1059.7081,1053.8965,1062.3439,1064.2316,1066.3281,1070.0068,1064.2626,1063.3718,1058.4088
2249.147,2219.2676,2236.5596,2239.7166,2208.517,2203.9026,2225.2126,2255.1802,2258.8591,2230.3477,2236.5557,2251.8782,2244.9526
