V1,V2,V3,V4,V5,V6
7456.2544,7820.8433,6171.962,5561.874,5149.3965,5215.229
1294.7906,1337.6652,1031.0946,900.44244,833.7058,847.49506
8302.799,8753.869,6950.0723,6379.616,5663.2246,5904.32
9544.383,10053.505,7976.9214,7313.74,6505.3916,6785.026
6653.2007,7052.386,5622.2026,5220.914,4521.463,4775.6367
3676.8367,3896.0183,3100.6982,2865.8008,2490.0383,2622.6765
3280.6658,3475.369,2760.6995,2537.099,2225.5308,2324.278
2390.4714,2509.2944,1979.1274,1777.6622,1652.7208,1664.0801
2247.7793,2365.4111,1870.4323,1693.9489,1545.9597,1576.016
2240.1177,2357.5613,1862.348,1680.3219,1542.2058,1563.5972
1453.7911,1529.0059,1208.1606,1092.115,1000.62585,1017.9721
1912.7926,2017.3208,1600.4108,1464.7472,1307.0084,1355.8646
4820.8726,5080.0376,4039.616,3730.7332,3283.6616,3448.1086
5152.9478,5433.2144,4314.9297,3958.5847,3529.656,3652.6018
5364.489,5665.5347,4507.2847,4155.2617,3659.4456,3815.2844
2755.2783,2895.6853,2298.0251,2106.0305,1890.1464,1961.5673
3914.5242,4128.6333,3284.2385,3023.073,2677.8303,2790.216
3328.483,3503.0044,2780.4941,2545.491,2285.2053,2361.9077
2714.0537,2790.4192,2233.7854,2054.4248,1626.893,1908.2463
6184.127,6501.0396,5140.42,4674.2314,4217.463,4363.696
8523.748,8993.306,7136.352,6576.6807,5744.91,6090.9907
3843.9316,4059.9023,3208.9343,2947.765,2537.8833,2673.1338
8730.217,9190.245,7234.4434,6486.399,5969.6104,6049.223
7909.983,8339.549,6585.3613,5969.2354,5341.1104,5506.4
2152.3445,2271.1274,1800.4968,1650.7341,1455.7701,1530.7535
6434.368,6781.4263,5343.453,4892.2705,4217.1255,4422.518
1565.6793,1652.0028,1306.2529,1195.2424,1046.5323,1096.666
1535.591,1619.8405,1279.2904,1166.6173,1028.4244,1070.1252
3992.2278,4203.7476,3323.0632,3007.7546,2739.7378,2793.5803
4314.583,4553.191,3614.584,3309.6687,2951.3528,3056.266
3660.9875,3851.3125,3041.4768,2734.8796,2529.9253,2548.6338
5229.4233,5505.612,4355.245,3949.1248,3590.0361,3669.133
1239.9291,1306.1339,1034.6504,941.31384,851.7414,874.2049
1645.1803,1732.9727,1371.9105,1245.5751,1130.9425,1156.7557
3242.448,3417.9192,2707.6694,2466.56,2219.841,2284.778
1128.1154,1187.5385,938.84393,849.6628,776.0215,790.49036
3779.6167,3984.2942,3155.1477,2871.6702,2586.5322,2659.7751
5939.0864,6134.9243,4815.2705,4389.382,4168.166,4285.02
3824.6055,4030.8582,3215.7422,2990.4202,2595.8774,2786.9617
4792.1436,5050.8125,4017.0046,3714.028,3259.0796,3441.615
14952.385,15740.464,12490.024,11447.48,10233.948,10637.671
5334.2056,5641.8813,4502.0693,4203.8438,3559.618,3886.0671
2757.354,2917.8533,2328.9397,2175.1716,1859.0406,1995.296
10013.36,10563.104,8408.382,7780.256,6800.7666,7197.633
10003.789,10543.225,8376.45,7708.932,6814.6396,7144.1196
5975.205,6305.1245,5032.837,4699.464,3940.0017,4410.614
5982.62,6312.976,5039.1064,4705.3115,3944.8472,4416.131
7087.467,7401.348,5815.124,5167.849,4921.7603,4886.2075
2506.369,2635.4055,2084.588,1888.7672,1725.3594,1759.933
18576.453,19536.252,15461.884,14036.165,12772.51,13065.425
8218.936,8641.8,6838.728,6205.6943,5654.695,5779.224
15811.786,16742.18,13352.793,12446.339,10380.981,11482.058
16774.88,17034.176,14776.875,13834.7295,12078.389,13289.144
8079.525,8440.081,6883.1875,6482.8184,5311.2,6139.419
2455.4358,2566.583,2077.6138,1949.5111,1588.0997,1824.338
10612.251,10975.039,9426.339,8942.173,7706.7324,8559.875
1912.755,2022.2566,1612.7592,1502.2196,1268.2043,1398.1407
10273.126,10818.507,8604.984,7949.997,6983.3257,7385.9546
9945.685,10452.738,8261.401,7489.4785,6823.8975,6987.269
9972.062,10500.576,8331.008,7643.178,6797.626,7096.669
9820.12,10306.993,8105.7344,7299.9414,6724.3945,6827.9907
11339.959,12057.507,10051.535,9731.304,8338.288,9612.561
10051.514,10634.505,8493.845,7985.4775,6739.0317,7325.1865
12615.344,13315.818,10572.493,9722.093,8563.609,8948.783
9768.643,10286.933,8163.262,7607.548,6460.5312,7013.395
9527.235,10015.185,7941.7437,7307.9824,6426.153,6827.982
10404.122,10928.784,8659.446,7895.3486,7144.007,7377.9517
10489.576,10996.455,8685.703,7849.1924,7236.7725,7377.6343
10144.078,10697.36,8516.338,7863.168,6916.841,7275.946
9970.303,10425.786,8177.91,7270.1904,6895.076,6871.518
10641.662,11154.067,8835.185,8087.074,7286.023,7547.1553
9769.353,10319.327,8221.685,7621.12,6616.894,7031.202
9981.988,10526.903,8364.015,7610.082,6894.54,7046.73
10353.157,10938.221,8696.146,7906.5293,7201.9873,7282.853
10148.408,10687.074,8457.571,7635.877,7039.29,7077.3306
10012.034,10560.397,8370.241,7602.802,6915.0127,7010.8765
9704.551,10247.994,8126.871,7454.491,6618.8467,6867.502
9830.119,10363.131,8261.638,7696.962,6640.491,7128.2515
6284.832,6579.487,5264.28,4890.05,4371.3457,4640.096
5129.7197,5243.338,4204.217,3709.4585,3626.44,3610.5725
4253.8604,4497.029,3591.2966,3355.2703,2866.5918,3092.1697
12287.34,12850.336,10133.89,9267.188,8418.739,8723.501
9449.845,9969.879,7951.147,7422.0654,6375.8296,6861.735
3732.2974,3913.0193,3082.5151,2765.4993,2576.5972,2594.4211
1489.5886,1570.8602,1247.7183,1147.1569,1014.83936,1063.2377
2723.0754,2876.2393,2291.9053,2131.7715,1857.2445,1959.0897
10113.625,10459.531,8241.472,7487.0776,6781.0503,7217.864
10316.552,10920.2705,8641.829,7743.1807,7319.361,7072.514
1529.613,1606.2715,1339.005,1322.8229,1153.4874,1337.564
6254.3276,6593.2847,5231.0527,4757.6455,4349.426,4380.741
7553.4336,7917.0615,6249.0454,5661.1914,5146.3394,5320.894
2021.7119,2028.3007,1572.1201,1370.5369,1366.2649,1432.9214
8148.8706,8511.765,6698.165,5993.404,5615.9326,5686.6655
6819.2793,7153.5073,5639.352,5055.7217,4727.9697,4737.858
6432.978,6733.097,5293.2173,4714.5195,4453.632,4441.348
7357.125,7746.018,6122.201,5537.5312,5080.357,5142.791
6468.32,6788.1636,5358.8965,4835.3936,4457.1475,4528.659
8981.232,9431.341,7466.786,6763.9043,6190.622,6311.8057
8176.197,8582.421,6777.7847,6127.384,5627.4604,5745.493
8618.979,9052.087,7142.509,6378.6855,6013.046,5944.829
1457.3704,1481.7478,1153.1187,996.285,970.4012,966.89197
9194.173,9624.152,7597.8135,6877.633,6313.692,6475.335
3431.0483,3625.0095,2856.0178,2567.904,2372.8599,2362.8225
1771.77,1875.6508,1487.5603,1357.7375,1221.1865,1249.8824
2124.088,2225.1675,1749.259,1556.3667,1476.8933,1463.7832
2124.349,2221.3274,1760.8137,1612.0558,1438.1779,1529.2997
3236.2625,3408.5562,2687.8413,2380.7815,2286.395,2185.5564
1355.8964,1376.687,1075.2195,943.8084,902.0126,933.4735
