V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48
699.06555,672.25714,686.50934,654.38074,635.7665,649.1601,642.25714,662.3977,664.8874,695.34546,640.58496,670.7279,666.4447,654.307,681.59106,663.20496,686.1476,706.0348,650.4421,710.4498,701.4606,709.6588,671.59875,694.4165,698.7567,686.52856,689.7821,664.7437,671.45074,663.8971,652.3729,602.5204,634.0634,656.692,669.32086,667.8466,692.3028,673.7676,684.9396,700.3512,687.84174,683.6306,693.38904,696.8744,698.39575,684.00555,685.3783,632.5636
3084.4097,2974.6704,3050.4338,2898.8125,2793.7422,2845.893,2822.5361,2926.0723,2940.161,3074.65,2802.1934,2946.2278,2923.371,2875.1196,3002.8845,2920.8757,3029.185,3126.9321,2866.0845,3160.8545,3113.3938,3148.1729,2972.5115,3071.308,3095.4258,3044.9092,3052.2534,2934.8398,2987.9521,2942.4294,2876.2844,2636.4688,2776.462,2905.8882,2949.9033,2941.0547,3048.2354,2966.5508,3025.9038,3086.4915,3035.763,3017.4077,3045.3413,3087.418,3076.9568,3025.6,3020.5632,2778.6821
1166.117,1132.8228,1156.8655,1111.6375,1071.1556,1084.6162,1076.7295,1114.0781,1117.0432,1159.2214,1074.0105,1117.5051,1113.2026,1101.8386,1139.1552,1117.1082,1147.5311,1179.9395,1096.9261,1193.3864,1176.3904,1184.8959,1129.644,1162.2329,1169.6552,1152.4387,1149.7146,1108.6772,1133.4272,1114.2808,1094.8594,1020.3848,1058.4795,1107.7827,1120.0391,1119.0592,1150.9438,1129.3932,1148.9098,1167.8893,1148.7888,1141.9579,1148.1562,1170.435,1162.0667,1146.574,1142.5477,1069.2092
5044.823,4884.687,5010.005,4740.8613,4551.4688,4642.085,4565.4775,4796.4287,4806.267,5039.26,4567.3237,4735.5435,4749.017,4664.3623,4877.105,4801.1816,4918.532,5149.822,4655.5566,5205.914,5120.2754,5163.7266,4816.8115,5054.828,5105.19,5000.6465,5015.3984,4822.9585,4938.951,4823.287,4757.6357,4327.267,4517.278,4790.8,4791.1445,4819.318,4964.8677,4840.535,4909.4697,5022.2383,4927.9795,4882.405,4983.5337,5096.7188,5053.2036,4962.486,4965.565,4527.4873
2677.657,2583.6172,2674.01,2503.9377,2353.2563,2399.6995,2374.9143,2523.366,2535.5557,2688.266,2343.9824,2471.7395,2471.8303,2418.722,2566.7217,2501.335,2606.438,2752.054,2426.9224,2795.0146,2748.9338,2774.7297,2557.6528,2685.0132,2737.9827,2674.6863,2687.2627,2554.199,2643.444,2562.5168,2494.264,2189.4377,2324.088,2522.9233,2523.837,2524.2598,2615.8237,2522.7634,2591.5488,2653.8247,2606.665,2581.0054,2622.872,2722.71,2669.7732,2638.848,2624.2056,2336.7073
6204.789,6069.6133,6043.315,6040.9375,6074.786,6122.98,6058.0186,6029.2285,6021.0205,6074.365,6180.393,6245.4775,6238.8594,6242.5566,6212.432,6185.035,6177.2183,6131.7666,6132.0947,6114.4683,6067.534,6094.284,6068.7705,6129.102,6037.673,6007.0474,5950.665,5879.126,5842.564,5883.228,5930.4536,6015.5713,6031.724,5956.7783,6109.929,6130.4463,6212.215,6251.3784,6229.0312,6292.547,6189.2236,6181.6035,6201.257,6096.5347,6204.994,6064.59,6103.4404,6101.264
39585.344,38421.03,39326.094,37409.16,35871.35,36471.78,35954.164,37707.836,37755.47,39474.965,36007.848,37230.332,37376.168,36783.363,38336.793,37786.367,38644.76,40352.363,36714.715,40808.58,40168.934,40447.89,37935.008,39633.336,40027.098,39251.086,39279.18,37799.1,38750.34,37828.527,37346.82,34146.957,35527.85,37647.836,37667.223,37873.812,38902.79,38030.484,38579.367,39422.22,38717.53,38357.8,39037.77,40009.36,39585.3,38962.89,38936.53,35763.133
31495.578,30398.752,30979.408,29794.06,29005.918,29504.27,29283.22,29978.494,30106.54,31265.434,29183.488,30548.188,30269.68,29895.312,30882.691,30087.846,31071.887,31701.156,29649.422,31918.045,31518.965,31854.295,30465.23,31248.004,31349.025,30912.672,30941.908,29883.99,30213.299,29968.475,29427.371,27631.57,28810.238,29694.217,30351.254,30230.969,31245.207,30579.95,31098.709,31647.605,31102.193,30991.4,31173.285,31320.664,31410.26,30830.008,30820.963,28916.086
37519.266,36298.453,37026.29,35438.023,34416.953,35028.586,34617.746,35763.46,35858.33,37293.79,34645.547,36002.99,35875.707,35366.074,36639.215,35912.766,36841.055,37937.54,35156.25,38248.477,37703.945,38053.93,36114.805,37367.03,37526.55,36934.547,36963.97,35731.363,36252.703,35763.152,35268.89,32871.36,34208.914,35538.742,35982.125,36023.223,37129.047,36367.844,36847.4,37571.984,36921.383,36700.242,37145.53,37516.47,37503.69,36794.844,36827.87,34303.1
429.20236,419.01788,423.87228,412.87228,403.8911,407.8388,403.79828,413.08887,413.55634,424.3889,407.27902,416.6477,416.9503,414.5517,422.30603,418.28607,423.25403,431.48892,411.1403,434.6082,429.18536,431.23264,416.69073,427.44263,426.7604,421.83524,419.3734,408.12366,414.20386,409.56537,407.15393,391.5413,399.73972,410.6881,415.31448,416.88245,425.38306,421.87277,425.04077,431.03897,424.22537,421.88937,424.7921,428.68506,428.60187,421.7327,421.84784,404.02756
