V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
38092.938,38280.445,37880.656,38090.5,38067.05,38238.688,38411.98,38260.613,38323.75,38137.246,38227.445,38033.31,38123.453
3801.4397,3829.672,3781.6328,3800.3604,3809.7976,3820.972,3837.595,3818.5925,3830.592,3809.059,3818.8992,3795.0283,3803.4858
9701.514,9707.177,9641.888,9682.466,9683.965,9713.696,9766.072,9754.022,9767.823,9732.006,9729.104,9665.859,9683.219
2361.3672,2326.0894,2331.8523,2368.7747,2326.2307,2349.421,2349.509,2364.8032,2350.6387,2346.0627,2344.7234,2362.315,2352.482
1708.4271,1635.7267,1701.9098,1691.0775,1664.8615,1670.9,1635.3304,1563.6753,1635.8684,1666.798,1581.722,1655.1974,1683.5817
571.28674,592.95044,563.01965,573.4397,596.0142,560.31726,608.89215,596.5174,593.403,576.9105,576.45514,580.3325,570.97784
2914.72,2766.163,2839.1318,2897.4219,2805.3655,2785.48,2913.2637,2893.1807,2850.5342,2872.18,2773.5813,2864.682,2933.2864
2370.049,2306.7559,2403.2964,2391.8682,2405.1606,2324.2332,2293.0654,2190.8943,2271.098,2334.5837,2229.7734,2255.2795,2327.3064
6216.8584,6153.086,6250.303,6225.5195,6248.1265,6210.7114,6186.964,6189.75,6229.468,6226.276,6104.013,6168.5654,6110.407
5010.9746,4987.305,4974.316,5002.479,4958.035,4993.2275,5060.044,5079.9443,5065.9956,5052.658,5050.8237,5015.414,4985.4106
402.9369,403.23044,398.0519,402.4857,408.83163,407.85193,392.8607,382.01205,389.9929,392.768,385.06982,391.07874,401.75916
1061.3715,1058.8313,1056.2098,1062.209,1052.9231,1062.3059,1065.363,1066.6802,1065.7892,1065.9447,1059.8224,1062.4264,1056.1328
2235.5334,2216.828,2231.395,2240.3372,2206.9807,2222.1091,2242.7205,2259.5857,2252.9895,2248.233,2234.4487,2247.862,2227.26
2246.2646,2223.3928,2240.298,2243.5852,2219.6301,2229.7053,2255.3838,2266.7163,2261.9849,2258.752,2240.662,2250.1875,2229.7207
3654.924,3491.8647,3697.6794,3670.777,3472.0193,3533.6433,3665.6057,3767.0835,3696.7825,3717.4065,3586.2346,3743.2993,3569.0085
3654.924,3491.8647,3697.6794,3670.777,3472.0193,3533.6433,3665.6057,3767.0835,3696.7825,3717.4065,3586.2346,3743.2993,3569.0085
12112.514,12115.864,12059.435,12115.824,12054.156,12104.796,12227.082,12242.781,12232.959,12185.519,12178.035,12140.552,12092.93
4464.437,4501.22,4469.541,4479.869,4480.2925,4486.013,4491.9736,4477.4287,4495.378,4467.311,4464.3306,4481.153,4474.946
3027.928,2934.8657,3041.963,3083.2834,2954.6672,2941.6116,3032.404,3023.705,2915.1995,3037.8596,2903.2754,3030.187,3099.3665
4516.626,4354.3545,4454.563,4496.07,4441.2476,4384.729,4525.491,4515.604,4474.258,4533.511,4414.063,4459.257,4511.7983
2051.4243,1986.9957,2044.5182,2055.931,1996.5393,2008.8942,2036.1523,2016.9838,2024.6586,2022.5494,1966.5701,2040.6019,2102.8708
3637.9353,3619.347,3579.0806,3619.032,3652.4036,3462.9836,3766.7651,3762.7422,3779.5706,3721.881,3666.9404,3737.1375,3562.9534
822.32324,817.35425,819.7357,823.06793,810.9856,821.0332,838.30066,842.6092,832.585,822.4385,822.5077,833.53516,832.4508
6757.9473,6417.293,6692.317,6749.0093,6394.9907,6494.09,6728.1797,6741.1494,6654.7725,6718.5425,6442.7476,6814.0103,6729.208
1043.7084,1010.31274,1041.1907,1036.3302,1017.49084,1021.9137,1028.9896,1022.35474,1048.5303,1041.9471,1008.8444,1031.8715,1025.6029
3014.1091,2900.6702,2964.895,2983.4077,2981.442,2913.486,2987.8674,3014.0925,2981.71,3062.0994,2952.5574,2976.2874,2985.8987
2251.742,2057.8086,2176.853,2256.3982,2200.4006,2070.2383,2209.6294,2258.3152,2107.384,2260.6406,2082.2302,2137.737,2252.5232
3480.5183,3316.4536,3643.7112,3720.7715,3390.322,3210.2332,3646.0352,3712.2068,3354.0579,3494.922,3268.5598,3662.7659,3701.3733
653.4578,659.47406,660.24097,663.8865,656.37787,648.5427,669.52234,664.96246,655.18085,646.2916,646.3905,660.69183,654.1741
3710.5525,3814.0688,3730.3962,3688.1099,3804.9326,3671.1072,3864.4592,3815.207,3872.6536,3773.052,3799.3647,3794.4631,3683.6506
785.051,709.9243,783.3475,785.50604,732.2082,738.0942,727.8658,733.4459,757.757,780.32544,707.3295,785.1759,746.29376
4006.6863,3739.565,3939.3523,3912.2053,3880.1008,3799.884,3940.289,3920.842,3893.5688,3991.134,3816.5889,3835.5828,3975.7595
1534.6486,1498.1499,1506.6941,1506.954,1512.6853,1555.1669,1486.2532,1435.0232,1492.4387,1478.6716,1440.8192,1472.8292,1504.1584
1128.208,1105.7728,1133.1932,1133.4017,1121.7725,1121.2559,1102.6819,1083.3898,1097.8145,1119.1593,1080.0975,1103.6761,1112.8835
1138.2233,1093.774,1118.2731,1149.3339,1132.8466,1129.4374,1088.8267,1068.8934,1050.1599,1114.978,1072.9058,1071.6436,1146.414
16041.113,16043.272,16280.214,16251.586,15791.844,15855.257,16145.87,16175.095,16377.497,16406.07,16082.758,16559.889,15620.284
2898.8386,2901.6045,2891.5015,2900.4905,2891.35,2901.4397,2912.0576,2900.265,2906.0505,2897.4714,2891.2441,2890.1824,2893.047
3178.657,3187.3706,3169.6396,3181.774,3174.8943,3186.1418,3196.7505,3185.8076,3186.809,3174.929,3174.7622,3172.0007,3178.2935
5723.811,5726.69,5706.528,5727.2163,5698.2344,5725.5435,5764.0444,5770.651,5772.4023,5752.245,5744.605,5729.207,5708.538
5718.323,5721.5273,5701.264,5721.769,5692.7974,5720.4673,5758.5156,5764.995,5767.078,5746.6187,5739.4165,5723.871,5703.173
6266.424,6277.59,6240.2847,6270.612,6242.9385,6273.275,6317.4565,6326.5044,6318.803,6289.545,6296.8896,6275.6377,6259.708
6278.4883,6288.8877,6251.819,6282.5703,6254.8677,6284.39,6329.608,6338.937,6330.4976,6301.893,6308.2544,6287.346,6271.4927
6272.4575,6283.2393,6246.0513,6276.5903,6248.9043,6278.8325,6323.532,6332.7197,6324.6504,6295.7197,6302.573,6281.4917,6265.5996
