V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
1999.303,2014.279,2016.515,2028.5244,2017.9537,2011.7856,2013.993,2018.6095,2022.6746,2030.5457,2025.407,2018.1372,2018.1813,2013.5181
2969.483,2992.2854,2994.1025,3009.5525,2992.8884,2982.1445,2982.3406,2991.9482,3001.8206,3017.6394,3009.217,2994.0974,2996.0352,2988.6553
1126.8677,1133.638,1134.5635,1138.372,1136.5441,1132.3713,1133.8759,1132.095,1138.1913,1145.0712,1141.2411,1135.6454,1133.8146,1133.3059
1331.6239,1337.6218,1330.0676,1329.625,1337.1132,1339.3937,1345.2241,1322.1827,1328.1482,1346.4397,1349.2333,1343.9354,1344.0773,1345.4266
5769.8955,5817.1196,5826.7183,5859.5806,5827.6426,5814.2544,5821.3716,5834.182,5844.2427,5862.8125,5849.5977,5827.241,5831.864,5817.2456
3150.7583,3173.143,3179.9438,3198.1848,3182.6387,3180.7588,3180.482,3187.6921,3192.227,3207.307,3200.7007,3181.2834,3192.2478,3186.5618
4595.246,4667.1123,4695.5728,4687.734,4770.5244,4710.2925,4786.873,4732.2207,4636.8867,4712.6216,4661.3013,4719.548,4681.7495,4657.9956
1714.3901,1728.4893,1731.1265,1740.5645,1730.7234,1726.8656,1729.3579,1732.3243,1736.1403,1741.5944,1737.9818,1731.0624,1732.5204,1728.892
1569.481,1582.3363,1584.6802,1593.3693,1584.3721,1580.7355,1582.9344,1585.7578,1589.303,1594.4388,1591.0525,1584.6875,1585.9899,1582.6115
2578.5168,2598.2231,2605.265,2617.8203,2605.442,2598.9607,2603.6836,2609.4526,2612.6836,2620.0288,2612.7136,2604.9585,2605.7952,2600.017
2410.597,2431.0933,2433.09,2447.5894,2433.5867,2427.9946,2429.7227,2436.1797,2441.4463,2450.236,2443.0208,2434.0981,2436.2544,2428.2932
3564.4924,3592.7842,3602.8247,3623.1848,3602.3875,3593.0537,3601.6252,3609.6643,3611.3667,3620.9978,3613.5876,3602.4397,3601.5042,3592.2197
6996.7617,7052.494,7073.732,7110.156,7069.3237,7056.0815,7071.2246,7085.8535,7091.2397,7103.149,7091.1743,7068.1016,7066.5356,7048.611
5648.94,5700.5244,5707.122,5732.5356,5706.55,5699.7954,5707.868,5707.62,5717.7446,5736.231,5728.5034,5704.3687,5714.1357,5700.0728
6916.873,7000.733,7049.2495,7073.9,7066.491,7087.825,7187.001,7104.4463,7046.7974,6999.9663,7013.542,7056.8413,7036.0093,7032.239
3062.422,3086.8508,3088.1511,3105.6907,3090.571,3081.5376,3081.82,3089.6306,3098.3042,3111.566,3100.3748,3089.3257,3090.9348,3082.372
3930.4773,3961.432,3973.0068,3995.9155,3974.2786,3964.6033,3971.5305,3981.834,3981.9429,3995.101,3987.3792,3971.8813,3972.7805,3959.7346
9440.044,9514.275,9520.264,9586.116,9527.05,9490.768,9501.123,9528.837,9550.411,9592.156,9564.386,9528.478,9528.919,9504.37
2634.1396,2652.9045,2660.934,2674.4084,2664.403,2661.0156,2666.7305,2668.4119,2669.4873,2675.0217,2673.7117,2662.957,2663.4744,2661.5413
10736.502,10815.405,10828.282,10894.397,10836.35,10790.106,10792.927,10836.2,10858.988,10918.378,10871.392,10828.813,10830.016,10795.204
2622.9624,2641.642,2649.5735,2662.9077,2653.1096,2649.753,2655.455,2656.9932,2658.1772,2663.6694,2662.3665,2651.6658,2652.1074,2650.2888
2875.7463,2897.3137,2902.4915,2918.5032,2900.499,2896.4976,2903.817,2904.0444,2912.546,2916.5474,2915.4397,2901.8728,2905.4016,2908.0063
1915.9695,1928.888,1931.4282,1944.429,1930.5865,1924.0493,1926.3522,1932.1465,1939.6023,1945.4597,1943.3158,1931.9514,1932.7626,1933.809
2571.196,2590.525,2594.733,2609.117,2593.064,2589.457,2595.6726,2595.8892,2603.834,2607.6848,2606.5854,2594.2651,2597.552,2599.7827
1589.4236,1599.7947,1601.6599,1612.1283,1601.1392,1596.0114,1597.7292,1601.9116,1608.0968,1613.0945,1611.147,1602.065,1602.8412,1603.6522
2389.1973,2406.659,2410.7039,2423.5515,2409.3748,2406.3428,2412.2332,2411.5415,2418.563,2422.1155,2420.894,2410.1543,2413.1096,2415.2493
1713.0212,1724.5826,1726.582,1738.2639,1725.9258,1720.0453,1721.894,1727.0857,1733.9635,1739.4067,1737.4019,1727.1113,1727.9283,1728.7882
414.45758,418.50827,418.80792,422.24594,419.373,416.0511,415.50742,420.1467,419.5448,423.06113,420.53647,419.14026,418.96432,416.72214
6322.168,6378.3965,6387.6304,6422.017,6391.6704,6378.2246,6386.094,6398.214,6408.7793,6428.7734,6413.0474,6390.597,6399.977,6383.356
595.6225,601.4604,601.906,606.8518,602.69116,597.93243,597.167,603.80255,602.9203,607.9878,604.3606,602.35876,602.132,598.9076
2029.2046,2042.8087,2052.5776,2064.807,2050.6636,2041.0087,2046.7175,2056.4412,2055.8328,2063.7925,2057.7983,2051.647,2048.4246,2043.7994
1840.4291,1852.7611,1861.6233,1872.7122,1859.8928,1851.1342,1856.31,1865.1348,1864.5829,1871.7982,1866.3618,1860.7819,1857.8507,1853.6565
6580.9917,6631.9893,6650.1,6687.519,6640.017,6621.0073,6630.752,6653.609,6664.533,6687.043,6667.0522,6635.1514,6644.6914,6620.56
2260.9138,2279.046,2284.023,2292.898,2275.6177,2272.2358,2276.2732,2278.3801,2286.3684,2289.6602,2290.9612,2277.807,2280.4795,2284.934
1634.5869,1649.8668,1653.2465,1661.8015,1649.0385,1643.6476,1645.9457,1653.5481,1657.7771,1663.1722,1658.6895,1652.5074,1651.7312,1646.0874
3706.355,3732.7046,3741.4673,3762.193,3742.7168,3725.5059,3729.8342,3745.0454,3750.0967,3769.4102,3754.6921,3742.2495,3740.6958,3731.0842
2492.1187,2506.6895,2506.9758,2518.6326,2511.4075,2501.706,2502.0232,2507.3381,2511.4353,2525.4297,2518.4597,2511.795,2513.1663,2509.142
2319.3508,2336.5908,2338.1064,2348.154,2330.2834,2321.6812,2323.8164,2328.684,2344.068,2352.9663,2348.507,2338.1921,2336.8562,2337.6636
2339.2307,2362.0193,2389.785,2393.7605,2382.4827,2382.789,2398.0642,2401.5803,2384.7974,2383.3757,2379.9712,2373.7654,2377.5789,2366.8096
3800.9336,3839.1267,3843.9207,3865.821,3842.9348,3837.4585,3846.1475,3850.1064,3854.599,3862.173,3857.5647,3845.7437,3848.008,3834.157
6146.834,6203.9863,6246.316,6283.058,6250.965,6235.1,6282.9854,6289.745,6276.2236,6262.1387,6229.1343,6244.401,6227.1694,6224.7437
7133.4746,7191.659,7178.11,7210.8433,7202.564,7193.359,7188.253,7189.6235,7205.87,7230.528,7213.5435,7203.203,7200.722,7183.1597
1131.5005,1141.4082,1140.4733,1147.1282,1141.4674,1138.7561,1138.4061,1140.2871,1144.3003,1149.4636,1146.0188,1140.9508,1142.8651,1139.3407
8513.409,8573.819,8581.767,8637.522,8585.673,8548.192,8554.352,8586.598,8607.842,8657.534,8623.9795,8587.993,8590.019,8562.715
1109.205,1117.2883,1118.637,1125.5107,1119.3989,1115.4711,1116.6249,1119.5315,1121.9009,1126.9878,1123.6613,1119.0143,1119.514,1116.5916
10240.472,10318.357,10322.704,10383.177,10325.498,10293.57,10295.564,10319.878,10351.995,10400.636,10376.574,10321.518,10335.445,10315.614
1011.573,1019.01776,1019.12213,1025.2369,1020.59705,1016.01196,1016.94775,1019.31036,1022.0197,1028.167,1024.2874,1021.11456,1020.7199,1017.922
10565.687,10656.146,10643.877,10708.528,10654.686,10627.083,10622.435,10638.823,10678.323,10731.354,10698.894,10650.133,10666.832,10633.167
11145.093,11241.453,11230.372,11297.128,11240.343,11212.192,11208.232,11226.224,11268.173,11320.766,11285.668,11235.931,11253.97,11219.758
10053.003,10128.109,10125.248,10186.452,10132.332,10101.809,10102.2295,10123.365,10158.786,10207.871,10180.663,10133.859,10143.713,10120.239
1033.8591,1041.4287,1041.3507,1047.6089,1042.1101,1039.0153,1038.9977,1041.3894,1044.8662,1049.7076,1047.0558,1041.9912,1043.0615,1040.743
2960.9797,2980.9,2976.1099,2995.9258,2981.962,2965.7048,2957.9402,2972.6938,2985.3823,3011.9795,2996.1072,2977.499,2981.4705,2969.0571
1095.0032,1102.9491,1104.3918,1111.1685,1105.0425,1101.2577,1102.4176,1105.4194,1107.7334,1112.5922,1109.2241,1104.7903,1105.1451,1102.3049
2778.1904,2800.6194,2803.2605,2820.2139,2805.8174,2797.3428,2801.9072,2807.4177,2811.5542,2821.9336,2814.2156,2806.385,2806.7053,2798.0845
1069.5924,1077.499,1078.6741,1085.0311,1079.1205,1074.2883,1074.8926,1078.8098,1081.5486,1087.4783,1083.4409,1078.8613,1078.8092,1076.0347
10415.755,10489.117,10504.289,10568.32,10507.362,10473.289,10484.184,10513.095,10533.993,10580.126,10550.276,10506.426,10511.635,10484.874
1723.2057,1736.8213,1735.987,1746.9734,1738.0432,1732.0621,1730.9867,1735.8663,1741.3098,1751.4998,1745.652,1736.5892,1739.1871,1733.4725
1688.1152,1700.8949,1700.5459,1711.327,1702.8605,1696.1613,1695.4167,1700.4253,1705.7192,1715.9174,1709.0281,1701.0457,1702.457,1697.1945
4858.593,4901.939,4906.8203,4935.7803,4906.282,4896.9497,4903.103,4912.036,4923.3,4935.378,4927.038,4907.1484,4911.3994,4899.1167
3992.6694,4022.6978,4029.3337,4054.2258,4033.084,4016.3784,4020.597,4033.6985,4040.2905,4060.0872,4047.2317,4031.9229,4029.5806,4016.339
3569.0083,3597.0757,3600.9255,3622.8118,3597.2068,3582.579,3588.6467,3598.5322,3610.4133,3627.7876,3619.8362,3606.1719,3605.659,3601.6606
