V1,V2,V3,V4,V5,V6
7566.249,8131.1084,5970.9653,5087.304,4337.732,4744.7524
1301.1066,1397.1039,995.06006,805.3532,700.41144,753.06995
8324.552,8816.815,6663.6973,5849.273,4889.3696,5678.103
9579.223,10151.46,7657.3228,6709.568,5612.3047,6505.583
6649.556,6969.952,5370.343,4838.6997,4007.6123,4758.9336
3678.9397,3862.997,2956.1245,2635.6033,2178.649,2586.9565
3277.1365,3451.2244,2625.1633,2310.0696,1918.4725,2266.9717
2422.6387,2606.0156,1909.1152,1617.478,1382.7021,1504.1323
2267.1758,2423.7722,1797.4631,1542.9592,1307.0314,1461.1053
2261.2478,2421.6382,1788.2314,1525.0444,1294.8307,1437.4795
1468.1622,1571.4904,1162.1912,994.6631,844.3205,938.96423
1917.1279,2032.7781,1532.6426,1339.8074,1123.638,1296.9626
4828.749,5096.7554,3878.3374,3435.9521,2868.001,3354.2007
5170.9033,5485.634,4138.0815,3624.7595,3040.0896,3492.6648
5365.1455,5665.574,4308.9507,3801.2937,3169.9004,3703.3662
2772.721,2949.6633,2216.9048,1943.1816,1635.4294,1862.2343
3913.9805,4142.484,3145.9336,2777.3372,2323.1934,2694.9343
3345.7139,3558.987,2675.1433,2339.6377,1968.9897,2241.265
2598.7861,2656.6394,2128.1816,2013.2445,1699.6702,1993.9069
6239.3564,6638.3486,4948.2915,4274.9976,3599.7998,4105.4736
8555.589,8991.171,6841.717,6054.52,5019.629,5975.0034
3826.0312,4020.6875,3053.2153,2696.5935,2229.6504,2643.0647
8840.062,9459.047,6936.373,5838.859,4959.212,5530.9575
7917.7783,8401.202,6275.1895,5388.0474,4523.538,5217.6426
2155.084,2272.0642,1721.8468,1509.6965,1257.4706,1486.4761
6391.2954,6729.285,5079.7534,4440.7456,3682.6836,4346.9146
1559.4314,1644.2979,1243.3152,1084.3312,902.64923,1067.44
1533.0643,1621.7921,1218.1332,1054.0533,879.22595,1029.6676
4024.497,4297.4756,3187.5417,2730.9878,2310.6106,2593.7844
4318.7754,4578.066,3456.828,3024.7888,2536.37,2927.132
3696.614,3969.3696,2921.7031,2482.3018,2115.3953,2322.2402
5268.591,5623.09,4180.356,3595.181,3039.6477,3419.2058
1246.3771,1328.4995,992.8651,860.0329,725.96014,821.3951
1654.8036,1765.7839,1316.0674,1135.7072,960.0313,1081.3474
3257.5718,3464.6492,2593.9995,2247.949,1891.6321,2158.2063
1137.7797,1216.8442,901.7805,773.1219,655.05133,731.9286
3798.9873,4040.8833,3022.1147,2614.088,2200.2625,2508.9187
6066.1475,6709.229,4740.2754,4182.142,3295.9536,3470.2947
3805.5059,3996.721,3093.2017,2801.491,2316.9048,2783.6477
4798.2915,5059.1904,3860.6182,3434.5386,2859.1116,3369.4194
15029.704,15958.076,12020.851,10540.972,8846.245,10162.987
5363.3447,5579.257,4327.858,3990.7156,3259.0486,3921.7212
2771.1438,2893.686,2237.409,2040.6667,1676.0933,2007.9664
9993.7,10515.476,8058.075,7187.2427,5975.7183,7087.983
10020.612,10589.292,8039.192,7097.5913,5928.6665,6925.492
5983.8477,6199.663,4843.0854,4531.435,3683.1877,4466.6055
5991.1807,6207.223,4849.06,4537.1343,3687.789,4472.2075
7254.748,7874.328,5653.842,4691.772,4054.8264,4238.0405
2529.1511,2704.95,2006.3676,1724.807,1462.4487,1630.8331
18730.555,20004.607,14877.018,12828.918,10856.127,12169.322
8286.877,8854.52,6581.0786,5672.5894,4804.267,5373.343
15823.338,16404.732,12756.072,11901.081,9642.272,11581.193
16187.67,16768.904,14513.407,13529.351,12482.367,13696.438
7927.5166,8147.1636,6785.932,6497.747,5571.835,6363.201
2407.978,2471.2197,2034.5142,1940.9985,1639.6556,1885.7296
10323.8,10676.6,9273.454,8896.729,7993.4106,8695.716
1919.0319,1994.9845,1547.9253,1431.3451,1165.9125,1405.6136
10264.724,10817.976,8263.749,7356.905,6135.754,7229.5444
10056.847,10747.32,7962.2793,6839.391,5785.5005,6484.314
10014.429,10606.142,8005.988,7024.5015,5882.1875,6816.663
10036.594,10775.8545,7846.73,6610.694,5605.184,6188.0825
11578.673,11923.699,10293.93,10093.125,8834.528,10266.208
10198.221,10637.969,8222.653,7570.9707,6153.9688,7430.616
12678.82,13390.653,10129.428,8874.532,7389.111,8664.07
9926.162,10365.597,7912.668,7159.395,5849.9004,7016.8867
9554.265,10058.276,7638.245,6743.479,5622.1147,6655.148
10487.577,11180.71,8359.789,7278.561,6143.3423,6943.8047
10634.25,11415.24,8414.035,7214.7476,6140.071,6761.329
10117.844,10667.0205,8160.0063,7263.3203,6063.535,7120.671
10219.711,11069.298,7946.7026,6587.363,5674.8247,5999.8667
10775.104,11453.55,8568.03,7472.431,6310.3716,7127.1445
9736.779,10219.364,7860.6646,7043.511,5834.6714,6970.3477
