V1,V2,V3,V4,V5,V6,V7,V8
6248.4697,6260.9673,6052.115,5875.4062,5930.1978,5639.3306,5217.925,5190.607
6440.1973,6465.0264,6246.89,6061.976,6115.7593,5821.6978,5384.583,5351.0166
6617.504,6652.698,6417.841,6214.013,6262.387,5963.4263,5506.883,5450.7573
7035.2134,7063.2886,6825.6816,6629.607,6691.8765,6378.0815,5900.588,5865.9434
1077.1733,1054.4309,1058.2217,1056.1371,1039.0117,971.98376,919.14594,945.52423
9020.943,9014.161,8759.468,8561.809,8651.73,8248.554,7662.503,7677.4795
3097.8738,3098.6492,3006.8892,2936.5188,2967.8242,2829.6782,2626.43,2629.4758
2386.3938,2382.4082,2315.8916,2264.8618,2288.005,2179.4888,2025.5153,2032.2573
2298.224,2297.6785,2231.4167,2180.161,2202.1946,2098.6772,1948.7001,1951.936
2364.3108,2365.7864,2296.9392,2241.359,2262.178,2157.0757,2001.7561,1999.678
1073.6791,1074.7863,1041.5444,1015.70325,1026.4294,979.0077,907.8204,906.4798
3004.5725,2976.4534,2913.914,2861.1257,2880.9756,2728.7856,2547.768,2576.2236
1629.5251,1627.1569,1582.6025,1549.3507,1568.5452,1497.8049,1392.6906,1397.328
11212.717,11179.349,10879.526,10669.39,10818.479,10316.477,9601.696,9676.822
1196.7347,1193.7954,1170.952,1148.0792,1149.7009,1095.4293,1021.2775,1022.6052
1881.892,1868.154,1827.1049,1795.7119,1819.556,1732.6536,1618.9825,1637.6913
2248.1663,2247.4163,2183.4893,2138.0088,2162.5054,2063.0222,1916.9154,1925.8402
4450.7227,4433.1006,4325.83,4216.97,4246.807,4043.6392,3764.6465,3752.2534
5163.509,5151.499,5012.8354,4909.9434,4968.9434,4737.2456,4406.6904,4431.545
5764.377,5755.498,5591.8843,5474.6274,5536.6016,5279.905,4907.293,4927.543
8867.533,8849.741,8603.033,8422.439,8515.408,8115.1157,7544.701,7579.572
4736.1875,4735.0425,4621.5015,4533.348,4569.1177,4362.6445,4059.9487,4076.5754
5531.375,5519.966,5374.209,5258.729,5305.9204,5052.976,4698.6265,4714.284
2176.6882,2177.8274,2114.7732,2062.6667,2083.3816,1987.108,1844.4532,1842.9362
1279.3436,1281.0192,1243.7289,1211.876,1223.6403,1167.6008,1083.4448,1081.3942
7396.04,7323.3037,7215.658,7190.2017,7100.363,6651.297,6214.587,6374.801
8577.283,8578.728,8339.651,8131.504,8210.672,7827.8433,7266.5767,7264.0894
4567.2617,4570.7705,4426.575,4324.932,4388.108,4191.2095,3887.2654,3894.1042
1750.8053,1749.6191,1691.9905,1650.3777,1672.8494,1593.1678,1477.5997,1479.4258
2884.6335,2892.799,2799.642,2729.426,2758.406,2632.477,2438.773,2433.4778
2320.427,2327.565,2257.3757,2201.6426,2223.327,2122.6802,1968.4884,1966.2767
4306.1406,4292.456,4159.717,4067.2432,4125.5073,3926.5916,3647.9717,3665.5322
7655.2393,7665.785,7440.6123,7264.5747,7344.3154,7012.337,6507.088,6506.6377
6672.163,6686.1943,6490.1226,6332.197,6396.89,6109.436,5668.372,5662.546
9371.52,9397.71,9112.122,8887.311,8984.279,8587.227,7960.9395,7941.055
8383.674,8383.935,8143.057,7953.4883,8042.4985,7667.3813,7118.2617,7133.245
4096.2725,4096.88,3976.9365,3892.2236,3934.0247,3752.334,3483.1206,3494.903
5896.488,5900.685,5732.315,5603.3384,5662.9536,5406.1724,5018.216,5026.8613
5351.46,5352.224,5250.2344,5126.78,5145.11,4910.937,4580.1953,4578.745
4826.6875,4833.456,4690.0225,4580.1313,4628.7993,4416.6045,4098.1855,4100.211
1772.1796,1772.6128,1722.1494,1682.0095,1699.9175,1622.3237,1506.1415,1506.6614
1956.9674,1955.2833,1899.4467,1856.1759,1878.7382,1793.3713,1665.8368,1668.7229
4988.13,4994.6313,4846.809,4737.362,4787.781,4566.8867,4238.087,4246.017
1188.3776,1190.0154,1154.1534,1127.2343,1140.7662,1089.615,1010.8251,1011.0709
1783.1165,1783.8075,1732.0797,1690.6638,1708.4663,1630.0989,1513.0088,1512.5767
3119.7842,3122.3594,3029.6216,2957.8489,2988.5483,2849.1194,2645.294,2647.028
9001.164,9018.198,8752.665,8550.129,8636.022,8250.557,7655.3174,7653.479
1291.6831,1287.9287,1253.5034,1228.6478,1240.7769,1183.5344,1100.7484,1103.9819
8235.697,8255.458,8009.6035,7816.8247,7906.896,7559.9204,7014.5005,7010.1055
8587.801,8614.478,8358.234,8158.6665,8244.152,7882.7153,7311.1807,7304.247
1358.5332,1361.5903,1318.8524,1284.7574,1305.3789,1250.3837,1159.8763,1156.5212
5399.063,5405.8076,5245.51,5117.7515,5170.656,4930.8193,4575.8633,4575.6787
2455.673,2456.0527,2385.2397,2327.0518,2356.0693,2251.5007,2091.2158,2088.715
1536.4006,1535.9814,1492.0424,1457.7086,1473.5337,1405.7815,1305.7107,1307.5701
6402.4404,6409.67,6218.1475,6074.777,6140.527,5856.3506,5434.204,5441.635
2784.2039,2786.3557,2703.8606,2634.4436,2667.0051,2548.602,2365.3628,2358.424
1359.9674,1361.3575,1321.4874,1290.4594,1305.5564,1246.7815,1157.1624,1157.7617
6876.865,6890.437,6677.075,6509.0786,6584.5024,6288.3115,5831.7544,5820.9307
8924.735,8947.112,8671.46,8456.081,8555.388,8180.4487,7586.17,7565.728
1305.5225,1306.6492,1269.0365,1240.2745,1253.9296,1197.8877,1112.5735,1112.5256
2539.9783,2531.9758,2471.361,2426.0745,2455.7522,2342.0742,2182.027,2199.6472
1893.6698,1895.6301,1848.9518,1812.42,1826.3704,1744.1147,1619.5294,1622.006
2514.1726,2496.4568,2446.7983,2416.4116,2453.091,2336.5427,2183.2568,2223.943
2876.1428,2857.8335,2791.2722,2745.6577,2784.6409,2652.1467,2475.0808,2506.3127
4343.5273,4327.336,4228.08,4154.5356,4203.073,4005.691,3733.3193,3767.508
5626.0874,5599.1763,5465.055,5379.4224,5459.092,5211.252,4863.908,4926.135
9654.502,9632.197,9395.618,9226.603,9340.376,8913.442,8298.057,8366.811
3013.8796,3013.1448,2929.9888,2865.301,2901.373,2774.0708,2579.5073,2583.5127
1009.0461,1007.6327,974.4651,953.2782,968.58057,924.0097,858.8103,864.1265
9932.859,9942.796,9652.388,9427.313,9520.991,9083.832,8431.023,8431.808
4574.1924,4570.9287,4403.4873,4301.7134,4376.067,4184.2124,3883.7798,3892.4783
3577.3464,3571.2002,3468.4958,3398.4802,3442.3474,3282.7285,3047.7222,3062.8198
4746.6924,4739.7217,4610.205,4516.1113,4569.8945,4358.4443,4052.7488,4074.1694
2751.9722,2748.9277,2676.2402,2622.3003,2651.2996,2528.8606,2351.5488,2363.676
1475.4321,1475.4445,1433.4135,1401.4574,1416.1384,1350.4185,1254.195,1256.8616
12423.269,12418.2705,12067.046,11800.058,11925.465,11370.168,10562.152,10589.037
16114.236,16091.676,15654.427,15333.1045,15508.182,14788.197,13751.225,13818.924
15707.408,15684.962,15259.31,14946.617,15117.322,14415.246,13404.718,13471.428
1546.5284,1544.1517,1504.6068,1473.688,1490.7258,1422.5171,1323.4569,1329.2383
6342.185,6357.6797,6163.203,6009.3677,6064.5854,5787.679,5364.6016,5349.868
4212.0576,4220.9004,4091.709,3990.1125,4027.363,3842.2798,3561.9316,3554.1316
2059.7917,2068.8376,2002.6782,1947.4128,1961.727,1872.7114,1732.2958,1718.6946
3070.7522,3085.7424,2977.5562,2888.629,2893.0237,2744.713,2529.4436,2502.3506
11351.502,11388.883,11034.755,10739.903,10812.816,10308.955,9541.287,9485.395
30613.2,30486.426,29697.877,29144.416,29636.467,28304.229,26407.424,26693.041
1020.96967,1024.1055,992.96436,967.44824,973.9151,928.6409,859.8856,855.9509
2180.6292,2181.0498,2118.1895,2070.812,2092.5007,1995.6133,1853.3397,1857.1007
3529.0955,3546.6375,3435.8896,3337.4927,3344.5642,3186.3367,2942.9985,2912.39
7722.3564,7765.208,7510.146,7281.3257,7294.175,6946.576,6408.339,6325.7256
7854.8853,7867.3945,7625.1577,7435.25,7489.2007,7142.105,6604.571,6559.953
998.72235,1003.2222,970.392,943.51013,949.9118,905.9947,837.6168,831.1436
6678.2246,6691.333,6491.446,6333.5317,6391.28,6097.0244,5653.0566,5642.96
1444.0381,1443.9979,1402.524,1371.6044,1386.4915,1322.5627,1228.5541,1231.6969
3675.6687,3676.4766,3565.167,3478.5542,3512.6465,3346.4287,3104.7065,3103.7214
5468.6987,5470.9927,5308.7026,5182.3154,5233.353,4988.2046,4628.9355,4629.2344
8290.179,8304.347,8046.0435,7842.315,7922.1313,7556.3335,7000.1074,6979.2007
19497.596,19508.266,18941.059,18507.723,18698.428,17835.164,16557.65,16576.21
2279.1956,2289.5298,2212.4395,2145.27,2156.0413,2053.3267,1896.4103,1875.0317
1405.6532,1414.0674,1324.6404,1264.5144,1256.7648,1211.2386,1095.2307,1024.8376
6419.5205,6451.0317,6240.0557,6055.321,6081.2593,5795.2397,5353.19,5295.7036
3965.3699,3980.1003,3853.6636,3752.4365,3785.0776,3614.3137,3345.5974,3326.693
2096.9578,2104.9346,2034.2599,1974.9806,1986.1193,1888.7499,1745.9503,1732.5226
2130.011,2135.888,2069.525,2015.933,2032.3553,1938.4553,1795.5297,1788.1499
5608.4644,5631.867,5457.0117,5307.265,5333.5884,5084.563,4702.426,4666.843
1680.6539,1681.0471,1632.1819,1595.1412,1611.6232,1536.3134,1426.5453,1429.1617
3402.1748,3395.797,3309.7976,3247.1445,3284.0007,3131.222,2914.0798,2934.1924
5812.7544,5829.295,5659.3594,5518.64,5557.1987,5297.9224,4911.0215,4896.118
2153.78,2156.515,2091.9504,2040.0587,2058.3618,1962.2661,1819.768,1816.6477
2860.5295,2863.7114,2779.492,2714.134,2739.4412,2612.229,2423.7205,2423.6548
2160.133,2164.6594,2097.2576,2043.1063,2060.2742,1963.0879,1818.6499,1813.0905
5225.8687,5244.341,5076.8467,4938.238,4967.0044,4732.0557,4377.7188,4350.9756
3623.8662,3627.685,3520.02,3435.463,3465.403,3302.542,3063.6477,3062.2217
