V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
2013.9078,2023.5865,2055.4673,2049.4927,2038.0297,2040.297,2037.9855,2040.4149,2055.485,2050.2212,2050.2896,2034.1766,2028.8936,2060.7168
2979.8828,2988.1462,3036.9375,3033.4146,3013.3818,3012.7551,3011.8003,3016.4956,3036.838,3038.7815,3039.2588,3014.539,3000.4988,3048.7083
1127.0654,1125.2954,1144.1609,1146.4825,1139.0431,1131.8503,1137.4929,1137.9373,1150.0771,1151.0743,1155.258,1140.5065,1130.7747,1151.6691
1306.6218,1290.7269,1309.4198,1325.3177,1307.7538,1277.8517,1317.0016,1294.8097,1318.5992,1350.4717,1358.8788,1323.8348,1309.997,1334.1298
5828.6445,5856.383,5953.9546,5930.7056,5894.0513,5905.607,5897.6323,5904.2114,5950.3496,5930.231,5930.1294,5875.352,5874.036,5963.2163
3177.151,3166.362,3230.037,3235.831,3199.295,3207.8406,3200.3467,3204.263,3226.8093,3257.6082,3235.0723,3197.4019,3197.7112,3253.3499
4815.7153,5024.3315,5016.859,4874.7344,4956.42,5035.2373,4983.703,4878.4106,4977.2812,4815.4375,4789.259,4885.618,4967.7773,4906.9893
1730.1531,1737.1417,1766.237,1761.2452,1748.996,1750.4974,1749.2865,1749.9928,1765.5679,1761.656,1761.3765,1743.4642,1742.8721,1770.0504
1583.5819,1589.8806,1616.4581,1612.0475,1600.8656,1602.1603,1601.0449,1601.7551,1615.9038,1612.6044,1612.2687,1595.9801,1595.2351,1620.108
2608.8284,2620.0657,2669.9282,2653.8286,2639.2358,2643.3909,2639.2363,2642.4324,2662.9238,2655.002,2655.6252,2627.496,2629.6387,2670.783
2435.1968,2444.9182,2483.988,2477.8115,2459.889,2464.9797,2460.335,2462.7546,2483.228,2479.3748,2476.4604,2453.3137,2454.3303,2490.2166
3608.2175,3633.5981,3697.3726,3673.802,3655.5554,3662.904,3657.3977,3662.17,3689.2505,3666.124,3671.8823,3637.1401,3640.0588,3694.2844
7091.658,7148.0977,7274.3877,7217.0195,7191.0444,7208.6216,7194.4487,7207.7505,7266.299,7188.5303,7209.694,7141.92,7151.186,7259.3574
5709.738,5729.709,5821.5435,5801.4346,5761.061,5769.2773,5774.1567,5760.179,5820.662,5810.1357,5808.7437,5745.9995,5749.425,5829.729
7278.986,7433.9927,7547.2246,7378.1855,7343.6245,7433.6826,7423.267,7340.9253,7480.367,7262.0347,7318.4155,7214.523,7355.233,7392.2017
3087.146,3095.7166,3143.1548,3137.9712,3120.1572,3125.0273,3117.8093,3120.203,3146.2761,3144.156,3136.7847,3113.3103,3107.7898,3155.0134
3975.8252,4002.26,4073.8584,4050.2732,4027.5042,4039.1948,4031.6514,4037.803,4066.569,4042.726,4048.7278,4008.7153,4014.3923,4069.278
9506.397,9544.54,9694.689,9676.277,9620.334,9617.849,9616.825,9630.311,9684.973,9680.676,9688.836,9597.469,9575.235,9722.615
2663.675,2673.4915,2725.6047,2712.4614,2693.9758,2700.6216,2697.2097,2700.4973,2724.229,2713.7258,2715.7473,2683.8682,2680.5256,2727.753
10812.408,10855.153,11025.279,10997.587,10946.841,10958.319,10930.735,10954.835,11019.492,11013.904,10999.985,10922.39,10895.954,11058.317
2652.3652,2662.137,2713.8892,2700.9421,2682.5156,2689.031,2685.6538,2688.8855,2712.84,2702.1318,2704.2563,2672.4905,2669.0493,2716.1438
2901.755,2904.719,2961.3506,2956.5186,2930.983,2930.2856,2932.0771,2929.495,2956.607,2957.6536,2958.6084,2919.9219,2915.5432,2968.8115
1924.2852,1927.1007,1964.7277,1963.9407,1947.459,1944.7373,1943.4291,1947.0146,1960.6654,1965.6864,1967.6194,1944.9254,1934.6428,1972.7021
2593.512,2595.3235,2645.6777,2642.4033,2619.2566,2618.3247,2620.125,2617.5828,2641.8022,2644.0078,2644.4817,2609.8413,2605.5774,2653.0857
1595.7329,1597.0422,1627.6666,1627.2626,1614.0862,1611.8218,1611.4358,1613.9424,1625.2244,1629.2393,1630.7535,1612.1339,1603.6724,1634.7261
2409.9248,2411.168,2457.23,2453.6392,2433.289,2432.487,2435.0093,2432.0938,2454.607,2455.2747,2456.0303,2424.288,2420.5212,2464.061
1719.8132,1721.7533,1755.2094,1755.2194,1740.2776,1737.6317,1736.6001,1739.6516,1751.8087,1757.1761,1758.6604,1738.3408,1728.8977,1762.8438
419.5459,423.1056,429.66205,426.98788,426.08292,428.82642,423.80063,425.5,425.61365,426.943,424.7568,424.82114,423.87463,429.64197
6396.724,6421.7876,6529.0513,6505.1997,6460.028,6475.5635,6464.0386,6464.8647,6522.161,6515.148,6504.6636,6440.7056,6445.435,6542.2876
602.93396,608.0615,617.4988,613.6673,612.323,616.28516,609.0728,611.48486,611.6359,613.5635,610.42554,610.51074,609.1787,617.47327
2051.6245,2072.4558,2111.2712,2090.813,2085.0605,2090.823,2083.0342,2090.0874,2105.0652,2085.8457,2088.94,2074.3027,2073.73,2105.6526
1860.7725,1879.6647,1914.8748,1896.3077,1891.1017,1896.3232,1889.2563,1895.658,1909.2473,1891.8113,1894.6221,1881.3378,1880.8186,1909.7693
6658.775,6701.02,6818.6514,6773.5728,6746.0864,6749.6953,6744.5845,6762.315,6804.456,6750.152,6769.2993,6693.55,6719.0884,6809.355
2279.414,2277.5583,2322.96,2316.9238,2299.3389,2298.428,2300.1191,2300.9695,2317.482,2314.6145,2318.127,2294.1824,2282.4788,2329.3616
1653.6387,1662.3049,1692.5216,1685.2509,1673.2195,1675.675,1670.0209,1673.5066,1686.4019,1682.9167,1682.525,1669.2314,1666.6653,1692.7158
3737.2488,3758.5852,3822.8364,3800.4612,3787.3477,3792.1746,3782.227,3792.3562,3815.454,3806.0261,3803.4915,3777.662,3767.6013,3827.971
2492.2432,2491.2896,2530.7422,2529.7507,2516.0337,2520.5635,2519.6694,2514.673,2535.4082,2539.063,2537.381,2520.3494,2507.741,2540.9148
2321.707,2317.8672,2361.3938,2360.8896,2344.8816,2336.4243,2338.4807,2339.5396,2361.629,2371.0415,2368.317,2351.8494,2322.5974,2375.344
2430.5862,2459.9626,2523.975,2465.9731,2468.8289,2485.6377,2468.9956,2470.2932,2502.449,2448.6995,2451.5815,2410.8997,2464.1614,2489.0298
3857.1777,3888.5886,3948.646,3928.604,3899.9053,3916.0366,3908.3733,3904.8127,3945.526,3915.159,3917.2593,3882.1772,3892.2864,3942.1917
6358.749,6440.316,6568.7383,6472.634,6463.9463,6508.2827,6449.184,6476.757,6532.1157,6431.6104,6411.741,6361.4727,6419.5737,6525.326
7173.5913,7178.5117,7266.135,7276.0664,7232.9985,7265.743,7245.6533,7224.43,7289.7373,7309.5474,7270.432,7253.9336,7203.011,7310.411
1139.1348,1140.7263,1156.7301,1157.3722,1148.7518,1149.5142,1149.7362,1148.7418,1158.7429,1160.4308,1158.4304,1147.5212,1146.4781,1162.2979
8556.442,8590.632,8733.127,8715.334,8663.013,8663.268,8651.167,8670.15,8718.053,8730.046,8725.001,8654.86,8625.1875,8760.316
1117.1493,1121.6176,1139.7291,1136.6246,1130.4119,1130.9753,1129.9785,1131.0586,1139.5459,1137.8057,1137.7015,1127.5198,1125.8308,1142.5122
10284.693,10293.218,10458.051,10464.811,10389.4375,10382.195,10382.339,10383.262,10467.425,10488.434,10483.503,10375.216,10342.94,10506.788
1015.27,1017.85925,1033.7247,1032.9452,1026.6511,1025.7614,1026.3489,1026.8473,1032.8398,1036.4114,1035.5845,1027.6298,1022.4395,1038.2865
10623.135,10629.037,10777.719,10793.939,10712.361,10713.386,10720.396,10706.512,10795.656,10827.428,10808.497,10706.488,10687.806,10834.834
11212.312,11223.114,11380.187,11392.826,11306.212,11310.999,11314.89,11303.856,11400.568,11424.735,11404.681,11298.009,11281.455,11438.551
