V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48
672.4122,622.1284,547.96313,540.8144,487.40314,472.78867,490.55566,477.9419,488.85406,572.8371,627.51416,635.125,636.30505,768.8976,789.3067,808.3851,820.039,854.474,814.9215,738.7931,766.06616,780.6757,788.12665,729.6411,555.85706,554.0363,677.25415,492.88202,517.753,472.35834,523.5097,451.72626,508.94122,593.08594,608.81177,701.3461,747.0907,781.5111,859.6904,855.95374,773.59045,879.8899,808.65564,902.0857,727.36426,765.5027,780.03076,701.28357
3037.8547,2715.2847,2514.2424,2477.342,2271.1206,2088.0957,2127.8755,2111.8176,2112.4722,2494.7686,2589.4192,2612.2852,2658.641,3199.609,3334.7344,3528.8135,3475.6792,3703.2913,3518.6987,3291.8408,3419.9194,3440.5894,3521.7896,3282.1729,2608.067,2467.1223,3051.3179,2306.784,2325.2021,2098.417,2210.8257,1977.1362,2158.8337,2527.8384,2534.2632,2930.9202,3123.3633,3310.1643,3628.6936,3745.3135,3303.7197,3818.3572,3547.1426,3968.958,3206.5503,3372.3843,3402.2336,3211.5845
1257.5691,1150.9053,1048.8585,1084.9192,1004.66174,962.42993,921.8551,998.91327,917.6355,964.86304,995.49805,1014.2566,982.5874,1189.0437,1208.9669,1268.0457,1213.7839,1296.17,1253.655,1232.4921,1289.9467,1263.9791,1270.5804,1268.0042,1118.7327,1047.1833,1189.4119,1057.6846,1034.4492,931.2605,922.3469,849.38513,902.6293,1030.7811,952.63916,1111.0754,1132.4348,1178.15,1209.0695,1371.9487,1190.1422,1307.3547,1267.1237,1418.1311,1142.2053,1254.4612,1199.5688,1249.651
5552.4326,5372.503,4891.293,4848.102,4758.81,4045.1072,3701.8115,3811.348,3843.7505,3956.9233,3849.8904,3885.6572,3993.124,4449.513,4675.909,4794.1504,4899.587,5340.247,5113.3438,5283.2046,5458.869,5762.5767,6040.3027,5978.449,5094.457,4572.5415,5770.3813,4635.0703,4217.729,4095.0977,3879.1707,3655.8838,3701.7236,3874.0952,3778.2273,4085.7202,4274.313,4486.16,5158.0425,5506.7725,4650.1445,5430.699,5509.8066,6108.793,4889.1226,5698.7803,5876.0015,5677.3237
3339.8381,2969.5442,2591.521,2581.3643,2394.14,2036.5897,1745.5215,1868.8748,1644.6548,2026.0444,1797.3567,1884.6519,1819.2651,2354.9907,2484.1245,2747.504,2646.1794,3113.4736,3006.3237,3102.8066,3398.0159,3296.3464,3340.6204,3451.108,2749.7932,2452.2998,3196.7,2426.4897,2298.8083,1900.0933,1652.8146,1408.1106,1684.8783,1969.8511,1666.1958,1993.6328,2186.6143,2330.645,2744.1665,3316.66,2592.0093,3011.4126,3191.8857,3709.5037,2501.1672,3137.9246,3065.8755,3269.578
5325.008,5383.904,5298.13,5653.5303,5311.673,6028.78,6836.434,6827.96,6288.3286,6205.3633,7050.749,7074.6543,6973.245,7368.6797,7195.9717,6761.7295,6792.8916,6423.4346,6379.4424,5601.8125,5667.9766,5694.0225,5233.3545,5414.908,5163.7075,5581.6357,5273.6533,5565.5806,6025.124,6036.047,6494.615,6282.9727,7173.957,6803.6367,7054.2964,7445.311,7261.1035,7145.176,6862.4365,6244.7866,6457.741,6847.8223,6060.058,6181.5645,5950.797,5631.9077,5681.601,5124.9473
45709.453,43486.12,39135.18,40151.812,38307.152,33893.38,30950.18,33038.117,31032.719,31616.559,30550.707,31588.525,30386.516,35504.984,36329.086,37268.4,39210.766,41899.805,40904.6,42590.938,44745.9,45317.926,46815.32,47628.03,40608.83,37627.766,45629.727,37628.78,35572.734,33642.207,30629.627,27890.766,29808.578,31942.918,29633.184,32983.883,33930.273,35058.61,39484.586,44781.883,37308.582,41979.418,43156.11,47912.39,37619.066,43807.242,42861.844,44825.91
29726.258,26289.844,24638.66,24409.715,21871.572,22173.668,23597.805,23943.012,22462.898,26853.223,29261.355,29042.096,29422.266,35956.125,37075.973,39097.28,35307.754,37951.75,36329.918,32857.824,34074.242,33731.02,32036.96,30870.582,25530.412,24991.957,28769.932,23914.832,25397.162,21780.227,24448.264,21988.09,25367.812,28609.715,28167.025,32584.266,34581.68,35531.01,37114.13,37628.477,34984.0,39053.83,35903.926,39983.754,31985.16,33424.086,33624.145,30766.037
37172.78,34316.72,32191.426,32240.688,30538.707,28337.318,28851.105,29278.258,28147.238,31376.646,32389.105,32790.617,33112.562,38208.008,39748.523,40996.332,40240.24,42443.277,40773.727,38769.85,39913.312,40654.473,41028.777,39374.27,33371.2,31625.465,37817.938,30973.031,30600.732,28868.293,29745.062,27500.533,29725.504,31942.246,32173.012,35714.562,37437.38,38903.53,41848.344,43020.23,38530.0,43836.277,41568.836,45548.484,37995.812,39825.215,40421.14,38589.477
432.8623,427.0215,410.08563,413.28156,397.8686,386.4677,389.62387,405.95438,386.13788,382.1412,399.73633,401.82086,398.27737,427.1585,432.6256,444.33453,429.6232,436.53162,427.5658,428.21484,440.12305,440.35638,445.59015,446.27118,412.34915,399.5438,431.64557,402.2885,399.0307,389.47604,381.6241,381.0931,394.7599,401.30695,389.15237,417.6656,422.04758,427.72028,436.0306,451.89722,418.76794,454.08423,436.52634,475.14105,408.84958,437.31174,435.7805,439.88318
27882.13,25764.02,24958.484,25169.92,22027.93,25519.785,28834.969,28768.7,25684.76,29571.645,32905.062,33091.7,32386.756,38651.08,38357.19,39126.227,36125.35,37156.78,35876.168,31363.707,32679.412,31994.621,28180.172,29356.86,24349.512,25850.799,26982.348,24841.523,27835.693,24312.023,28117.293,24667.266,30852.629,31987.3,31991.049,36163.438,36813.082,37347.89,37546.63,36286.734,34867.91,39362.816,34406.33,38025.68,30928.883,30989.605,30947.115,28114.855
8274.045,7236.2495,6755.7964,6642.6807,5843.8916,6005.697,6394.6025,6497.489,5997.499,7447.919,8088.7046,8035.9443,8094.16,10085.637,10381.681,11095.672,10000.008,10783.559,10347.03,9270.907,9648.547,9454.177,8953.624,8658.068,6948.617,6831.5186,7916.1904,6455.4463,6980.699,5806.699,6609.3564,5781.677,6901.239,7948.1797,7787.0654,9094.187,9686.196,9994.33,10456.724,10693.293,9895.579,11036.966,10134.532,11354.992,8909.113,9345.389,9304.445,8548.537
570.9187,465.837,456.73904,450.2303,443.54852,481.65182,486.44806,498.12463,490.58087,512.1897,614.35223,550.0842,590.7543,700.046,722.2021,777.63904,625.06995,698.45776,676.6293,599.0647,641.3977,600.7249,553.11816,543.28625,497.82928,479.23257,505.34186,488.99963,508.72107,454.2945,437.2289,498.4391,527.11725,576.6782,520.0027,645.4316,695.3393,662.9028,678.90186,661.6499,679.2377,717.9526,671.567,727.76685,580.3047,616.1354,601.6275,572.0373
181.20648,171.06352,154.3771,158.81793,148.10287,142.96835,138.518,145.49724,136.55608,142.8358,149.38817,149.73596,146.12787,169.26134,170.11853,173.81506,175.43558,183.13599,180.64754,175.23492,185.14603,182.91138,185.98245,186.45447,160.15952,153.06068,174.18109,149.19049,146.83388,139.41669,135.88644,125.97287,136.86922,148.65434,141.7239,160.56966,164.05951,167.83044,178.31831,192.64966,170.77188,185.67987,182.74759,201.7806,163.43262,180.24666,176.21584,177.01813
13839.297,12334.217,11605.764,11528.757,10299.684,10433.076,11170.26,11339.614,10682.564,12646.055,13732.18,13706.185,13896.592,16896.375,17444.504,18298.127,16522.117,17717.863,16862.098,15341.329,15857.85,15797.195,14996.41,14399.162,12010.037,11776.065,13497.736,11285.381,12009.844,10276.465,11629.098,10458.447,11980.908,13452.633,13271.256,15327.348,16192.833,16673.58,17383.055,17603.137,16308.029,18325.379,16714.59,18663.01,15011.494,15668.597,15805.139,14433.199
1337.2568,1222.1306,1164.9181,1151.2327,1092.8054,974.1594,971.22485,976.6217,947.8367,1068.8032,1050.8643,1091.0757,1082.5288,1278.2589,1330.8367,1410.6985,1441.2175,1517.2319,1445.3896,1398.0566,1439.8921,1479.0723,1508.2646,1462.1719,1206.3882,1103.7484,1396.3921,1098.2507,1049.9373,996.28174,993.0218,894.9868,955.39496,1061.3605,1064.6455,1192.2178,1257.2686,1325.6187,1478.9016,1543.1554,1337.855,1576.6711,1490.8135,1654.611,1355.9731,1425.0677,1432.2947,1411.9116
55358.11,49175.26,46044.71,45824.805,43286.8,40024.137,40533.2,40616.734,38987.414,44815.04,45974.15,46658.97,47526.047,56622.992,59376.297,62683.152,58990.926,64199.62,60727.43,57927.86,60962.688,60821.68,59881.664,57790.4,47955.18,45624.695,56064.45,44952.6,44491.633,40150.09,40951.773,38214.816,41892.25,45966.703,44710.766,51207.523,54662.6,57292.47,61934.86,64367.293,56618.996,65974.69,62563.76,69350.87,55585.766,58943.547,59978.32,57825.25
29133.316,26397.754,24653.049,24164.477,21618.994,23089.34,24931.016,24884.775,23964.781,27354.877,31030.42,30677.99,30596.975,36421.367,36428.703,38781.65,35985.695,37685.695,36286.01,32556.482,33680.88,32498.629,31956.42,30538.154,24961.494,25054.012,27024.973,23341.102,25361.57,22113.715,25080.176,23141.2,25846.201,29914.84,29715.805,34106.656,35438.914,36711.03,37201.523,37678.715,35419.79,38315.938,34845.47,38721.508,31800.031,32414.229,32308.54,29985.031
2169.647,1916.2908,1829.7557,1797.4797,1623.0853,1725.7556,1898.3271,1886.9485,1819.1216,2064.0542,2360.5566,2331.5745,2347.9482,2822.0813,2830.533,3028.8447,2673.769,2849.8975,2701.67,2435.5024,2524.6863,2437.0598,2311.0361,2208.382,1890.6497,1880.2523,2035.3875,1806.6558,1929.0449,1682.0308,1921.7727,1836.0657,1992.0653,2284.6604,2249.7617,2596.5298,2704.1072,2806.946,2801.3564,2808.044,2663.536,2924.5151,2642.7908,2921.3633,2427.4448,2427.5588,2469.398,2270.7861
6413.1133,5551.708,5159.2773,5188.0107,4623.5635,4956.711,5459.2544,5351.2563,5235.1846,6046.3286,7007.552,6789.4497,6957.709,8398.635,8431.582,9080.232,7916.7266,8522.342,8099.874,7150.5625,7575.4194,7194.879,6834.2256,6457.5586,5423.4443,5464.353,5896.532,5188.6475,5450.375,4798.4194,5492.4497,5334.2354,5756.1216,6688.3066,6566.759,7661.5605,8069.4463,8406.336,8358.214,8327.811,7922.031,8745.831,7936.7993,8761.289,7261.985,7282.2295,7412.5635,6636.1025
15221.226,14129.111,13182.01,12757.288,11390.359,12150.077,12972.932,13089.157,12557.291,14311.063,16062.359,16034.314,15791.685,18600.557,18607.93,19663.992,19035.191,19543.113,19018.441,17107.402,17450.89,16999.127,17151.463,16358.508,13076.092,13125.261,14139.434,11988.346,13339.528,11574.66,13100.807,11710.925,13345.327,15510.873,15585.53,17741.117,18340.959,18909.898,19430.45,19821.926,18553.383,19756.11,17972.797,20046.371,16422.71,16888.541,16559.016,15600.158
652.81366,627.3238,590.05994,608.2714,591.9476,577.6909,583.92114,599.3508,562.2036,556.5418,584.84674,586.15576,577.06964,620.3488,624.251,606.8495,626.1338,641.2079,636.40027,623.7941,648.0845,645.69147,649.8838,665.80774,603.32495,586.05054,644.7776,588.49866,579.08545,576.6063,558.08105,542.1345,587.58234,577.5748,572.9303,609.92236,613.3134,614.86035,642.028,659.322,603.256,655.2838,642.85986,685.3231,589.5989,627.6946,632.32654,630.4065
259.84183,231.53232,221.09395,209.56334,186.22795,200.85065,220.78983,213.71118,201.20886,240.82544,266.87006,274.33838,266.07904,328.99182,325.83896,364.4256,336.71008,352.9241,334.8512,300.0016,313.50616,301.79657,281.88684,279.62085,218.68855,215.85132,247.45493,207.4607,231.07709,187.2514,215.06992,191.74725,225.82524,269.78918,260.19507,302.177,316.85416,329.82208,341.2375,346.2444,321.5772,356.22034,321.4723,366.79706,283.53247,288.5661,287.61658,273.32446
425.6332,406.6858,446.9404,448.97858,402.55847,578.8701,726.8403,699.9813,665.0132,654.9995,819.9371,806.68286,789.41345,818.42883,769.51013,720.90845,720.3307,660.89014,659.2582,521.87256,512.441,469.3382,437.46085,430.22052,415.1519,486.86758,344.97693,433.63232,563.696,552.3725,642.5448,652.30066,745.6241,743.78186,799.5945,868.682,830.6244,810.23364,749.43945,638.9595,712.2913,703.8174,547.9547,561.8227,575.69403,458.13513,462.5144,399.46094
2419.1252,2232.9868,2073.202,2138.0132,2022.1421,1877.3004,1846.3982,1916.0222,1880.6584,1904.5405,1962.8518,1959.1351,1983.2339,2259.6704,2320.576,2384.8867,2220.5046,2426.4915,2303.1309,2338.5034,2469.926,2427.438,2476.3557,2433.3496,2200.2244,2078.7666,2348.789,2090.6575,1992.1783,1860.2183,1816.7175,1796.0488,1828.8984,1957.6626,1846.6144,2091.6536,2150.9893,2246.0156,2330.0942,2518.5903,2193.4602,2512.4314,2413.9316,2681.1177,2192.492,2440.5618,2445.793,2452.2214
17668.215,16320.588,15070.6455,15176.512,13205.536,14404.887,15430.33,15854.72,13690.156,16363.029,17609.79,17841.602,17297.18,21268.078,21131.443,22243.96,19919.361,21357.637,20820.066,18811.8,19846.451,19146.854,17484.127,18263.008,15052.473,15387.342,16182.973,14844.092,16255.911,13419.6875,14961.585,12908.377,16433.043,17788.521,16923.367,19381.133,19850.25,20581.73,20617.328,21439.328,19766.514,21798.574,20137.832,22696.951,17301.65,18786.129,18363.395,17438.102
1910.0686,1680.1302,1575.19,1565.7561,1395.3267,1477.2258,1607.458,1586.4191,1491.9092,1723.8721,1921.033,1918.107,1878.5354,2300.3984,2291.718,2448.2964,2261.3765,2412.5496,2297.5623,2098.2825,2198.5066,2095.6978,2007.7661,1975.71,1612.1284,1611.9644,1794.5938,1529.7114,1635.281,1413.8335,1568.5911,1418.7883,1639.5427,1877.4207,1832.6763,2114.4485,2203.6904,2289.1738,2333.9082,2398.5024,2220.3345,2460.582,2245.9336,2501.1304,1985.9985,2024.9943,2031.3143,1952.5137
4286.36,3978.4775,3626.2498,3733.352,3450.3232,3022.1553,2815.4937,3022.2217,2857.5237,3120.0437,2955.0906,3086.5767,2989.0732,3653.9707,3808.096,3962.1062,4099.5254,4332.4116,4182.2607,4222.464,4420.361,4507.883,4607.2695,4541.466,3782.3499,3527.781,4355.185,3444.7578,3281.7017,3060.2861,2880.8984,2533.8613,2751.0479,3069.5479,2896.4976,3348.7769,3511.5642,3672.871,4181.3047,4583.369,3837.4763,4525.2676,4393.3203,4966.8564,3901.2212,4391.198,4263.077,4354.6333
5056.1455,4669.971,4415.506,4260.587,3928.1333,3970.0212,4231.306,4208.049,3987.4966,4570.612,5014.075,5054.823,4999.707,6079.362,6061.1885,6464.4575,5919.806,6345.379,6024.289,5539.077,5651.2847,5682.9243,5434.2793,5388.601,4481.5117,4312.104,4956.459,4278.1006,4418.972,3886.2432,4394.9683,3897.912,4426.7295,4948.783,4925.7744,5554.7266,5742.3975,5990.167,6146.631,6244.2715,5820.6416,6457.9395,5999.347,6592.4785,5347.2695,5558.942,5677.408,5293.9336
110885.39,103599.61,96734.945,95601.3,86547.234,89929.78,95019.234,95127.125,89303.47,101041.0,110010.336,110547.22,109109.875,130410.234,130049.27,137523.36,128437.98,135605.55,130279.23,119449.03,124176.55,122334.67,117622.17,117562.15,97218.55,95839.57,106637.08,93086.54,98248.516,86085.3,94417.36,85072.35,98491.836,108788.16,106743.81,120719.21,124372.96,128833.61,132063.5,134857.28,124858.97,138636.88,127760.5,142094.55,113644.94,120691.05,120416.766,113568.82
102619.47,96339.086,91408.08,88893.39,82395.14,81851.7,84991.484,85586.695,82192.02,91239.48,98289.555,99178.69,97986.87,115627.09,116287.78,123015.14,117932.02,122909.56,118680.3,110719.625,113493.64,113959.79,112422.91,110215.336,91819.2,88452.0,101253.39,86002.234,89157.88,80444.49,86297.945,78195.61,87154.55,97034.05,96033.45,108043.766,111646.016,115636.44,121264.55,123711.9,114100.49,126386.33,117098.26,129959.57,106243.99,111657.96,111857.33,106521.04
94525.08,88953.664,84478.54,82156.14,76195.6,75792.71,78632.28,79266.984,76092.266,84174.22,90685.35,91511.12,90328.99,106347.68,106892.0,113022.92,108536.45,112860.69,109136.8,101889.19,104422.26,104836.484,103466.88,101544.734,84729.58,81672.66,93245.14,79417.29,82414.766,74459.45,79692.11,72320.66,80569.17,89558.25,88573.17,99557.734,102779.92,106335.44,111489.664,113722.18,104976.46,116109.94,107551.82,119398.8,97690.44,102727.07,102778.51,98015.19
6001.903,5517.759,5112.2344,5124.824,5002.9824,4226.1396,3961.7783,4065.4336,3937.101,4226.3145,4002.8877,4142.6934,4177.0176,4866.4517,5129.361,5405.5195,5339.6123,5916.161,5570.0103,5762.135,6098.3574,6218.868,6324.0166,6283.5605,5351.5635,4888.617,6222.2036,4985.5938,4566.5117,4305.5015,4013.5703,3779.9756,3919.703,4164.164,3916.0623,4361.218,4624.891,4908.7207,5565.2646,6075.25,5016.835,6019.02,6053.1465,6738.246,5319.288,6004.5405,6128.6714,6157.0
44624.914,41575.54,38869.77,39088.215,37246.3,34471.17,33367.91,34987.18,33406.664,34940.695,35782.727,36154.6,35927.176,41544.887,42653.066,44827.0,43034.03,45919.996,44417.695,44153.484,45986.88,45939.883,46565.195,46028.258,40539.86,37846.047,43874.9,38099.312,36752.7,34375.746,33381.617,32141.656,33312.87,36400.305,34460.83,38741.94,40149.15,41644.92,44147.184,47613.562,41888.375,46901.703,45637.35,50746.78,41417.19,45404.887,45097.008,45277.035
