V1,V2,V3,V4,V5,V6
7236.02,7220.9976,7190.6445,7183.9155,7226.534,7199.3247
1623.344,1621.7552,1649.5549,1704.9275,1797.4388,1911.2477
8587.484,8747.362,8910.578,9114.923,9341.575,9514.106
9905.902,10088.997,10275.539,10509.96,10778.377,10978.421
7138.3096,7399.009,7666.967,7963.064,8245.903,8512.213
4229.3765,4405.1094,4569.715,4774.8896,4964.1846,5209.6807
3872.2712,4031.2058,4174.0107,4361.406,4533.358,4780.7993
2408.7024,2406.1262,2395.9553,2401.903,2423.1199,2433.5576
2325.5852,2341.1873,2350.9011,2379.8354,2415.5056,2451.6636
2370.9546,2388.485,2396.0466,2428.0664,2464.0022,2517.3047
1503.9932,1512.2699,1517.0479,1534.1593,1556.4591,1578.3555
2023.2417,2063.77,2101.5632,2154.1724,2207.8835,2261.9146
4739.897,4820.4155,4921.9756,5029.7764,5164.2686,5201.9365
5133.021,5186.7812,5246.4766,5329.542,5433.1655,5478.065
5500.4844,5611.013,5728.266,5873.9004,6033.758,6156.4565
2558.2888,2568.4282,2573.8445,2586.6567,2603.8394,2586.8965
3875.7524,3922.817,3970.5186,4037.3892,4110.91,4138.325
3183.728,3198.1147,3209.5146,3231.3745,3261.7837,3258.3262
3259.5505,3438.1196,3658.0522,3966.27,4277.753,4591.857
6609.11,6733.8525,6864.916,7033.6514,7228.9136,7411.488
9798.643,10219.797,10666.096,11162.472,11667.6875,12202.597
4739.711,4968.168,5175.6978,5456.2,5703.915,6066.153
10339.145,10613.041,10840.591,11192.091,11555.519,12138.277
9615.261,9968.709,10266.987,10700.53,11101.474,11754.944
2512.4126,2612.5786,2712.0251,2831.1008,2946.6199,3089.231
7927.029,8256.118,8582.828,9039.875,9466.948,10081.661
1897.1349,1981.8862,2061.34,2161.554,2256.915,2390.7512
1848.9556,1924.0426,1993.1324,2083.4077,2170.37,2297.7925
4294.8804,4353.06,4395.727,4481.9795,4575.108,4700.7197
4550.347,4637.0493,4713.4937,4826.947,4938.6074,5057.1377
3812.6384,3818.9746,3807.0825,3834.3418,3869.5293,3919.3264
5501.018,5561.7812,5607.584,5701.4854,5806.684,5928.4414
1282.4551,1295.2637,1304.9843,1324.8782,1346.3673,1366.6821
1713.8625,1730.1577,1740.8417,1766.7637,1794.2858,1825.481
3459.8826,3519.419,3570.0269,3650.8936,3735.1848,3832.8486
1180.7847,1190.3605,1196.3057,1212.8339,1232.141,1254.7203
4079.5518,4156.0024,4221.784,4324.5957,4431.185,4561.5103
2601.9875,3060.679,2912.7837,3353.05,3000.2795,3211.3484
3784.4006,3862.7578,3964.0798,4051.1853,4131.109,4121.0786
4790.3506,4889.9404,5017.4795,5140.6885,5285.803,5328.112
14717.858,14854.211,15032.959,15229.126,15494.675,15512.413
5893.786,6190.882,6510.8584,6846.822,7172.942,7476.959
2961.6926,3085.5342,3220.5261,3362.596,3504.6438,3622.625
10297.401,10568.73,10876.051,11200.989,11540.157,11740.987
10242.232,10452.569,10691.481,10957.114,11251.233,11423.226
6512.48,6870.806,7265.291,7660.8203,8042.6274,8362.394
6521.062,6879.9165,7274.8726,7670.954,8053.235,8373.55
6715.4824,6665.2686,6645.2314,6607.9126,6620.039,6561.5522
2519.8706,2527.5928,2530.7532,2549.8638,2579.3564,2596.901
18638.064,18706.918,18749.367,18905.396,19130.08,19263.346
8208.273,8232.917,8240.808,8300.047,8390.614,8437.804
