V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
37214.51,37392.824,37502.438,37533.434,37703.836,38892.484,37671.1,37676.09,37035.098,38187.406,38427.742,37899.125,38144.926
3704.5984,3731.1953,3742.7969,3732.6929,3761.702,3892.9517,3752.839,3753.8376,3695.553,3820.205,3827.67,3786.3506,3797.1614
9636.608,9586.16,9711.486,9653.401,9674.738,9776.303,9640.146,9719.455,9604.416,9810.443,9901.785,9766.483,9772.683
2207.4556,2192.3418,2167.7083,2301.9429,2242.288,2421.8193,2257.326,2227.2556,2150.297,2268.2942,2211.6663,2279.4734,2321.985
1447.2869,1431.614,1520.2335,1594.8666,1499.3953,1615.8644,1624.8927,1436.9651,1437.0084,1614.6292,1545.3921,1616.6996,1607.8551
547.87463,569.35767,531.1945,533.5471,533.9368,612.96387,504.4115,553.00745,547.6556,530.3546,489.01685,544.6827,529.83167
2928.2036,2678.3218,2899.815,3060.5718,2705.1792,2677.5464,2763.5337,2912.967,2757.4966,2775.5605,2755.189,2855.39,2895.8071
2509.3887,2171.5059,2418.3787,2461.082,2237.243,2139.6013,2341.245,2269.737,2362.8323,2386.2175,2228.3809,2398.9553,2312.545
6547.6973,6143.66,6461.5776,6390.633,6309.6304,6045.6704,6113.991,6410.2134,6387.1157,6316.215,6198.879,6289.1772,6180.5405
5094.826,4997.3535,5071.1265,5104.976,5040.6826,4982.708,5001.4497,5093.315,5073.033,5076.3125,5153.9414,5088.6484,5083.1304
348.1906,375.57883,355.06808,356.83594,372.56195,433.24356,371.58994,358.91785,339.548,388.429,363.47327,369.08777,383.00104
1046.8853,1042.0842,1052.1747,1062.1033,1058.1613,1064.1428,1051.335,1057.0879,1043.2899,1067.5023,1074.3271,1062.4347,1062.1973
2251.2058,2217.82,2251.9749,2289.9639,2249.6396,2205.4355,2231.97,2263.9465,2253.4038,2249.7969,2289.5032,2270.9258,2281.84
2270.7422,2213.507,2280.6084,2288.8616,2258.1272,2214.3286,2236.9954,2276.9373,2266.6628,2270.5342,2307.7766,2286.3616,2277.6006
4085.8506,3694.9355,4018.3994,4153.41,3845.0842,3312.697,3692.3887,4019.6013,4078.153,3734.7124,3924.8103,3879.7014,3879.8003
4085.8506,3694.9355,4018.3994,4153.41,3845.0842,3312.697,3692.3887,4019.6013,4078.153,3734.7124,3924.8103,3879.7014,3879.8003
12032.174,11972.5,12086.576,12156.595,12077.933,12183.805,12044.204,12145.7295,12027.17,12194.302,12310.135,12205.233,12228.45
