V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
2043.6287,2028.1234,2005.7338,2006.1033,2005.937,2019.5844,2054.8489,1993.8997,2021.135,2013.5135,2017.2897,2039.0963,2011.941,2013.1029
3036.1262,3014.6313,2978.919,2976.9194,2973.2473,2994.862,3045.556,2954.6763,3001.0872,2992.438,2999.8516,3029.6787,2988.3643,2989.407
1153.4071,1144.3986,1130.7516,1128.4393,1131.7106,1139.3397,1159.1385,1121.272,1141.2123,1137.2042,1139.357,1150.5299,1132.2999,1134.5875
1363.4899,1358.8242,1331.128,1327.8341,1342.0026,1353.0435,1383.8267,1319.0332,1337.9274,1343.0281,1357.445,1367.4861,1347.0747,1348.7924
5897.926,5857.0483,5793.6143,5794.2334,5793.7344,5835.445,5935.472,5762.8135,5838.999,5812.008,5824.5884,5882.7427,5811.7524,5814.408
3222.2688,3197.5986,3161.9746,3165.6687,3169.2747,3195.735,3246.1804,3153.5874,3190.5752,3180.5518,3191.636,3214.7942,3181.4458,3184.8064
4666.2305,4683.8755,4648.488,4612.3164,4733.633,4697.094,4830.9165,4652.1777,4606.706,4663.0728,4604.061,4715.943,4644.2866,4637.2964
1752.836,1740.7855,1721.3749,1721.8636,1721.4379,1733.4133,1763.695,1711.6736,1734.9507,1726.8354,1731.4117,1747.6903,1726.7908,1728.1582
1604.6885,1593.5814,1575.7611,1576.2399,1575.7977,1586.7495,1614.4348,1566.8146,1588.202,1580.9196,1585.0668,1600.0276,1580.7693,1581.9601
2636.1062,2615.3904,2589.7078,2588.293,2590.983,2608.423,2654.076,2577.8914,2609.4368,2597.4229,2600.8337,2628.6204,2596.39,2598.457
2463.9822,2447.2288,2418.233,2419.8337,2417.8901,2436.4128,2477.1692,2405.1646,2438.0842,2428.0698,2432.8416,2457.897,2427.4563,2426.6487
3642.385,3615.8357,3581.9946,3580.6204,3580.7007,3604.83,3670.5425,3564.0073,3606.3606,3589.259,3595.3184,3634.694,3588.3945,3590.1982
7149.032,7096.9136,7032.7817,7025.042,7025.64,7078.941,7203.3926,6995.9155,7082.6255,7040.3374,7052.1323,7128.305,7040.6104,7045.0464
5776.031,5745.6963,5674.706,5674.4116,5678.816,5721.68,5818.9766,5641.6353,5716.962,5687.359,5708.515,5756.052,5695.1245,5696.129
