V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48
619.44165,609.0321,606.296,609.3021,616.1887,592.1613,620.75964,601.9609,609.6719,597.9475,635.60614,635.50867,643.15686,659.60394,639.7832,643.5077,637.88824,623.35956,667.7278,629.0692,627.4824,631.26135,646.7053,614.36816,604.56464,605.26135,585.3052,587.2479,588.80975,589.8544,577.46484,605.82214,609.4494,603.0914,623.1584,623.6393,624.70276,639.6185,646.7129,635.6666,652.40247,656.14996,631.33844,637.1737,629.08405,635.246,623.40967,641.2175
2752.9795,2699.5588,2685.912,2675.977,2707.612,2620.6562,2721.8042,2664.5527,2685.5698,2659.4707,2799.731,2789.6438,2832.1353,2881.6335,2821.1023,2839.1,2813.8486,2770.3406,2913.6448,2793.9678,2792.1917,2805.9783,2837.2368,2731.8804,2693.2744,2691.3887,2611.3457,2612.691,2618.859,2614.3062,2573.0132,2662.121,2692.153,2669.6475,2746.2344,2754.809,2764.2095,2808.2664,2837.2153,2813.8413,2875.63,2883.2205,2808.3115,2829.5774,2803.3386,2812.0107,2769.8208,2809.7627
1062.0819,1042.2881,1030.8446,1028.0847,1033.0361,1012.20087,1036.6381,1028.4734,1031.6221,1030.5151,1068.2175,1063.4888,1078.5312,1091.3215,1079.394,1084.096,1081.8182,1069.1823,1101.5322,1078.7024,1080.2959,1080.7155,1079.834,1054.7224,1046.8295,1043.81,1016.0599,1010.8824,1013.86536,1009.20416,1001.3794,1018.44366,1032.8633,1028.5541,1055.9163,1056.992,1063.2991,1070.5442,1081.7351,1081.0259,1097.1157,1097.1569,1084.4126,1090.0657,1083.3683,1077.5969,1062.468,1065.0326
4583.9287,4486.0615,4421.6206,4414.2734,4431.8022,4339.6367,4435.5083,4411.251,4414.6113,4435.5947,4590.861,4532.217,4608.5254,4653.9316,4620.739,4634.034,4647.911,4571.4863,4699.4023,4621.749,4666.4644,4668.914,4635.5957,4536.9326,4518.2676,4504.9956,4381.1216,4342.0034,4372.0713,4342.4023,4307.044,4359.5977,4441.531,4402.462,4527.8613,4523.6855,4558.9395,4542.489,4629.869,4635.7314,4708.6846,4686.241,4672.662,4682.314,4671.15,4634.301,4573.6514,4548.366
2407.8755,2340.0513,2307.264,2303.8967,2312.5024,2241.4011,2308.9644,2291.7058,2291.3584,2306.6223,2407.1035,2352.096,2412.0557,2432.9102,2411.1016,2415.571,2422.0464,2373.829,2459.1672,2397.9849,2441.7854,2443.8079,2432.8604,2365.0298,2361.647,2353.1704,2279.2683,2260.1226,2273.285,2253.3594,2233.552,2260.9922,2319.9053,2278.9998,2361.9438,2355.244,2374.3147,2354.04,2410.733,2415.5732,2467.251,2444.121,2441.9768,2454.809,2441.2056,2428.6685,2399.5137,2385.4456
5758.425,5728.1104,5673.491,5706.184,5722.8975,5683.6875,5788.304,5709.0244,5766.8896,5697.085,5849.0156,5977.5986,5965.4478,6084.4204,5971.3853,6004.92,5995.861,5950.8193,6139.5156,5992.8145,5880.9814,5880.737,5930.9043,5795.623,5712.8447,5709.4224,5591.3154,5575.4688,5571.046,5589.8965,5551.1143,5704.8594,5684.58,5749.465,5862.6055,5876.365,5883.328,6049.8174,6031.036,5969.247,6019.603,6102.676,5928.45,5947.2783,5901.361,5885.347,5768.4023,5875.702
36173.59,35402.71,34829.984,34798.164,34855.797,34208.008,34861.58,34803.336,34786.723,35009.062,36130.438,35637.586,36271.766,36567.99,36384.633,36479.527,36621.67,36085.223,36918.61,36472.84,36825.125,36794.58,36463.742,35781.92,35704.082,35579.484,34606.664,34283.867,34484.848,34221.445,34042.758,34300.727,34992.836,34706.86,35697.16,35649.227,35923.008,35748.02,36393.82,36518.43,37062.58,36846.68,36864.246,36961.17,36849.645,36502.137,36033.59,35774.656
28147.535,27697.812,27596.87,27639.314,27929.037,27051.496,28165.592,27432.422,27750.758,27305.11,28778.832,28923.36,29212.898,29871.572,29076.254,29255.201,29003.168,28520.064,30201.691,28737.668,28552.084,28685.018,29235.732,28018.738,27558.146,27561.348,26759.613,26807.385,26832.162,26874.266,26418.607,27536.477,27664.676,27527.438,28341.215,28409.312,28465.254,29160.188,29353.045,28948.191,29564.355,29801.836,28753.297,28992.59,28656.936,28842.168,28327.225,29015.367
33873.477,33284.28,33013.53,32956.645,33224.97,32421.621,33402.215,32887.54,33095.316,32880.348,34299.543,34267.688,34682.3,35230.72,34643.414,34826.566,34669.914,34177.82,35596.508,34486.46,34436.418,34528.86,34725.26,33680.06,33294.88,33246.973,32339.512,32257.14,32353.092,32285.445,31896.209,32760.248,33096.133,32949.47,33824.203,33894.22,34043.09,34487.42,34827.13,34618.84,35231.89,35332.4,34605.19,34786.875,34546.312,34511.48,33979.305,34313.484
397.10803,391.25418,385.95502,385.14835,386.23605,382.60342,388.0082,386.8059,387.7726,388.44534,398.0877,398.81714,402.47083,406.5116,403.74036,405.44604,405.906,402.80435,409.9254,406.3202,405.21292,404.63324,401.8052,396.20343,393.3943,392.19534,383.41888,380.32114,381.4632,379.96014,378.3906,382.49268,386.8035,387.53705,396.11716,396.76248,399.13867,401.76416,404.77045,405.30655,409.13007,409.9622,406.71423,407.57605,406.20593,402.3783,396.40665,395.70648
28537.943,28228.361,28112.104,28242.88,28471.94,27808.107,28781.936,28063.727,28434.07,27933.86,29203.602,29646.715,29773.332,30486.348,29651.244,29840.41,29631.531,29232.117,30810.86,29420.176,29002.002,29112.348,29692.797,28553.018,28057.117,28073.299,27338.25,27384.248,27346.617,27453.709,27062.938,28196.992,28174.34,28229.207,28989.133,29056.07,29061.453,29980.969,29992.012,29526.51,30040.871,30421.02,29247.027,29475.438,29116.88,29279.398,28710.672,29496.916
7789.5874,7662.161,7642.235,7663.9746,7748.4756,7477.067,7817.7637,7588.375,7685.5713,7542.9795,7985.514,8023.954,8107.3003,8305.285,8061.3887,8109.386,8033.879,7882.624,8402.101,7942.543,7892.948,7936.217,8121.564,7746.1904,7613.0186,7616.9395,7385.211,7407.342,7413.1406,7429.6494,7289.3984,7631.7505,7664.3315,7612.5664,7853.0913,7868.1123,7878.4033,8088.1763,8145.781,8014.051,8202.134,8270.909,7949.714,8024.29,7920.089,7991.9023,7843.7246,8065.1226
